id_hora,hora_entrada,hora_salida,dia,id_antecedentes
3460584,22:57:21,23:19:35,1,76848372
5011285,15:48:49,22:24:29,5,53843086
1144369,07:29:34,20:52:37,5,25105064
7791859,07:02:31,09:08:41,3,72175337
6070519,12:55:09,21:59:58,3,18030037
3324857,06:15:31,14:36:55,5,47925158
5311852,03:53:55,13:05:21,7,79391694
5289508,00:55:02,02:24:21,5,14569920
5391715,08:47:40,10:45:23,7,76354685
5439010,13:37:48,13:54:57,1,19018635
7338858,09:39:53,16:04:45,3,87155140
8917111,23:51:05,23:51:39,4,20937732
445002,05:37:42,15:37:06,6,37803136
9332058,06:31:39,11:08:52,3,20354209
1592080,19:02:48,23:09:47,3,71507351
7176276,11:13:31,13:08:02,5,73670517
7315158,17:56:43,18:25:33,2,84626269
5887255,22:56:53,23:29:32,6,92325383
6649972,17:38:59,20:26:16,2,56482466
361065,00:44:39,19:59:02,3,6393323
2230214,17:52:08,23:55:19,5,340351
3172858,04:43:46,06:09:25,2,39678044
1571743,14:33:57,18:12:01,7,44352140
4373233,18:35:43,19:56:36,4,65570656
1767990,06:17:17,16:04:43,3,70307295
1213727,11:57:49,15:06:19,3,27217696
5666819,11:36:58,11:37:03,3,35185453
8143429,20:29:05,20:31:56,4,67847771
8799815,11:42:55,21:15:41,2,95487503
8642110,03:27:17,07:20:41,6,17021252
4959877,18:25:31,23:06:43,6,47798987
6530459,11:48:01,11:59:21,3,25106615
5121532,08:12:23,23:20:25,2,21420311
9683609,17:12:40,21:55:22,2,97668924
6442357,18:27:58,19:52:48,7,10281982
4478864,16:50:37,17:56:42,7,55044395
2006248,02:34:47,11:04:30,3,50103526
6023449,17:33:54,19:57:17,4,49167267
1284057,19:47:22,20:26:58,5,39103993
8410710,05:19:00,19:31:11,2,30311594
2602505,18:18:13,21:55:26,6,10185088
3303006,09:54:44,19:00:54,5,32866401
1973797,19:49:53,22:21:06,3,2402129
9239157,03:52:17,20:54:43,5,41145758
4234237,20:00:23,22:37:04,6,2522545
6419788,00:47:34,09:25:02,1,49225644
9566122,02:34:32,07:21:21,2,804122
9606754,03:04:39,18:23:44,3,17326260
7667030,08:13:09,14:34:58,6,27392449
3213063,17:37:40,23:54:49,2,17166818
6468415,17:53:16,18:59:57,5,41085178
2633365,05:27:14,22:38:55,3,62822228
6685648,06:30:12,13:12:15,4,28488482
576211,00:21:51,04:53:51,1,10221151
3516188,05:09:22,05:58:37,6,36110231
9122843,18:24:15,18:43:01,5,3853260
4840666,19:14:37,20:23:41,1,8277526
1216004,04:41:52,14:49:48,2,98011741
727351,01:12:41,10:11:58,7,80458649
5591593,23:53:02,23:57:05,4,36767757
7479490,11:51:24,23:54:04,5,7944334
8294706,07:15:48,10:45:43,4,76803209
6608645,17:21:25,20:04:49,3,54582789
3737299,19:45:52,22:47:09,5,42428774
6163532,23:19:35,23:46:36,1,32206711
2687903,05:33:07,13:51:44,6,85906735
1317403,19:08:55,19:18:26,3,71377677
3016944,18:17:08,19:14:34,3,31642747
3084603,12:12:02,19:33:34,3,58138478
3825424,10:24:23,22:27:27,5,22256554
601947,00:13:19,05:29:30,7,64775567
710821,14:06:08,16:23:38,3,35080987
4490802,09:30:43,20:04:14,4,2151302
9700640,08:26:14,23:33:03,2,93381260
2780159,15:52:01,21:14:18,3,79874073
4448723,03:45:10,13:24:57,1,35817256
9524731,22:50:31,23:48:33,3,24890463
4246607,20:45:32,21:43:05,1,96648009
5128461,02:12:54,11:51:35,4,78177621
7986975,13:44:45,17:33:48,2,65495565
3672267,12:00:22,18:15:37,1,67706128
9334124,06:56:07,22:49:08,5,80268473
6058649,00:40:46,18:31:36,4,6037866
9186151,22:00:57,22:31:33,1,70261641
4944770,22:45:02,23:52:20,3,95084673
8791513,04:49:05,19:48:15,4,62519389
1986208,02:01:04,06:34:26,3,75348368
9089891,22:37:00,23:37:10,4,56474768
8954133,07:13:55,14:16:41,7,8868396
894351,22:22:58,23:52:37,4,27383549
8865966,06:37:23,10:41:12,7,41989476
6158975,03:23:43,11:29:23,1,15198072
2574034,03:26:22,17:25:53,4,66938477
2185151,01:49:17,19:47:33,2,88414142
400186,15:49:53,18:53:26,6,98618541
8553079,13:28:12,20:41:17,1,31955349
8409018,10:58:39,22:31:53,1,83642171
2884157,21:21:18,23:22:06,5,97131706
4529070,01:02:45,22:46:58,5,7142633
1931580,16:34:40,17:31:17,1,42974404
6310084,12:01:56,12:12:37,5,25233736
5822351,10:30:22,15:19:13,4,47396326
1378479,03:05:34,18:20:15,2,55546648
9163547,09:46:15,12:06:29,1,9874542
1671518,06:18:13,13:11:44,7,66138658
6760900,21:37:08,21:53:47,3,97771025
9467208,07:52:08,09:31:54,4,930718
3478612,18:52:47,22:33:43,7,44248333
9756714,14:13:14,21:54:56,5,16286653
9922602,20:05:07,22:07:33,5,48839681
1251786,01:05:05,05:10:51,2,20102473
6177681,01:37:44,23:19:41,3,75839067
514275,20:00:36,21:16:00,4,61083174
6100323,13:57:08,17:06:34,6,43898450
5932322,20:37:44,21:49:19,4,75603422
3039972,07:06:02,22:55:35,5,11501299
9883557,02:17:01,08:46:06,2,47524043
575338,02:22:43,12:36:34,3,20775464
4290054,20:13:51,22:07:43,3,90052615
6124175,14:45:30,18:52:56,2,61528549
7686671,15:20:37,23:34:43,3,80595370
3461008,08:47:02,16:55:35,5,55309950
4868008,22:57:43,23:50:01,7,14469198
4800695,07:27:06,10:29:44,4,48029796
4058986,06:00:05,07:04:39,6,35228719
6884922,07:38:42,08:58:45,2,56164248
3569175,06:50:22,16:41:22,7,66124500
515204,21:46:20,23:42:19,5,65714486
9950248,02:16:20,19:42:03,3,67296061
6216688,19:42:54,22:39:09,5,2960377
2116746,12:15:40,19:51:49,5,22408742
8156426,02:24:05,04:59:40,3,12351981
4476961,08:59:37,12:41:20,3,8659062
3082972,08:06:58,09:22:28,6,2688684
4463100,06:33:12,20:50:52,1,24059067
942530,18:09:21,20:01:36,3,40430525
7145854,07:47:25,14:28:00,3,25973020
1946648,02:56:48,16:04:48,2,90027571
1349839,12:42:49,23:20:26,7,49544257
8745634,08:10:06,19:54:52,3,55199925
113830,10:30:06,23:25:54,1,95907752
6171543,05:23:46,07:46:44,4,18169468
6158908,13:53:40,14:10:42,4,85701111
8280752,23:34:50,23:55:36,2,66360045
9607800,19:39:37,23:54:43,2,42974404
9625427,17:26:30,21:19:05,2,72177509
8219253,08:46:25,19:37:06,6,49998753
2124644,01:06:20,20:28:03,3,69677053
2981179,23:50:23,23:57:52,7,96058491
8258573,11:40:58,22:18:01,6,33962629
980475,07:37:02,18:54:27,1,43656654
7633988,03:18:55,23:21:14,4,71838925
6275123,09:43:59,14:28:59,5,97699189
1877611,12:02:35,15:08:09,4,91831450
6679896,15:18:39,22:44:03,2,72911361
8063141,04:32:59,20:14:03,1,70626160
1501401,21:43:51,23:19:18,7,8992718
7674725,16:20:03,18:04:14,2,92777845
8140062,19:24:28,21:21:25,2,88671268
1365625,01:34:57,17:03:08,6,55323589
655264,05:58:57,08:49:20,2,90133154
3067021,20:38:57,21:18:02,7,84148830
2457203,12:29:15,22:03:41,7,18137565
5873149,13:25:20,21:29:49,6,19951583
1357003,20:11:47,22:57:41,2,65747189
8510460,04:19:25,16:44:20,4,45168466
8292076,14:06:21,21:03:49,3,33468360
8765157,21:32:32,22:37:12,5,6260050
5632768,20:23:59,23:59:48,1,79036478
6562291,14:38:42,19:32:33,5,12810482
1983183,15:05:01,19:33:02,3,78793789
6826663,22:43:07,23:51:13,4,8626236
415093,23:49:18,23:51:28,3,85361496
5623648,03:02:08,10:49:19,4,93164287
8518490,07:00:27,22:30:50,1,70369815
4671185,15:45:19,15:48:41,5,88260648
2454734,13:14:44,20:27:24,6,97386182
4395326,13:30:19,18:50:05,1,52307725
8531986,01:00:01,15:54:26,6,99197045
2074661,22:07:40,22:46:50,3,81249858
7043611,10:30:22,18:59:28,4,24280509
9673251,02:13:43,14:24:55,2,89389043
7773298,16:46:30,22:39:05,4,22683349
4439588,09:35:07,22:13:49,4,23582405
7107532,20:43:29,23:52:26,6,67699986
642894,19:07:39,20:39:28,6,20447463
496852,15:10:58,23:59:53,2,17516038
3069388,04:03:57,11:54:46,5,50127025
1564889,16:05:50,18:31:15,2,65083574
6440392,02:04:41,08:11:50,5,14279166
7615721,10:15:11,22:06:40,6,11597002
325022,04:43:56,19:56:45,3,92384238
81117,23:28:10,23:50:30,1,57738259
8344509,15:08:25,23:55:43,3,40683799
2298193,18:46:50,20:17:12,5,2246124
9332031,11:25:22,17:12:52,5,67539
4194781,17:34:46,18:35:51,7,87036565
2614526,00:26:41,03:09:29,4,97035669
1313528,18:27:00,21:45:12,2,40904195
305106,14:14:33,21:33:50,1,42376390
9010446,16:14:48,18:01:26,7,8416211
8070710,16:52:37,18:14:07,3,78613122
51167,13:50:01,21:25:11,3,73348823
7019409,03:46:13,04:46:05,7,81974208
4203006,02:06:12,23:54:24,5,29397584
4634836,04:57:04,20:58:50,1,1612846
4004175,14:36:28,20:24:45,3,43280154
3061699,17:08:31,22:11:44,3,78239564
8162423,00:37:23,13:56:54,3,3481124
9349307,03:11:02,18:42:03,6,71318188
6505050,14:59:13,16:57:24,2,97323147
5561763,07:37:10,15:26:05,2,85374569
6743787,02:51:43,23:44:54,6,25854506
7432110,18:19:01,20:16:36,4,3588963
5889509,14:21:21,15:12:20,1,62703642
6087442,10:33:32,17:04:08,7,73127724
4474645,15:51:40,17:30:31,1,73001451
2368993,03:12:43,22:38:14,6,12874041
4937944,03:18:22,17:55:53,6,70487603
8206533,10:17:15,23:35:09,2,29277361
6605899,21:22:44,23:19:01,4,51761276
4938203,14:41:37,23:15:50,7,83068563
6000108,11:07:49,21:36:24,5,27109987
4317216,09:57:55,13:21:15,3,98572589
861518,06:31:10,07:13:47,2,95398180
9712304,01:34:41,03:31:10,2,35699734
2689154,22:13:54,23:35:06,1,31828627
3838978,15:27:05,21:32:17,2,90934068
4421586,08:00:03,08:13:52,3,26011537
9123495,06:21:33,07:13:10,2,33815892
2733206,06:42:15,15:08:35,3,23943387
4940129,14:06:39,21:17:41,1,69866619
6958889,18:41:38,22:14:09,2,83352435
2203241,09:58:39,20:05:39,4,92953971
7610365,10:01:39,17:19:33,3,85631241
2358798,22:38:47,22:49:46,2,3904555
8975137,13:07:14,19:54:53,5,86072883
4155129,09:58:57,14:39:45,6,9697753
1652217,17:05:11,17:53:56,6,22422800
8370782,22:08:09,22:28:40,2,85873764
8229514,04:51:56,08:08:59,6,20118830
8163897,15:14:47,20:33:19,3,85891085
9428957,17:21:09,22:07:57,1,83044124
3968985,08:57:06,11:05:13,5,97851029
5059471,03:48:53,06:14:06,1,18541493
9791105,06:55:32,16:17:16,5,50934540
3928274,00:57:43,16:41:26,3,915465
4876861,11:02:54,23:46:27,1,22823635
1791319,21:17:17,22:52:37,1,95829745
8131896,08:05:24,12:30:00,2,45607051
433082,08:29:57,09:53:49,5,87203856
6082419,07:14:01,16:04:05,2,83038706
5794802,11:32:57,18:46:45,4,56630534
7277471,07:09:58,11:12:00,5,3886285
9867348,00:10:15,21:50:37,3,21848438
7271024,20:19:13,22:45:52,6,16783043
8975898,23:44:36,23:55:59,3,85788307
4052014,21:22:44,23:54:20,3,69023128
2075614,07:40:36,14:29:31,4,48933654
7163253,06:59:22,23:45:25,4,37192831
9719495,09:24:12,21:58:47,6,47989193
1471017,04:36:32,16:17:09,6,75589074
1255434,06:21:26,10:42:47,4,18961967
4564457,14:24:39,19:24:26,4,45141361
1965677,00:51:54,04:33:45,2,68506484
1611823,17:19:08,17:42:33,7,33427230
2872378,11:51:47,14:33:18,4,36727108
7791988,15:07:21,20:25:57,1,33347870
833877,06:14:29,06:57:46,7,28507452
2373615,04:54:23,15:11:48,7,89216946
808118,15:32:36,16:32:21,4,60502116
8475746,21:29:11,22:57:47,5,28113955
6534185,05:34:13,22:47:00,6,60865111
3346787,21:16:28,23:34:58,1,76487205
2748795,14:29:58,17:06:11,3,79727572
297148,19:20:20,20:31:38,7,47354559
6683242,23:15:37,23:25:02,6,59449314
1062012,21:16:12,21:42:30,3,36060140
9192674,12:31:52,14:34:05,7,5147777
3650097,16:57:35,22:14:40,4,9208749
2164132,10:20:18,19:50:15,3,32637332
4188747,03:29:46,23:35:48,7,2801501
5208961,06:31:11,14:58:17,7,61383677
1756667,07:30:26,23:57:53,3,83745177
8460501,19:44:14,20:46:08,5,1451030
9389319,22:03:34,23:33:11,2,54547949
4655277,02:28:12,07:21:31,7,47354559
2106471,00:38:01,22:31:40,4,57884955
4260176,06:40:23,18:00:41,2,3844277
6923135,12:49:38,22:58:07,7,67887332
5804710,22:07:58,22:36:16,2,57381826
1271399,08:46:41,17:36:51,4,41135411
6401887,23:02:20,23:48:45,7,46994403
638256,00:38:08,21:17:30,5,49971746
8482609,13:40:46,18:55:47,2,97551526
7832635,21:05:00,23:16:48,2,38256005
3720355,20:59:53,22:45:07,5,35607562
3850124,13:50:45,15:41:15,3,84792916
9770503,11:23:03,20:03:42,3,4223873
4732460,09:28:19,21:58:22,4,72189486
2932326,13:16:05,18:38:55,4,81219226
5184104,08:56:34,18:22:20,7,16360408
6891775,11:34:35,16:09:08,4,16858408
2766022,06:46:09,07:06:49,1,56267558
2890236,02:45:37,03:20:55,4,87783578
9065415,05:55:41,18:28:03,4,85317242
51033,20:29:32,22:46:11,3,81607835
6048535,02:36:22,09:00:17,3,10281982
6319482,20:39:27,21:17:03,6,13636180
8009615,19:43:20,21:59:43,6,13227660
9217893,21:00:46,23:24:52,6,10168470
5030069,09:36:50,23:06:25,5,15229785
4443352,15:55:33,20:30:41,4,9115319
4345580,15:15:05,23:14:17,2,36090415
6572639,13:18:25,15:35:55,1,49841616
7241089,17:37:48,19:35:58,5,15239977
955373,13:40:53,20:49:55,7,70865586
2194950,01:45:54,07:21:58,7,41017460
5294389,01:02:22,04:03:03,1,498248
1285989,20:04:39,22:09:40,3,6104634
4696032,17:27:28,21:17:49,3,91830592
2267481,05:38:22,16:14:48,2,70749930
1715750,02:30:42,08:44:26,5,40344728
6820104,05:17:47,05:39:31,3,64719817
7155706,19:15:53,20:53:00,4,15800961
3574583,08:23:21,23:24:56,3,5606886
4897359,17:46:19,22:22:52,6,93642508
747378,00:03:44,17:47:36,4,64056168
3842249,13:29:10,19:29:48,2,91226464
4682378,01:34:34,17:30:21,1,4724861
7859058,15:06:54,17:34:23,4,94726008
9964906,21:06:16,22:42:02,5,10909829
8324360,01:18:56,14:27:25,5,35948146
5306755,19:00:37,23:54:44,5,21453130
3794885,19:15:00,20:51:17,5,63509019
2346999,01:36:51,10:16:32,1,60703670
7366468,09:46:03,16:22:17,1,59012266
6337698,05:59:50,08:17:24,1,82164233
7440202,22:25:19,22:43:22,3,74648484
6643627,21:55:48,22:46:00,4,48394089
6522388,09:05:39,16:46:43,7,84806657
4408172,04:02:38,18:07:22,7,1485520
6764767,01:46:32,13:52:57,1,91031365
2501391,06:52:09,12:16:29,2,69978592
3639528,04:37:46,16:41:33,5,26329898
6158741,18:01:45,20:28:34,7,44880272
4910330,16:55:29,18:11:27,4,46094782
9837341,06:02:20,06:40:00,7,74720323
7679790,18:04:24,19:41:36,4,22327675
5723918,13:05:42,19:03:16,1,89586349
8999846,00:29:50,02:54:57,2,26527291
9606718,11:52:58,18:57:40,4,79658684
7258584,11:21:35,17:22:28,6,66340614
8760423,08:40:28,11:21:46,6,41204521
8070342,02:38:07,22:38:07,5,59347623
6735757,09:54:54,17:29:37,2,59208509
8994377,23:24:00,23:56:30,3,81694148
3213015,00:37:48,08:07:35,4,98082381
3321449,13:01:25,15:55:10,6,27311844
4334297,10:36:36,15:33:26,4,48939020
8167360,01:19:08,19:27:33,7,18740365
5072939,17:32:53,19:54:59,4,25973020
5562161,11:19:31,22:22:02,6,52577312
3864971,03:34:04,06:42:25,4,16509227
4977556,02:13:30,06:51:28,4,40781748
8287157,04:39:07,09:17:13,1,81002547
9974228,08:32:10,11:36:27,5,54362631
674156,20:09:41,20:31:06,6,57787805
8609941,09:50:58,21:56:19,6,78803141
5368940,18:25:57,19:24:02,3,69222058
7956375,11:27:50,14:10:55,1,96029209
4740418,05:55:17,11:04:14,5,87875574
9507138,23:21:25,23:41:41,4,76754473
9127407,14:34:50,23:18:24,1,30841879
2864106,06:31:59,19:41:49,5,31187337
5236200,15:16:58,23:47:20,5,18261885
4675384,04:43:21,18:47:02,6,41846132
6032760,20:09:40,20:35:58,6,66947203
5001678,03:36:29,19:59:31,4,98480365
6564483,12:49:46,22:54:40,3,47069990
9346096,22:54:17,22:56:33,6,80230776
825698,03:46:29,06:30:36,2,39367415
2179658,05:55:18,19:21:27,4,20698351
7211162,05:39:21,21:24:31,4,69950040
1255425,22:35:41,23:26:02,1,36526754
3486024,03:31:45,19:39:56,1,66682764
3686369,15:45:56,16:41:01,5,25288451
5471299,19:48:14,20:35:31,2,44937041
1927282,06:13:30,07:54:20,3,56110304
8889677,04:33:03,22:10:28,4,9192556
1756265,12:05:47,18:03:05,1,83803633
6568516,16:53:44,20:27:49,1,21745472
2937423,16:53:04,18:20:17,4,26012420
2816393,16:07:15,18:05:02,3,6170834
9044829,03:05:46,09:34:47,6,12535125
5656316,19:54:59,21:05:31,7,71258588
1073465,08:06:25,15:33:30,5,29258019
9991129,06:54:55,18:35:18,4,22381201
5298329,17:09:29,18:00:41,2,40344728
8626134,09:50:42,10:14:33,3,62352534
4003783,07:53:36,14:02:15,1,70603977
78738,06:18:47,07:03:34,3,7499121
5018848,23:43:49,23:58:29,5,95117410
6026748,17:30:51,18:01:56,2,62111812
1282124,08:51:48,22:30:48,4,91670659
2021113,17:12:38,23:22:24,7,48842120
7711009,04:05:55,09:09:26,6,1836790
9813758,20:29:46,21:54:23,7,26400062
4568142,08:10:56,15:27:35,4,91104388
9923947,03:13:39,12:52:04,4,55265676
1766726,13:00:46,22:33:12,7,22222497
1353655,19:32:45,22:29:32,6,21707027
2106530,05:20:43,23:02:17,3,73405784
9995462,14:05:44,15:46:51,2,1877318
6174688,07:35:41,17:39:39,6,90529965
3340185,09:53:42,21:35:59,1,28200128
5805850,07:21:48,23:58:52,3,66140200
9714297,12:07:36,21:03:27,1,95467318
8754551,23:59:25,23:59:35,6,94405132
4015474,07:13:17,12:52:21,4,42301911
6019405,08:25:28,17:14:01,4,85941359
2941519,11:03:37,18:28:23,5,27142525
9063245,22:40:48,22:41:41,5,84373035
6859751,13:45:13,15:28:00,3,2403927
1410846,14:10:30,23:12:36,4,27802794
5481458,07:22:06,12:07:36,7,85139124
2216773,17:17:08,18:54:15,2,53843086
5927856,14:47:52,18:50:03,6,86755822
9850920,06:29:47,07:03:52,3,85224203
7318214,11:54:33,12:26:41,1,43139147
247385,04:18:06,10:35:21,4,2515274
4017252,11:10:40,15:57:41,6,53153512
9826690,03:58:39,11:56:37,6,29923968
8228575,19:07:54,21:45:19,4,56679841
9296298,04:44:21,17:54:24,6,4520206
2898142,03:16:11,22:53:31,7,40023697
6676921,22:10:17,22:34:07,6,44278557
2068722,22:35:42,22:45:09,6,88260648
3532532,16:55:05,22:44:33,2,19317788
8439427,06:49:47,23:21:22,5,87408793
75965,23:54:53,23:58:18,4,23187579
5439416,07:13:37,08:23:51,4,50293076
3106749,14:54:49,18:00:06,4,1500396
8932217,12:07:55,17:54:37,6,84907969
9848217,00:46:12,20:10:02,1,28270388
3108746,08:55:59,16:03:20,7,74427735
3018824,16:39:13,23:52:03,6,33467325
7293227,01:16:07,10:14:49,3,42363376
1308819,03:08:57,05:49:32,1,98503857
6804634,05:20:31,14:33:30,2,66643205
3453106,07:10:13,14:08:27,3,56893680
7648346,16:42:41,16:49:24,3,36526754
8670260,04:43:39,22:55:50,3,58211422
1269019,21:22:57,21:46:12,2,44796526
4639569,16:05:29,19:31:42,3,79875042
2744812,07:00:43,14:24:06,1,8377838
4857529,09:36:09,20:59:32,7,19510308
947167,00:18:31,09:00:08,4,9157865
7372106,11:02:14,12:16:16,2,44387151
6327976,17:23:21,21:53:49,3,15186444
765648,07:04:45,17:25:38,3,16706775
5077490,03:27:12,20:42:09,3,10452060
1013087,22:22:39,23:05:39,4,46728486
3097577,17:54:12,21:19:33,2,88260648
9765096,04:11:38,14:45:40,6,84039962
8179958,19:43:01,21:11:36,7,75668794
4625275,15:05:51,19:33:30,1,20028876
8182447,05:15:53,14:59:41,5,16961314
1948340,04:25:52,16:23:53,2,8031053
4925740,18:30:40,19:19:37,4,34174745
4710975,03:51:58,10:03:13,5,22817245
1896058,10:43:36,18:17:04,6,82467373
7558656,19:55:42,22:42:13,1,43046927
4614563,17:43:14,22:24:25,2,75185854
7975344,04:15:48,19:53:31,2,26446470
7760173,02:03:44,12:35:54,7,3872927
9112968,21:26:54,22:16:43,4,34757766
1573096,00:38:56,13:53:41,2,49081076
7640088,06:50:01,22:30:29,1,846490
1864805,17:53:04,23:03:24,2,43999102
16011,19:17:32,22:40:15,4,66906125
1619103,20:56:34,20:58:10,7,34550961
7263844,13:30:38,23:52:13,4,68314909
9466918,02:50:51,14:23:53,6,9874542
271099,14:49:11,21:45:20,6,85451332
9210938,17:04:43,17:15:55,2,1576289
3870546,16:37:34,21:43:22,1,93437711
9254371,01:11:10,15:43:21,4,96278552
9038926,08:27:07,13:48:12,7,90925156
5967870,07:54:25,15:24:54,7,73651672
7227043,19:17:36,20:22:18,3,51523849
9877342,23:40:08,23:57:01,1,55372950
1411002,10:17:15,13:56:14,2,88172701
7003359,00:05:51,07:25:05,7,4651257
1427057,05:03:04,15:14:51,4,32950284
1518448,04:56:09,21:22:48,5,40089272
7680826,17:41:49,18:10:46,2,31131506
5071176,03:53:00,18:15:49,4,31487793
6551105,09:51:56,10:43:07,2,78348947
3629236,16:25:34,17:50:40,3,23496965
281226,02:17:07,03:00:59,1,84621403
797381,13:11:28,14:28:40,1,15722036
2778372,21:15:44,23:19:25,2,92057184
979341,12:43:08,18:03:17,6,75556842
1872902,05:24:52,14:12:05,5,32673889
9662220,11:21:43,23:57:23,6,74876710
8438660,00:43:33,04:14:18,1,33754911
6679548,16:43:56,23:18:33,4,83329077
5283643,15:20:36,22:28:41,7,20998178
1226874,07:15:13,22:43:33,7,91355502
1043150,01:08:52,18:52:34,2,1558530
2629203,07:53:44,19:36:08,6,33688728
5929947,19:03:14,19:04:53,5,78288844
2318344,15:23:27,21:46:14,6,10145601
8235332,04:47:25,07:55:35,2,50811198
9265985,06:52:52,11:10:33,6,97035669
1744238,08:45:35,20:56:03,7,75279809
563674,18:31:15,23:21:24,5,27672559
7229832,21:09:16,21:22:00,6,83165800
9170781,00:58:11,19:05:49,7,67864997
3171397,20:44:41,22:36:26,7,69222058
2748005,05:22:44,07:30:50,4,71735171
4574589,21:10:28,21:28:37,4,97884518
1211720,03:03:52,06:32:30,6,84880321
6518616,06:25:18,12:25:01,7,96267457
6799299,00:14:04,21:42:24,3,69672819
2767196,07:10:52,13:35:14,5,80522210
3182706,22:18:43,23:16:04,1,75101351
6123470,06:16:46,21:03:53,3,17672427
7974058,00:55:34,11:15:47,6,55492970
2061696,20:06:21,20:21:52,1,82188610
4646000,12:37:23,22:26:01,3,73675470
4798761,16:50:39,20:29:26,7,51910106
1906286,09:52:50,21:28:09,5,27955201
8526662,06:00:57,11:46:49,1,67806440
3612765,07:08:58,21:24:16,5,24750433
5374089,12:38:56,20:17:28,7,99480815
7865228,02:41:10,04:39:05,2,47984701
4903833,23:20:14,23:38:45,4,42191432
181179,05:13:40,07:01:30,5,20731773
4841161,03:14:44,13:08:53,5,52821374
7222620,08:08:40,12:07:21,2,39501410
9257066,12:33:41,22:55:30,7,67071620
462389,12:05:02,19:40:30,5,62677528
3355307,07:17:42,23:31:28,5,31159240
2563561,16:13:58,19:24:25,5,61701405
2027177,11:29:40,19:11:27,1,22803125
3029870,14:17:23,18:50:53,3,1499431
7955868,22:35:13,23:40:08,1,28024121
7340379,05:26:22,12:15:51,5,84778444
5511691,18:01:08,20:49:35,2,21613052
1296172,11:46:29,14:06:10,4,20472160
1648904,17:04:33,17:52:49,4,49004790
4243691,15:49:26,20:42:22,7,21896706
7922048,01:15:41,02:37:43,4,44426506
5294761,09:07:31,13:34:44,1,43683867
4200159,11:19:54,19:52:55,4,2082412
8524188,06:21:12,19:28:08,2,80358062
8072314,21:41:57,22:44:14,5,69892194
1108353,08:45:19,08:49:37,1,80233916
8859293,23:08:55,23:45:13,7,93343057
7419667,22:05:25,22:20:18,4,48196624
8926637,07:20:35,16:00:46,4,76118806
6862386,06:41:14,16:15:19,7,23988432
2024246,15:18:57,17:01:22,4,4235672
8690764,20:18:22,20:24:01,1,46459419
8083128,06:40:05,20:46:10,6,54158578
4441581,02:17:59,09:21:55,7,78501769
6615229,09:36:05,22:47:15,6,64594339
2907971,15:32:58,19:58:23,1,55732415
4772255,05:18:47,23:04:01,7,12195839
9427725,15:40:16,18:21:20,5,22565093
9142353,17:04:07,22:22:26,7,99917582
4817608,10:46:30,14:00:07,3,94511225
7171280,06:54:39,17:42:49,5,45641517
5592511,02:28:12,18:36:05,1,7928009
9740318,18:56:26,19:07:33,4,78261249
335710,23:39:26,23:49:50,6,21544843
981383,07:33:44,08:38:33,7,15102768
295325,19:47:43,20:51:07,4,48176854
4929709,12:17:09,17:23:16,3,6844637
7726829,15:05:20,19:11:57,3,61528549
6014194,21:19:42,23:48:25,5,95829745
5392778,04:11:20,12:19:55,1,19786189
4980833,19:17:31,23:46:11,4,76418536
7916749,03:06:06,22:47:57,4,96703716
6369944,20:15:20,23:01:57,5,18261729
4261313,10:53:40,18:56:22,3,81464034
6583929,01:49:41,09:57:37,2,3630533
6714452,06:37:10,18:15:11,2,8640115
4509415,07:55:19,08:14:52,4,34710613
2728451,10:42:56,17:48:29,1,53929455
1871961,05:43:24,06:18:41,7,51750264
77626,06:54:46,14:34:16,7,62677528
956203,04:24:14,13:09:21,1,9393909
7763871,19:38:17,21:31:20,6,93288640
8872049,18:16:10,21:33:37,4,32648871
6525075,22:24:41,22:39:44,7,634476
4995625,03:32:57,14:53:46,7,34112434
8540358,14:51:56,16:35:52,2,11258304
2384968,04:25:02,20:05:09,2,714890
5062480,10:52:31,18:56:48,5,5141082
628045,06:23:50,12:26:26,3,1759768
3128646,23:37:31,23:59:25,6,33924468
112857,06:53:12,12:02:23,2,60625497
2865672,01:18:44,11:37:17,4,96494668
4257993,10:20:13,19:47:59,7,18236091
5509641,14:31:08,18:12:49,6,18310937
4971389,15:26:15,23:25:58,1,29137701
5731510,17:30:40,22:05:07,4,55257129
2653843,11:07:37,13:44:27,6,1021780
73546,01:49:05,14:33:00,1,53437015
7319430,21:55:45,22:26:01,1,3886285
3323243,04:57:28,06:56:36,1,238427
8914496,09:11:01,12:35:28,1,69888479
2851647,01:55:45,05:32:00,6,48011772
5134113,04:41:12,21:47:54,6,56721267
9805885,22:29:20,23:45:51,7,96626621
9977264,13:14:31,21:16:47,3,81695939
3276246,13:40:07,18:37:13,3,60679330
1067602,23:32:25,23:57:41,1,62547123
3833471,15:17:15,17:27:00,3,85701287
3114566,12:17:35,17:11:03,4,79650316
7037451,08:26:28,22:51:21,2,98204058
6604714,08:36:04,16:07:52,5,65243054
9721003,06:47:52,23:46:23,6,51641741
2575969,15:17:42,16:33:34,5,43597753
7547301,07:14:12,11:56:27,2,78730780
835001,13:02:11,14:02:57,2,30063626
6673543,06:14:21,08:40:22,5,26233997
1851635,03:08:58,16:59:00,2,39915260
235566,04:58:44,18:26:11,2,38056502
2316355,10:35:37,21:21:02,4,2809350
9065826,05:24:25,19:28:29,3,1576289
1629193,13:59:07,17:38:59,6,7905245
3060962,22:46:08,23:00:14,1,33073628
8080087,00:36:48,22:44:37,3,84492662
1597043,13:48:40,22:40:37,4,34430906
