investigacion,area_principal,categoria,institucion
830738,four,take,1021593586455
587653,military,myself,3211893020788
724923,coach,decision,1053577692983
296317,thought,common,6638473141774
952161,you,perhaps,6888595887967
250269,series,participant,8549160976107
94574,effort,attack,7815564196742
151372,special,floor,6487926041638
775990,country,sit,7430221085485
518313,manage,central,7759627480876
266788,company,growth,2523957377336
963210,north,person,294212447218
169886,policy,rich,1555281816688
146716,own,it,3980273427246
420268,range,find,9618026569309
939643,white,usually,9617724132074
393373,hundred,treat,25781588994
205894,watch,say,6713843531785
660379,relationship,them,4805116141327
168933,respond,law,3802163052622
969932,improve,country,4618511336028
500774,certain,resource,8110449209095
281768,save,knowledge,2626969223618
645248,bill,social,1383254093503
70181,paper,guess,3936883320563
795212,effort,north,6135780550995
606152,power,big,1999802521714
564424,benefit,benefit,8111014772819
60751,partner,job,9859550338576
334906,city,call,7767342147531
696226,able,reveal,6615574286473
821668,brother,service,2559765011147
157338,number,its,446826053597
497436,family,Democrat,6064194503091
786872,meet,oil,7245143520287
828533,little,will,3530098296249
87526,police,floor,8527880873899
223217,condition,forget,6043592167519
960113,over,discussion,6538765449406
23017,man,moment,5989139044962
940927,black,visit,5517748104738
271509,throughout,customer,8263088517866
56899,camera,low,6933393331008
714500,agency,move,5973882850704
443356,type,ability,1812360858830
824318,give,score,8051120881477
798109,study,data,2737227947232
515793,around,condition,3096567583335
96727,PM,write,4577355104969
329729,source,tend,4014058196982
951610,population,laugh,5780130372451
739799,store,expect,2369088932064
983420,attorney,offer,1715101443102
583222,strategy,method,6030873148667
585548,magazine,remain,6963408494825
444561,education,federal,1469835583648
642644,key,ever,3059965377779
339009,various,health,4395944699092
78413,chair,list,883574664917
562684,attorney,example,2975673475201
660165,factor,recognize,5706637094352
136450,land,enter,9614139204479
348130,without,not,1044433800332
534619,specific,character,8635060170817
370141,boy,into,3601026564864
356205,when,result,5518977197106
298919,interview,data,3159397600605
15228,bank,finish,8960387983682
705362,risk,address,1143781539016
43530,possible,region,5832699213069
694587,indeed,image,8434784592293
38435,deep,against,2904472258571
340619,might,test,2871773392033
206122,tree,less,9642844425368
3302,west,around,3741814823239
127231,movie,walk,9627377113007
819766,stock,mouth,1050205583496
545741,issue,very,604884188610
82763,action,ask,619735124478
296629,choose,drug,8528639981921
476590,section,organization,3691592758005
744693,exist,popular,9586154656969
186153,they,pretty,3356137465783
706890,various,picture,3709291395370
652344,television,prepare,5314418335323
304163,meet,idea,9906325007110
953948,quickly,oil,1936509696290
105475,hotel,herself,3176372373300
109535,oil,attorney,2468464052173
634676,final,walk,9518682302052
227502,focus,for,8728358467998
133424,attention,actually,1885075093716
365725,difference,machine,1005545760671
327311,through,choose,5989491917816
640250,music,that,8497463593984
71281,high,practice,7053531510723
127822,company,action,9465105222556
840590,find,all,4701802773131
607005,glass,rock,998315515019
302281,a,pass,8316406712131
793839,head,really,2568484355038
318454,serve,task,3683304414297
363510,fact,organization,7846955072488
230109,speech,degree,7648658303424
747926,strong,green,5989273997558
93300,beautiful,citizen,892633264370
531590,scene,although,8994582731970
38771,off,summer,9572882498968
345663,management,anyone,3359396613769
218598,wish,benefit,6416108768264
293265,push,drug,627093324502
530284,trial,though,2085997907353
361089,meet,effort,6301318052142
213858,much,move,1924325117862
227681,task,let,3238166085101
329765,American,end,4965944700134
383984,take,technology,958662709924
431149,tell,off,9281054190513
56221,street,tonight,4972916960577
207559,fall,certain,8127323889357
945293,thus,keep,8688919881253
509137,happy,speak,3181804943919
762623,road,detail,2125292257809
795181,because,strong,6472737722987
969840,direction,on,9636604336066
972656,build,cell,5477940059397
188307,simply,right,3837241480502
83807,doctor,past,8819188998440
66180,partner,all,9697778670564
605481,event,of,2858938071575
534144,until,suddenly,5678027282997
493180,fire,continue,5939158527215
939903,sister,drug,8590552583958
962609,actually,on,1049276064066
545930,adult,group,3032191393452
437360,street,understand,2198145119914
463558,whether,state,3525417970781
740912,worker,wish,6260963754591
268555,he,something,4285977774630
475653,store,recognize,5488865604134
658504,last,notice,8239415033810
960272,number,see,4798492589199
490869,almost,last,9573920693991
960139,share,nor,5242999183770
327169,fire,in,404578234802
715450,seven,require,46768786579
709391,would,option,822315342774
935346,charge,strategy,2939523397444
636464,culture,senior,3098942255170
85417,step,hear,6346607643461
299224,often,indicate,5893177905648
297113,list,couple,9819222240895
523413,nature,wall,2940754713827
67940,campaign,bed,5879901705502
643390,alone,soldier,338394958300
151140,reality,seat,6532380573799
14734,thank,western,2589524007806
826649,lead,system,8326041190654
860180,in,let,5084962012206
4905,use,over,200925697262
793393,back,brother,7844370069504
223172,least,police,372725683842
366599,manage,decide,7625893560359
808215,necessary,send,1786944128575
969158,ever,cup,2304464295309
972379,become,represent,3460635868632
950917,rich,president,3814748390089
973744,project,one,2496735961010
78269,difference,bag,4552312783038
200905,including,sea,8689175218999
581476,daughter,not,4722617948291
38395,across,scientist,558470836326
739112,fall,investment,3025375089999
894526,car,smile,6174783475432
431105,letter,difficult,247780392707
316287,hear,yeah,4524636364198
739263,reason,baby,2955848302232
808655,certainly,find,3767838032912
325938,only,note,6610360320218
685509,easy,maintain,5773598524362
37658,try,set,5708947492313
620087,individual,develop,8358548085562
294734,letter,save,3717122776719
552814,other,skill,1817514660508
696296,learn,director,7628325826779
71029,reason,defense,4148743657797
509601,happy,compare,2135076447968
725778,main,these,8533702966387
674727,discussion,option,5690538139382
179472,and,finally,6147982970936
948063,process,special,6924165791514
929941,lot,marriage,531473116001
368687,green,from,6919483188992
566714,yet,wall,8433447659991
100415,coach,time,5000837846447
267505,word,part,923212566545
674396,especially,three,1766147193214
813714,approach,head,9594200715576
649924,so,position,1945877196488
691320,product,by,318117293892
218872,cause,decade,6308764521253
352142,song,tough,4094743236008
857864,political,choice,6001598697136
543979,actually,interesting,6430833110740
27823,start,water,7954238853757
565089,son,lay,9002394211825
910803,everyone,artist,2485013660677
268388,wide,attention,1625519873193
361586,himself,lose,4205077419641
597263,many,kitchen,4835406036232
855656,level,understand,6275725902434
930048,far,itself,7836935678840
101568,win,oil,7696089310941
597883,life,son,5239037041944
119577,wall,interview,6834997511684
43097,take,international,4304228567532
218481,product,economy,9285587716267
851693,sell,economy,5720038494893
878197,soldier,decide,1105443451216
109078,others,television,1981007712256
971949,whom,loss,7165562965716
752010,loss,find,5774594791064
924004,resource,management,8599508183328
242862,today,increase,5734448536891
558516,focus,wrong,8073608212073
243748,bring,another,718919033952
355990,itself,control,13966424371
280322,have,course,1104710544022
130946,buy,go,240075812032
298999,visit,few,7208397312798
520193,real,break,6170860399230
883164,fire,big,3003199527404
274496,success,benefit,8852909005561
996820,heavy,raise,7725961546427
489966,main,everyone,8840332787862
938759,star,admit,1501432269594
450184,move,manage,663279640086
112465,range,hospital,5258110992964
585698,hair,study,5926201882140
92898,eye,industry,8852202971369
757749,college,appear,4450519428118
771010,care,business,9853930009456
345468,make,guess,1308989798462
528186,near,miss,1632757339624
810948,seem,age,8483146083848
537114,finally,true,2098694349840
98763,another,give,1030050679249
452689,fill,debate,5030945598198
490606,give,perform,5606433157401
770336,message,just,514737405965
601532,people,building,1642477991472
278011,industry,yes,8319985889766
664528,study,argue,6715174241864
158796,condition,beat,5632126829403
543785,cup,although,5136955057938
61447,price,significant,2146144616256
492575,on,back,4135564294440
201699,especially,teach,3735114020339
835316,Democrat,fall,6630183996858
811907,crime,beyond,3028608379535
117388,suddenly,firm,6854582791333
649197,local,to,7636347274157
341783,night,free,4751962171238
246775,at,traditional,5680229367942
410903,former,arrive,475915020745
165913,yard,include,4669878868279
857355,program,training,8478076099391
722058,national,day,3155395967402
611774,court,increase,3599370928729
726740,hotel,seat,7754962245446
392974,maintain,best,8658134257604
423654,easy,increase,8714278994086
628334,piece,apply,9203800513882
162165,painting,require,9985450314814
854216,few,other,2344678495325
525824,pass,without,2868533119025
978459,tough,century,2475294546382
82757,wall,together,6564239205865
556650,speech,remain,8375483627080
508303,grow,crime,8569094053419
744278,number,receive,2778116723817
234365,great,follow,5937974291875
941297,animal,view,5955762030235
609236,school,rule,8518889899443
873493,phone,soon,9063681326604
689868,participant,any,4519249410875
430798,occur,include,6498654650073
195019,policy,consider,289640815935
158419,act,something,2144689822636
601157,like,personal,4126827533918
219617,produce,choice,9499134549707
921526,local,suggest,9431955898144
481594,provide,perhaps,6894303362011
310908,early,provide,8431875397509
766125,close,design,2379852154154
7867,together,two,3434117504163
306415,court,into,5125013879325
19255,base,their,6565803374630
671126,drug,sound,2758146930759
603641,another,design,3059965377779
814189,money,brother,1382386365199
899815,paper,fill,3577824989378
745525,news,behavior,9769649607233
5370,decision,involve,8034052346697
328871,decide,child,5190644459139
808633,determine,TV,2242318570410
969121,rock,nothing,679315218464
656036,example,sister,9776643797272
491511,then,significant,1595697461254
905084,professional,moment,2691923227248
661373,someone,summer,8362414237189
174949,chance,evening,9636604336066
430140,the,that,4594717442838
463917,save,environmental,5366124366701
165576,process,weight,5865625013181
50414,her,career,8128749961552
826857,safe,interview,5881593043909
852511,other,a,4563009792566
432320,clearly,safe,9822775174447
188738,eat,skill,2360970768280
676824,room,team,1679756571440
875703,cell,account,1936509696290
865138,might,responsibility,3392282526038
337534,it,condition,7883982760707
473175,continue,key,888796244266
136184,right,control,1608684892070
35960,soon,last,3527736078290
185364,blue,or,424122136362
185582,land,study,7638809221236
541028,mind,democratic,6269237178094
934674,these,should,1834282864080
444908,worker,training,3726151987291
635713,turn,deep,6868988480734
145009,future,consumer,5283384783528
107595,wrong,include,4207348261418
557915,animal,together,3635223686922
593169,record,strategy,1029049713478
533459,cover,national,7582319781047
883681,ask,attorney,2296447852102
181153,something,majority,7988925999223
549920,father,forget,4259649733236
550011,wide,center,4473134146080
189307,guy,garden,5078796067840
220178,address,stand,5296644340916
987803,education,nor,8822593793869
954074,bit,sea,2524146325011
496352,certain,population,6577910894873
907576,history,however,9280587081621
248877,analysis,think,1361069418590
231227,this,game,2249635949411
814200,full,east,4539270458468
197323,stop,music,8506625973203
569720,despite,enough,8246239915567
415731,TV,information,4408958201951
400086,determine,group,3385331363736
869808,especially,learn,2932980311354
766622,election,scientist,1574036196869
820743,million,across,9178622083472
426856,into,guess,4455094041097
967463,federal,leave,3823719397571
690661,actually,PM,2112454304605
823371,safe,national,752368189151
758650,write,spend,9843038716754
864284,and,return,1987296608228
763940,station,vote,7808970272441
874907,teach,control,2320982602370
748602,figure,value,7488954199406
775389,election,agency,9276285489111
337180,could,outside,9398655986971
12412,office,speech,2237456897557
798127,sure,whatever,6083147969235
390091,perhaps,score,7205099137369
46324,benefit,mind,7834179559933
277347,nor,close,8968791075728
397897,question,fact,639969599626
631110,create,board,2662913860937
579641,term,production,4906305824863
140837,day,receive,4842027419418
253649,letter,rest,8875678548541
632536,soldier,before,1406957862027
929840,step,share,5773987110771
443723,firm,list,1727892793122
91065,feeling,both,4473674480138
469562,audience,expect,4944017192567
940987,recently,themselves,429244116892
603759,continue,mind,5075540649184
376122,management,when,1354460729870
919726,let,account,9835911728382
446648,smile,almost,8501041818772
249910,see,large,8027589102182
212548,side,question,9158545629043
850951,raise,pattern,8092904752757
903296,alone,hundred,4694922688188
34919,it,view,6454420279080
450978,big,anyone,5393965397835
569352,yet,deal,2047947849207
116287,nor,thank,3973604623748
382875,whether,modern,3518300253183
392944,resource,life,8973364896744
365370,produce,true,3756956320357
966240,concern,body,4590814659036
242185,picture,five,7423812036974
812022,affect,western,9421474488801
428579,there,certainly,1212832298893
541472,memory,measure,6092994056731
118167,because,same,8569813879012
668868,this,concern,5097818110402
635473,fly,though,3019258247800
879348,single,hot,4141947326223
691125,information,behavior,1498552690857
528772,every,everyone,2747553815273
104727,nearly,firm,6823528955746
640155,energy,drug,5307218798165
825708,once,grow,2068204807271
541162,sign,human,9064407229500
652836,apply,rich,2480495308613
371596,thousand,relationship,2239561089647
945107,nice,benefit,4552312783038
936938,third,budget,7846066471044
89220,bit,institution,2228499782760
72422,story,yourself,6526284436058
338558,especially,let,5535160315599
708998,even,politics,9113850348055
593965,argue,west,1476642875106
323730,foot,human,740878422460
284294,develop,sort,228923595993
619274,raise,popular,6285374045412
900733,commercial,against,2152989292228
816079,American,although,3541956824455
571988,knowledge,ahead,8329361582427
976114,life,father,8963006883185
477674,might,heavy,6262905298303
906981,interview,find,4692141687702
561568,matter,anything,6694858706692
97009,attack,nation,740381722448
452956,hair,source,5752255090811
413769,room,only,4447984708929
960658,despite,natural,8198977822243
943489,both,weight,7321730125298
212199,stage,bar,7984305403947
78143,once,above,5638359185161
139655,message,feeling,8800176871423
278048,many,staff,8449958338395
489584,fish,listen,2628821202656
428292,officer,vote,168956181045
915075,go,daughter,5624178598934
136756,mouth,recently,6364077055867
451406,economy,least,7919440081463
136468,represent,number,6560989594239
29345,tough,bill,1003428161128
935378,learn,view,4312168093635
356165,same,left,9117556012929
277267,exactly,red,7097607393175
148523,force,usually,3793492953100
286079,one,prove,8511180766987
962455,member,threat,5773598524362
843726,value,role,8174370192522
484447,seem,green,5737368777696
587199,interview,oil,5746937313474
469632,letter,low,9483471627638
596897,try,determine,2242289022487
920073,make,unit,5580596884384
448610,plant,site,6250186047423
695638,start,first,2922677847379
437771,politics,enter,9687121098532
235968,professional,seat,7620594153284
722827,student,article,3977005525402
904707,need,million,6525877712922
852877,movie,education,9915366740097
142990,least,research,1169286163423
775784,consumer,lead,4318411055241
379429,relationship,week,9589382956263
633264,note,worry,7806811948614
148426,gas,shoulder,6138277481122
926762,exactly,place,4856560319381
823462,year,training,3383951555542
318919,task,certainly,6347975303375
178733,glass,foot,4362973380530
424794,require,similar,6137261185115
273655,major,bit,5425918660491
362602,until,card,5846960350837
629285,find,either,1138396654308
264800,official,business,5674879330829
728339,network,lay,8754011266569
266510,claim,meeting,7990461613926
100374,provide,stage,3207891747624
243372,past,occur,7382950581410
537104,fire,thousand,6570159704974
691178,move,bit,605065286006
257280,provide,rate,517602349553
408595,week,onto,6827248136123
991556,among,tonight,6019123340837
295232,student,suddenly,3468087307072
481369,class,system,7967341809956
861148,sister,all,5081491531241
182874,walk,check,457237422237
538645,political,its,6625945994466
42272,memory,know,7068357049847
12983,site,threat,8884554723029
258443,nothing,between,8483146083848
70840,thus,prove,186159793970
965258,someone,interest,3055215584528
244967,decide,either,3406898216098
573058,music,fact,4114812166780
514004,not,degree,285384455685
359602,subject,mind,1409255588328
110079,suggest,act,4799088516488
972954,far,expert,1431044517873
840538,term,become,9081626291443
717136,since,situation,5879660642767
983781,ground,identify,7988439823319
576666,building,nothing,7357357818929
781645,city,social,6593339524081
637527,later,public,9199410084962
661411,set,chair,9665870726108
72365,response,different,8081465373546
702976,successful,challenge,9698197924612
890865,western,test,6925706153735
964412,although,at,1679756571440
846899,world,learn,6080132956886
769629,wall,medical,4978014682973
897369,policy,keep,1320258984532
107245,attorney,century,6103552513201
357298,over,majority,1346479776801
137822,later,consumer,3062584500043
590069,paper,anything,4865748552967
851028,character,war,4770314816870
760409,across,high,6871841395197
423999,position,worker,1331133638792
481000,personal,there,1526664161575
727639,carry,add,2584681401810
183698,media,cost,6821238143647
646831,loss,enter,6515179931196
598861,perhaps,occur,4327107030913
239015,figure,shoulder,9020934088891
35481,bed,necessary,7983720484839
367240,any,government,8704353209875
293889,look,type,1249904183666
628964,let,soldier,95117614591
721747,society,phone,9123680754127
979519,for,official,6746937491450
225232,two,religious,6529858784210
607299,strategy,probably,3769238097617
964455,science,top,8950693261045
469150,reduce,side,9856520099186
710812,voice,population,814708409614
143478,PM,coach,9799951774590
752575,ahead,be,2957350447851
482358,relate,read,7722930751576
435048,this,easy,1761478201536
801572,like,color,8960045877695
796184,each,total,6339650459671
974167,box,language,2084434933068
398386,authority,she,6215159797477
568357,different,art,2503094909137
376177,doctor,give,8414764337992
103489,evening,her,1146506753084
40136,page,town,2307654525116
44141,join,evidence,7882529423553
19520,have,sit,1601174952968
447654,memory,and,1212832298893
492221,audience,account,2862812742710
730143,area,order,725764631938
497806,list,current,8123653012421
720002,down,shoulder,297508209796
634899,cover,reduce,1656652575126
97255,structure,claim,3150125894842
300326,peace,fine,9047817422671
180798,watch,series,810581159654
501660,star,appear,9870918074739
445842,trial,about,2906499199833
466279,around,simply,9685985519612
160467,explain,actually,1503480196906
410042,special,cold,4040172798358
65269,all,human,3007926958680
607919,while,a,2603714307024
403801,minute,game,6843658759370
783028,wife,they,8329714124144
362491,discuss,many,8169586443067
782018,such,civil,3901741873304
432799,its,itself,1983135734499
300780,chair,answer,7344303870358
982176,rich,tree,5269605217101
560920,phone,condition,2778116723817
116960,yet,dinner,7892354856704
96929,focus,campaign,3948036951714
131645,develop,between,1692450293096
851402,son,person,6441815112089
122923,information,grow,8725897953744
449970,anything,ever,7305572241232
570801,opportunity,expect,836013676020
469808,company,play,7995146856483
679797,within,reason,4385085840386
668136,she,sister,8055468833456
78447,benefit,defense,5596557764707
640648,try,nearly,9280145830921
204938,doctor,discussion,4475239890316
271225,tell,light,1992009300075
975880,word,health,3237935613248
419614,blue,among,5714366155509
965637,mention,give,9697871450063
614862,best,number,3703041968318
721035,above,according,4584558929963
754785,act,professional,5069253199303
238627,seem,why,6529858784210
721378,least,receive,9746288095010
33178,ok,hotel,2678757846340
622065,less,either,4648993909506
524999,network,expert,240300622265
581909,media,kitchen,4715409712353
763397,wait,almost,1814111853781
164193,look,medical,3428344289795
647602,probably,official,8856159562480
237322,shoulder,simple,7336059608958
877855,how,quite,3038063321727
432666,hold,college,7602534311943
230780,above,international,4439299495865
185339,smile,rest,8494922520473
20903,race,situation,8089931672381
947774,coach,main,1720483104334
758854,occur,somebody,7810794481837
508953,consider,Congress,5701768973265
3010,station,talk,2827176834430
297876,throw,live,1789379016251
708008,free,fight,3841365552698
348594,single,your,8020932999963
446726,add,his,9661441811159
125885,head,relate,7953567236741
82698,mission,media,4651338895073
493615,staff,general,403703786413
885850,exist,court,2820626347229
138255,deep,well,7027910605443
750490,accept,what,1111717218751
15962,talk,discuss,5394164135328
289814,back,piece,6805542486689
55657,religious,rule,5756521375496
431614,pattern,democratic,5333676026586
212393,challenge,heart,9019979940777
420444,goal,number,3009318413218
234730,data,give,77346082538
450606,believe,present,8811764037453
684179,friend,service,3534034996356
191864,population,challenge,3612404943430
914363,book,hair,1169806656397
908755,course,high,3744727077261
513772,film,beyond,8674987824250
364465,short,cause,4397011802973
540867,character,political,5926295907162
543804,low,floor,7148778203015
674135,black,type,1625358164985
78277,agent,health,9046212135143
80683,begin,exactly,5366167394880
956247,somebody,radio,3203425642490
334364,west,drug,5260469337669
654631,leave,education,1462632270957
609047,hear,rather,7485062667873
433671,enough,wrong,4353793873385
884958,know,up,8900871341764
264502,per,thank,8115247924169
448561,example,the,6169688713339
909820,only,scene,3664235075684
703788,size,truth,4042441047367
477910,think,give,5358340677185
481018,account,pay,3606427150241
539654,environmental,color,3301229505644
474909,town,wife,4587163800834
396590,hotel,baby,1732079676985
17354,assume,glass,6311812547052
501575,participant,head,2331375664903
970500,sea,his,4711284439980
800782,important,international,242665391902
117197,production,figure,6937068575341
557587,consider,stop,8621391646038
562113,hand,husband,7500476990292
647824,much,modern,9858191153004
486213,western,fast,1774404144295
479615,ten,east,9015685149871
646294,voice,window,1938869752383
673380,than,figure,7830495065412
507154,station,company,4594717442838
421327,team,middle,3615731686540
220212,church,expect,5449427961582
916612,decade,leader,6854582791333
832992,I,why,1641099500415
176239,fill,view,518406642566
255833,support,worry,4415401778406
842638,seek,side,7532648584345
211677,food,window,9410741082923
433257,impact,front,2173946674886
798078,amount,let,4445434477244
268708,contain,go,4502995450245
436952,marriage,bag,1050182384499
596509,between,building,7596822513698
736721,authority,particular,9890967714475
127525,little,interview,2122892325170
316505,history,during,442342663719
864263,reveal,science,3597954772140
743403,night,part,7742182871146
997172,major,myself,2997153135948
190954,same,professor,8456954113449
875286,information,involve,7042593396138
257933,point,clearly,655951847604
572932,go,there,6264865181093
333549,beautiful,quite,3181720118709
863901,fill,food,8216715044576
473563,home,popular,4631790471309
997305,job,of,3583520183543
667279,leave,hospital,6810504338163
46368,tend,ok,4225973905146
496204,instead,under,2006985374415
764157,whether,number,3286195999584
370498,decision,reach,4615221954849
271420,ok,see,7038693333400
402524,charge,system,4124473723105
881750,public,get,3194995137097
249148,son,fund,9943889809472
278056,relationship,her,3897550269169
390100,eye,performance,2737894377027
201748,break,step,3934379579872
775473,performance,great,5242494264069
650700,event,program,2607520572878
561452,behavior,seven,2093403818773
871413,analysis,task,7383714701594
193361,mind,discuss,1271551681716
532421,while,many,7704922256234
397061,success,floor,6970607004218
682520,certainly,after,6533666535323
215522,analysis,realize,3489223286444
864084,why,method,1614200298946
250910,government,make,4707148846552
932357,plan,response,8614318540611
63884,ago,learn,2696628970490
419252,development,marriage,5266836655998
803118,through,market,3015488255112
248509,always,even,3677544064287
642845,project,evening,849545198259
793488,at,quite,1362079801573
533127,follow,why,1315224751235
672850,charge,thousand,9828994955221
179235,worker,ability,1659922043695
692473,thing,town,177077991553
965995,fear,federal,5502221419999
872425,happen,call,8359441942041
596716,edge,book,3362363908106
635764,sometimes,possible,1884545007668
894463,agree,Mr,1910384487359
150521,room,parent,3156567975343
963079,window,the,530595333285
580555,bill,player,1169903254107
558024,that,similar,9907845755442
883536,remember,yes,8178645562139
871567,its,change,3385502825128
400541,why,product,4269307890818
465073,interesting,to,2397151276706
159739,describe,account,4317607696700
290163,some,strategy,9763954049653
920826,southern,again,2866984844830
678697,century,myself,3113229531752
10079,thus,hit,3293076031815
349430,office,food,4108180938542
884537,all,single,3646541480652
292569,site,face,229060127575
358076,body,conference,2412467261656
572817,front,final,8112348221957
677163,smile,level,2876446904488
852199,bit,billion,4994720839858
809137,explain,majority,139168722455
787269,without,money,6189998723196
992600,every,should,2204953141537
123404,similar,character,4373350088034
612878,task,listen,7333330985259
685263,office,anything,5815625139532
965800,room,however,1479116628545
176402,stock,agreement,369939604901
382646,word,here,6346791602113
781923,join,film,2785264802658
228756,six,number,204308539231
577455,over,peace,7771654023758
430529,evidence,send,4489897187202
289860,must,foot,2849694080941
836120,sort,movement,5999783925453
456182,arrive,though,6665785367256
385110,wife,west,3625061468218
117069,federal,also,6107009545832
632377,tell,beyond,1264824706242
818092,front,despite,3434268063466
183746,film,staff,4344301146299
76881,very,establish,6964629087169
676713,movement,allow,9136281087373
863954,couple,decision,8094435714468
921352,fish,who,6474246073282
113796,now,stand,5099911082370
265343,class,relationship,7359873969476
598640,determine,organization,1478145366749
101866,outside,serve,7977583785463
562326,decade,thing,9396935140880
667141,sense,such,2733692853929
997797,leader,society,1544034324175
951471,seem,sense,1977664254920
538751,expect,natural,2823126499334
965210,compare,east,9776060202548
443140,work,seem,1307703981431
314927,who,couple,3045284343722
451204,animal,expect,4491299299861
463685,administration,send,7459589732715
153975,than,budget,6472402954335
841398,challenge,not,3711400476131
798823,social,hour,1893128381069
460966,leader,each,4772971748469
915990,piece,back,8787227230650
584091,better,including,6591221394174
417955,safe,almost,2889779553687
255190,be,color,49319180358
281584,agreement,career,6547769735437
992641,can,able,3726151987291
970721,fast,trial,987100848034
366458,across,compare,1495641922164
26518,physical,writer,7386886600312
622959,party,movement,7016465706578
241437,should,fine,4424544680657
910916,suffer,executive,8091277587332
446533,daughter,anything,1822330712790
746536,explain,modern,1476642875106
739780,share,clear,7500476990292
342214,computer,perform,6939909004992
88947,activity,despite,5578201376881
581157,side,pay,8925950368096
463069,remember,movement,5157992187822
405966,nice,hot,3913634164862
743804,western,prepare,3011222957667
17377,tax,similar,3616100354586
409532,admit,around,5492110959619
149234,party,camera,6379156798886
56822,little,them,4205077419641
150294,general,available,6005419630853
719197,enjoy,rather,8127323889357
908660,notice,structure,6517339068451
757321,throw,security,6763022783579
261814,street,move,6842249713134
524637,anything,minute,4244296422885
413698,ability,officer,8482432662801
780012,later,effort,7107349223521
250796,wait,fish,8756157240291
573206,treat,everybody,1825588626153
262249,first,message,410569501260
90896,believe,town,6019123340837
25897,team,while,611523839009
810238,fine,any,2653893012953
134971,wrong,forget,4627602854795
350665,top,hear,1363851742040
462603,summer,look,6527717940090
653942,know,why,4274981325391
291979,industry,nothing,7936962678447
54157,million,defense,5413116147131
9208,clear,old,8242446643443
262092,program,green,7155472987156
538502,father,begin,5835019290931
547258,material,three,8740754959941
377147,wind,trouble,7521437362812
399431,save,radio,5438985158540
717588,money,prepare,3668272289622
979985,too,detail,8887884489883
374102,natural,sea,8667149238701
273201,paper,such,9774866785753
445151,surface,soon,9121112322061
9574,article,other,1309693707155
317507,week,actually,642898840202
260193,turn,detail,2967833548793
506275,identify,standard,3390477386881
239785,choose,save,875877892005
768459,condition,three,7142309268209
656678,site,threat,6472402954335
259146,challenge,fine,8931158083744
546056,professional,research,4701361318869
169157,product,author,6600025469301
523059,garden,company,8525221233959
340326,sea,even,2088904977784
938827,us,participant,6792676877541
167276,better,item,3901556373362
248990,create,process,5283968055241
340262,other,practice,9774950389651
637756,structure,arm,9982051864391
762159,garden,increase,6327194033837
499372,baby,music,1621489541796
950059,clearly,hard,7896573677473
333188,general,six,3032615197080
474256,focus,out,9520981812619
966858,interview,pressure,7728158325761
449568,real,would,3470656306161
820884,push,expert,8468046643797
738967,may,group,5127389123075
797069,foreign,budget,459274609471
526912,claim,become,1442990172165
372357,pressure,health,7975420877765
760436,away,force,4727882274006
950712,along,summer,9059606910144
7339,network,himself,188761703464
433440,health,effort,1923402066047
988604,same,ask,3886644450176
134720,mind,over,5909271756877
551057,for,response,9232880785317
789125,technology,international,8961494811595
547887,level,believe,3902110333650
951835,although,suggest,3464093841139
916380,easy,foreign,7558690271450
641754,house,out,1345757500479
281473,treatment,under,2429603453343
162396,trip,operation,7008513226766
352786,public,walk,9957129867794
590549,production,argue,8803059247064
307250,history,to,5654865544532
896738,indeed,as,8101133191610
940487,fear,home,8589660171217
963301,sing,them,1834872887444
883031,authority,magazine,3536994245192
880138,way,just,4340532752228
186017,sometimes,glass,8241400934178
291375,player,fire,1232327098881
998177,course,detail,4836648226064
539734,reduce,change,4170098680391
741587,my,meeting,8256589153379
750421,write,reach,198894935465
85501,could,instead,3117495639760
460815,between,water,9517160281092
294454,born,attack,9421437346269
432744,impact,trip,7031631519863
109986,moment,keep,4979780486740
515936,trial,rather,14654216148
185445,want,be,4425794169752
446548,party,blue,9371031338425
630623,behavior,follow,6460284061064
222096,hit,some,4794845283240
904005,ability,range,5397434241363
756156,eight,test,7728158325761
354107,as,scientist,7172308401522
809449,political,finish,2915917371716
853973,speech,such,9912425312458
74189,cell,station,2762806576177
759361,president,sign,78096132617
180838,more,myself,2507237970811
134674,among,only,1374464564103
554347,physical,into,741431140142
500961,worker,trouble,5398084010261
704410,wear,black,3818281450208
810999,piece,less,4705675199853
520514,marriage,site,5123181251544
736891,per,key,6333106210207
303968,past,experience,9056016019304
647534,first,series,2733844319794
605511,poor,better,103546768336
985790,exist,show,1968152474849
486257,serve,term,7974087646207
666844,close,truth,4667762890189
809289,prove,firm,128835525894
658789,through,international,6072987650526
612198,consumer,three,5450073779042
254808,necessary,service,9959063256913
323700,worry,expect,511412040656
398469,treat,remain,1162896313848
660576,these,attention,4251655349929
784926,offer,memory,9058617573691
493476,detail,new,2645434987833
934451,minute,up,238088526187
481148,ground,instead,1734700307270
384750,might,bed,2191756192331
428595,similar,carry,5550190559134
185340,else,image,242665391902
767407,school,husband,6635054379727
588131,seat,American,7369357835561
268157,cell,early,8440328287047
944607,personal,fill,5003468588685
442642,walk,yeah,1176015762455
435103,develop,risk,6386402125125
627707,finally,word,1465615086355
136701,accept,add,3742250580509
84835,probably,into,7683716606337
936062,yeah,check,212364317623
392642,probably,will,9181993562042
823315,ten,none,6088701911789
378055,agent,office,1307147105540
136080,him,long,9058784818109
102746,law,decide,4796472448258
