id_antecedentes,materia,id_corresponde
66586025,necessary,324399058202
74211852,term,453770848519
69978592,rise,8940307734464
65576616,watch,757106217326
65571102,myself,8741342127447
97462758,help,4680110203019
7905245,business,6325132766700
40558264,free,3388759785914
75546512,western,5338404572140
1260712,team,9440065846766
75348368,shoulder,3248779662720
51478580,national,4189791818903
90765644,either,3056743264579
78092921,very,1031852625827
54487925,late,4682299636345
40757762,describe,4042057318055
55337423,challenge,2443482562402
50031298,consider,8496354845951
87281842,past,1506089465992
35783876,star,5547066901100
58685176,need,3231037206498
29743824,add,5485408241900
1589860,kind,4692141687702
87941631,resource,1040026872223
24716421,case,3747722683326
2853530,happen,3305631235856
14456470,general,8938247373609
67772705,computer,5129648953668
89595731,success,2460557444073
91031365,few,7488196336897
62352534,minute,7538253005739
12834560,network,5505755314289
90690176,themselves,4724553272573
58991662,remain,1271540316379
80736458,term,5480507816784
70184204,participant,9782987472835
44998276,democratic,4204707635482
72938929,recently,7903228424201
20660769,mother,691623254241
71885210,traditional,6957492362017
88184736,cultural,9235509200116
56225995,hour,1783989626751
77531671,memory,3531327595232
41037446,news,9002944874244
66906125,see,4674346339044
19949685,degree,602951059411
12442690,age,1083781718555
27407635,avoid,9783548237692
55618420,third,7401617713863
75286508,paper,8507514771237
46852312,seem,1286603680516
81824330,wall,8040445786871
79404400,thousand,4668863376844
63799498,move,4707566054618
84671265,yeah,6837436827464
18542661,feeling,8629659156507
56411274,buy,3418579585519
70726300,structure,2457156525004
38034144,add,2497078916700
48905135,development,9587790289034
51553702,book,8194677296815
38461772,effect,2600717617512
89216946,authority,8388195850980
50417294,what,1185951442125
33738723,performance,9865223993086
9204245,along,4934771967110
33415091,mission,1507794757919
80495461,threat,1193496587303
79279470,place,1838770407527
24719313,detail,4125088930983
86090624,economic,4624481407833
13103833,against,6631244125580
16150216,dream,8146902557789
58374580,every,5691217175015
84853134,tell,7637055922694
97323147,thing,7792776944392
49066139,ask,1839489624399
53146187,message,316394720951
678248,anyone,7376596042328
63199878,language,1418506668782
87126297,I,5511878291150
4153329,technology,1956341650691
55202795,single,4005449086637
36033561,wait,7444453191326
74113375,professor,9135730452365
8769641,chair,6900603802039
12016486,care,6631858038347
73165099,mention,8656931783825
28065091,step,3664235075684
3937772,add,2851367113936
25851563,listen,5802834350425
35022445,drug,4900992501451
28015095,will,404566737116
21059302,high,8439844800258
47111829,what,8263555528735
20004010,attorney,1665560125537
18664984,available,3318040951237
1530762,strategy,2569770316243
45453414,truth,6662872258958
98572589,statement,9682298121219
84868103,section,975615876716
99572495,ask,100076565372
33062027,eat,2000261591636
72181642,side,6810504338163
26641776,remain,3053254431791
66682764,evidence,3035270181881
74333960,simply,9730777864744
76424348,care,6396122436326
67961818,increase,635109857345
83287573,time,9478081538009
33270532,likely,7517400485037
96273842,base,1101126728158
91235913,try,4006212179000
51544817,debate,2675103690267
17485008,many,6777704980193
15537119,decade,9755939015659
76754473,onto,1480564947748
40188264,high,2338298939712
92474982,responsibility,1211093772567
13712956,fall,7166400678407
49599557,experience,7054890709735
5730262,for,9823632305702
56902924,evening,3325663725578
46443024,character,8725616633312
47061179,measure,6258955800833
78601438,food,5909271756877
43898450,three,3882228050448
18364452,off,8209650679350
63616507,understand,4172540437186
75431405,natural,6842249713134
88223327,week,2032357895084
60568502,build,5596770355510
64673900,position,6763367246945
76249885,professor,6299306458233
95451391,company,354214073777
36088941,Republican,2887812144292
33467325,owner,3015488255112
88944759,paper,344329588615
45906898,time,1649810526288
40577085,strong,2325181435603
72367072,film,9504798176195
3538520,half,9796409447176
69721501,coach,7909992009017
40697053,serve,4837754619596
52961562,drive,3056028436484
82681399,pick,4394182146983
55708801,little,6092994056731
92743707,pretty,7405705214491
55492970,often,3812101382887
8622870,myself,3486270150191
74720323,draw,6951552276923
20873065,him,2395106170747
6110107,PM,8003782962843
95255255,laugh,3133576995111
21982632,think,4397676610491
66152902,clearly,1655953784168
20231016,and,1010343040760
9471495,able,1414189002263
12312900,career,416117677648
67427355,people,8900871341764
48680434,generation,7493393923628
4883485,already,804971195836
47017766,energy,7199064619712
29611589,animal,238429900730
84763951,story,7324827727058
9220887,easy,6525877712922
8863819,writer,7138084807566
74838787,candidate,4257983587949
65777442,type,9615613707694
40605056,describe,8659536370025
20354209,seven,6006162620096
89179535,population,3742159120243
33051631,forget,3636661825437
18531753,Republican,105869216103
92503421,company,47355657475
25377183,bank,9465741116655
79114920,through,564303956573
55560205,them,7199064619712
7164148,cold,3974634542912
40904195,often,7650613719696
15877838,sister,5591316405818
47302772,movement,5508937583389
34863091,chance,8289173838561
72109635,business,2145228673760
64534595,strategy,3520241510396
57359510,modern,4383059919216
77938581,really,3363736125647
52358072,message,5020027075886
25435660,protect,3793972323584
86594568,finally,7188824082921
34613498,wife,5978350647624
12351981,along,278124822107
40949116,physical,1314758542938
18621098,part,9843436715358
32113901,federal,760089510066
35353062,shake,3454074417607
95941177,prove,2854939847563
50705176,pattern,8726927439749
48928688,stuff,5412097196509
7780376,art,9921032040465
60115953,hundred,8748485554352
54264610,strategy,6318615124404
63451465,building,179386499389
6110107,record,8456802625431
8831197,room,526076576288
83806844,prove,7937994186952
68055113,economy,5939125682942
52416078,expert,578059248114
39860323,executive,8248054334152
28785494,four,5667902829910
74973215,son,9234218712627
66643205,morning,2392615605567
46437234,similar,6390273390184
29909494,Congress,1073794612101
67239487,law,7169985023510
21949023,specific,3872333823922
56908392,key,9036684778303
81306022,respond,4667762890189
8403175,dream,564303956573
93532907,leader,2315540777811
52619664,turn,3878736641888
94457380,as,4853073317249
53005082,indicate,3769224627104
37064836,seek,6131816995342
72507198,clear,2078861570438
92693546,some,1605612472677
48839269,prepare,7193721788043
81766491,sit,1937130686372
4200839,could,7154245472257
30999696,better,5122526200153
83704909,yard,4773578767322
36493793,every,2729273234152
29743824,himself,3800891877232
75016269,teacher,80042736701
93222544,something,9853656202401
84186102,benefit,6436802430528
22093761,in,5263145835694
25070757,decision,7577638115425
61992070,give,9050682724067
91431028,let,293648082121
57523442,discussion,1111719440916
59606498,treatment,2829123704937
40050849,toward,797636249946
96688459,exactly,6753022959630
41419441,live,8200768757132
60601371,cost,9682137592148
4729229,laugh,6955988275581
11403383,interest,9592750404433
85796803,head,2961593149719
23095791,science,9977042519991
15319541,line,8640168001837
28746242,look,8916201920169
58515849,method,5502083459227
67427544,everyone,1175336304063
33140502,drop,2645784143978
84185280,today,864918150323
48675506,science,6651483085845
30879522,method,8940882525528
455440,answer,9907000304386
36859646,product,2362712788451
75279425,bed,4174540681115
7052898,challenge,4881309837592
82259508,study,1358548981737
21943967,minute,6304513905178
57748425,car,3905121592379
48222340,record,5111299581961
54453849,shake,7180820814992
38067650,put,7701343371410
90054672,American,2785431286916
60813787,especially,8341297725418
18106096,together,2558111312768
69290137,way,3882152520696
96290914,player,2803329504983
41213147,central,1321183152430
90775542,idea,5339594513088
508634,seem,3664235075684
36160760,this,2961593149719
73670517,keep,6424638987286
95800821,population,4876520920873
47391583,American,8645488342050
24922558,something,6703396398311
93819628,television,7642792623304
78702521,political,3539478411146
74301949,social,9089418719743
38657529,professional,1066336901425
51842624,house,3926703048655
34363715,treatment,2240483938544
70281962,society,3980733092054
74888571,laugh,2901370302218
95261122,blue,6847261810326
18228587,special,2590974766126
5811276,around,5693294436601
46700481,matter,6019811690962
98821692,major,5484167439791
9064710,everybody,1654399400962
17586562,PM,2745120157466
91078640,before,6514378564793
27488586,social,9707050602081
95398180,simply,5864232574398
71781246,give,8503099670184
23862285,anyone,6877935673207
67421537,argue,8960316977996
82165873,support,8606746357173
68996972,drug,7693856828860
64284091,their,2687280115637
35463881,forward,345730084588
46588355,school,8660965680794
61475091,different,9910583547349
94061381,high,776189080002
18743944,everything,9443763383594
69026336,when,5464516996667
73701413,another,3095314097915
98093186,program,9885513863188
78823277,dark,6563485446547
67527746,exist,1076966211140
35667645,economy,5385340401609
70749930,analysis,9063217305248
24700114,mention,6683821280619
30127228,election,3305575971210
48988041,chance,1770199190664
49047457,amount,5378892088448
96917276,court,4860851309481
17095261,south,4148944930694
21791229,sense,9598716961842
61528549,police,4068250817243
39671937,remember,39480413686
61475091,task,4252112861605
82011760,possible,329935077051
60118112,smile,1475374486053
28926162,together,157736194431
48577851,them,1879943362500
81190558,economy,3705996995791
27959321,woman,4860851309481
27010698,effort,3051957655433
12239796,student,7032535236904
50485925,reduce,6363505426809
1123124,great,2890042262236
51671223,marriage,2172519949114
62138508,half,5031993558785
49027197,rather,5675327972852
45640832,friend,3376746643909
28228690,relationship,2237713488691
81552724,worry,40122927244
66140200,hit,457237422237
67605591,main,3703314177279
94130700,culture,1920376269992
98723487,same,108423689726
33288740,reason,5639161501360
2821474,child,8431875397509
76204051,cup,7241548998595
16543694,thus,6521534650126
938801,staff,738415758040
16437947,ever,9430092682425
53905118,concern,1954206930249
46124100,all,9330729721837
5443778,area,1303289400605
86177897,sense,1397350407490
62107075,bank,6560665423628
70640018,above,4218052139704
17279487,wait,2647971795717
58502508,issue,8365283838026
13546661,brother,7268721914966
83470821,science,9619860939110
74416156,exist,1972190703569
35479439,her,7650613719696
69498408,follow,5241550764772
98575062,small,7017002071567
58117276,point,1090364562943
74029740,decade,7580056732657
57237305,physical,8876842519319
30556326,body,9436062317634
86196186,certainly,2826851976969
1298940,team,8260963365752
70487603,fall,4862093596355
21498763,early,293648082121
63783222,kitchen,5123215671276
4150242,candidate,3363736125647
36169167,health,124303903027
95616832,win,4321311406892
86075130,indicate,7308136127882
16989803,rule,8208711143765
92485492,voice,6490246192400
72089211,explain,168611212977
97530664,pass,4738073429627
65112352,physical,9190149500868
70146775,audience,4435167583937
42591663,people,6328970411640
86196186,image,4723748314086
39220135,middle,108291695054
78995281,relate,7847278146224
32678728,million,2734301112362
60803422,current,4077953002475
90279968,something,2117816434233
84585548,technology,8777791600142
89950130,finally,1569312744467
85353324,mention,8329580462468
89440127,own,5591316405818
97235145,listen,7611871311162
18030037,safe,4615221954849
88065456,look,4408295303180
60124846,mean,5971059649361
65660574,civil,5027735684127
15435154,sea,9767898650267
71116401,month,2582227098580
76176283,entire,754363523795
78793789,another,772207737535
87796611,quite,6437151790430
80182185,remember,4886714415442
94978878,garden,5521459322925
41821511,fish,2459961292693
23967698,start,5805818089622
79529559,protect,8472783850062
40050849,cause,6265641393025
44248333,number,2019864330976
18741693,car,7731316824489
97830975,pull,8986576220388
15016493,certainly,213762529227
56754116,government,4732554973516
329289,so,8198230279285
8931084,son,5405019827097
47408193,audience,5193988328983
17089409,gun,1203640978481
98541952,respond,5140786019396
61211199,team,316394720951
19089468,including,9392759317974
52878125,next,3710124625335
38197064,and,1944720295332
12520823,few,4196328661671
26012420,film,7638809221236
39376344,animal,8805512559919
8275591,dream,2255168525351
73838424,real,9362049524034
43826751,wife,5807123342389
12755149,our,7587692863033
28592399,soldier,2339884447100
43671191,most,1090364562943
1269264,nearly,1316370671775
75390518,those,7394662063157
83026932,husband,8681676325367
43713621,similar,2763431677453
94142528,these,647440802221
43042707,two,9088398180412
59483526,peace,5099594417385
41421570,huge,1142129265710
64457296,like,2346325993371
83038706,walk,6354612812784
47798987,teacher,6872967626184
23075163,fill,3611189853951
28101468,policy,9909623957289
94684824,follow,4957809902315
13610618,go,993021990700
96993523,another,8775228430746
68652422,game,107841742098
40834644,value,9223041792914
9703015,experience,3827531005970
60374989,sit,2014599075048
7235539,best,4954088801266
52963133,usually,4512278903381
60177423,arm,6531853883432
39376344,less,9693253350139
23819409,would,8413231900496
28731146,many,3072755935417
24472779,myself,1436931680649
90135664,item,4458892056119
30665516,dream,5763657228831
65240167,firm,1041834470494
39100256,other,8358835819729
25596815,movement,9385659289925
24057902,trip,6238498523689
79391694,more,7878020527199
32486118,win,5874368817820
4009272,ever,1927752386938
74636671,history,1770199190664
5400429,happy,6769821838515
53239764,plan,3996414493729
61915539,science,9644318216863
24046756,drug,7062267640163
27273478,lawyer,9280797330623
70951798,like,8837344983557
9261217,usually,8267267457048
72574856,memory,7374271265174
81445818,suddenly,4382316453884
42376390,democratic,7576273744058
24022256,job,8407844686829
42543975,yeah,1050071234742
50642313,Mr,1098570237628
42590184,half,6759273777027
60865897,real,431908818926
75093000,and,1583566988133
65110513,week,2780027463450
2553544,sound,4512278903381
34757766,best,6264865181093
61703153,which,7589045577393
97351232,natural,7864538478785
98011741,listen,1979270387399
9170962,person,2884470916483
57202767,politics,5854631501081
28471723,staff,1277115487511
18794589,no,4120829620387
60597823,game,5383791523767
98620158,production,1843402320786
81784049,commercial,4810980414898
75679527,traditional,2093514846903
43473990,all,4807434714479
29933079,certain,9536681485401
89232062,determine,4776268383095
48615666,staff,4119505244363
68819439,away,4799088516488
84119395,customer,289971708929
83335403,customer,5593887104180
51719781,where,3066902970721
17193301,company,8279620855205
32832538,crime,6359368381004
21703958,institution,9643508363865
5854138,must,3262369202908
6260050,least,8982037820159
44209188,environmental,8294500879183
9115319,environmental,9373208666337
69037983,per,3954872272300
45827460,yet,5720037109924
37917401,enjoy,2699715317206
51081155,pick,1969620375129
54525203,happen,5431472669798
82625307,number,5333676026586
38730661,late,7251794622791
32509014,both,9110725868949
94604576,understand,7361321733643
29423923,possible,9902510919856
1963190,himself,6355153966242
42301750,expert,8590552583958
38441434,skin,255069486244
89985694,ground,8030041715054
66262597,model,344329588615
20258769,cup,7404059707526
35705989,change,1216128540760
12198250,writer,3424358834468
98558185,reflect,2154035929648
166575,interview,3598940738047
8263396,approach,7737254086474
65375362,vote,6550159424854
68167652,product,2530132846996
53476432,behind,3589223287684
20775464,break,9768048131084
57758228,free,5017934700735
90988304,ground,3079384508890
38592122,while,2605558415135
35691753,deal,7845409229605
89675388,art,5663090100686
62277689,check,9598991256189
12550628,top,7968235113500
74452304,final,2364431434894
72383414,want,1073794612101
85804205,act,2206799320777
89083693,indeed,5182907213003
12281629,arrive,3710091203219
58505035,especially,8846293794482
24445987,current,474503393917
56569978,tell,2788471127874
18102211,apply,9307348489343
62786465,go,9915366740097
15893864,school,9837672013920
19088977,event,3533676436240
49876758,add,5936074791829
4161848,rich,2906360166880
72893068,fall,2257213326505
95563376,lay,5305106274335
44703039,writer,3227611421694
80619224,manager,7973820070941
68568707,above,8549376033178
4567513,early,4520066483479
91916308,scene,4184621832581
95177345,some,5129648953668
98301377,receive,1475271531397
40533258,before,6843658759370
81812709,wind,9833624574727
80016849,allow,3890408621262
12409755,finally,1493388946601
96256618,cup,2725974683296
24718588,into,6740545592237
60624159,toward,8710504069721
61292053,send,4061778720866
87408793,perform,6065919610251
4637212,eye,9817585682107
4832394,physical,5325352568200
56893680,order,5958067091729
19424366,real,3249816574633
72206546,into,3278040426373
72089211,reveal,5586947158736
37042684,modern,1308751066682
85873764,tend,696338135893
34489495,plan,2110989313919
69139328,since,1276855303746
85819277,would,2902176557967
54614830,natural,320182762591
57861534,least,1186342054257
50668835,these,4826656691090
49341043,keep,5676573649350
49017483,member,5171454562457
18236091,administration,8841095297438
56734430,seem,3917953277781
86955244,maybe,5769215225842
95393767,possible,7663947839829
11784008,level,7314602689621
20164723,evening,7854669043492
61297677,future,6813353644203
53695813,return,5927239675763
79527961,reason,3622063303991
4105744,pattern,6343884901127
16358796,as,3223382850051
86865473,follow,3687285582975
33704887,free,8899702086955
87946943,clearly,2411819266672
47532507,Republican,2803741582558
14428760,really,5558923164439
60329271,fund,3583198042294
21978753,country,5339594513088
29255465,sell,6747550307847
62067293,arm,5553970913671
26217568,visit,7244331526065
63303921,capital,9503701667291
5461259,actually,6293530699474
77531671,per,7048103277409
29654480,include,3996654949975
84604582,involve,2802084905783
35955049,public,360179092275
79518631,do,6663377285046
89248941,where,3178584144447
55012330,range,247618637296
49719651,entire,7034117642919
87723107,forward,4110986498016
1654433,writer,9106038559375
71377704,option,4808423950568
41123159,decision,6281987989197
94070507,take,682596907560
1856113,second,9632668726178
5787063,approach,2706293092190
3194874,talk,6844650713768
20333521,data,3296811632108
66860350,pressure,4885183571389
38663020,sit,4484113371588
26540116,offer,8195495506543
59363730,easy,6474246073282
27089425,join,9876399700316
44544294,day,1226582037244
70482574,pressure,5102708344843
84988013,long,7896665134133
13708445,media,1485526553532
12166259,discuss,2541969378493
52788251,according,9465942811191
13245196,store,2369406366042
34299218,assume,544311438170
77147507,stage,2198167489925
43713621,exist,4477110591335
44426506,material,2333666952818
79234421,view,5223225291298
69278835,arrive,6662872258958
5513022,race,9917116619644
89506324,they,7250138546231
91221415,already,8235859647679
54487925,growth,4054453867991
55236835,forget,5398734215392
40949116,toward,5643034603418
33136942,sign,4019100177843
64080899,pretty,2875869408317
95982215,everything,2999344782046
79268704,receive,2678303392992
42001597,travel,7833432675809
6475871,to,7168390291549
36286353,beat,6026259167530
63622127,political,7530101206155
20688410,stay,3832131566219
71999228,look,8398243846558
27502029,movie,207681716699
26329376,another,4170908738896
46965017,likely,8867626825079
89418406,include,1137569871628
66340614,watch,2028981559232
21059302,black,1977925476654
70410070,song,6676492697802
23075163,experience,7341696857960
41884341,color,6134975625401
52267890,white,7794433747076
22804857,camera,8173660872066
84996311,month,567673725658
99804866,policy,2068408677017
80696741,wish,927449550703
1185829,television,4709003449626
52821483,inside,172773126942
2558881,property,8312306400952
41187562,modern,9078480574802
76181999,able,7977935457699
70235436,mention,1572584518104
43908337,stock,1863402684340
1143371,weight,6787550827926
26149252,treatment,3349481355118
62577470,way,8244124703251
32055325,push,108506915896
82870945,anything,5366605029408
59752066,direction,3296811632108
55853977,officer,4412941047498
58012285,turn,6937202204572
3500401,popular,2265230435223
70784208,popular,7717950717906
29471762,education,5814431850752
78933443,build,8772458545342
75546512,particular,4163345549357
51160278,third,5703937574800
92410164,image,734238375950
77123122,evening,478076880208
9898422,kitchen,5816259849959
48167409,mission,1520038703946
84855838,turn,2998608336224
38816045,station,797636249946
11258304,suddenly,4198863296215
52113105,floor,7382950581410
20842154,discover,7979206691633
15123365,long,2251681051292
34062950,career,7109515996104
53291215,ever,1504404799661
66987886,concern,3941253712585
469876,these,3595579371224
31039897,threat,6740397865981
44380786,show,2298322640658
29923968,tonight,9264943270112
38543758,final,7902940824007
81236662,medical,8819121353907
59537360,year,2098849165858
44404352,life,2468464052173
6942968,whether,8114310315400
15574699,return,9354525350164
65427440,series,2479982648587
48782763,season,4382316453884
87991962,vote,8423844508482
43148090,throw,4098620350782
46028408,theory,8441789050384
63634958,style,4967397591626
35317867,middle,7363471754631
9043073,father,4179569776771
3550382,point,877654047928
4858324,seem,8926259241361
56068536,phone,2254452324058
47334756,success,5394430567594
81962577,animal,2173946674886
4816125,foreign,4008001088646
89244194,young,7322982131723
62262258,yet,2728622493721
73651672,face,3720354645673
94769347,perhaps,7135522512124
73116997,party,251730394349
48176854,us,4465877776091
34308485,green,5164578238346
53156343,your,2948826951090
69730208,hundred,167186105986
96899367,result,4296668166827
86543938,whole,7357357818929
97367580,near,8531118783250
86594236,state,5118757492345
3409783,out,3635622631361
68274825,task,2510960592310
47354559,officer,8682691811899
77301288,her,3399605417863
68570904,skill,8986080650247
10392894,rise,9734235861690
66833635,defense,6349766698303
53929455,political,5405557510283
16736084,appear,5001963611133
92725869,least,2315540777811
42460389,leave,2568385864094
33971706,in,9619401032892
4891865,audience,4351992475828
40756466,figure,8092813629353
74164606,meet,921003043978
25030459,only,7576273744058
86212885,pass,9566777178276
64948217,popular,8120286051740
585888,finally,7763716447832
58504081,country,4103940900468
87281842,discuss,1759686744140
49217007,try,7918958436430
44221262,within,8398243846558
68568707,law,213762529227
27197725,wish,122970348974
87155140,than,5635280065255
20132490,pattern,7979749752525
1906417,one,8322401135796
852400,television,3417488672990
7784807,fund,6493959032022
91645539,eat,4104027877572
48680434,girl,4544322464750
85866215,base,7845409229605
15810748,stop,1331119374927
60246094,two,2006544409968
16222132,amount,8785928847550
8695902,media,8065318960711
86688320,choice,6369678067575
34464891,third,2911968834881
67303173,key,619389642736
87456305,form,5873061010718
4090075,measure,5115624286088
15188682,price,5517748104738
31738172,morning,267114930848
46548658,Congress,803494063396
47069990,star,1753012907466
92290992,success,6664258118393
38301208,modern,9651665061608
65238377,air,5939125682942
6592910,though,1379166583210
76226567,dream,5304220728720
37528347,now,763369484078
73649644,again,7801870405867
59987546,series,8807944167363
23996048,author,2800257921250
11918310,production,745907968667
48869107,police,8015515578697
82097289,college,4687745767948
12988087,sign,3460399172765
38901459,capital,7894382158987
93036937,raise,9694115119613
32235586,hair,4272439461221
88959296,road,3342725858532
98745331,player,2789583369855
56150746,visit,2279751726365
95257123,set,7646872326547
91537615,something,3716265020003
94405132,wind,9486965772542
31166031,over,9864737552614
97386182,low,293648082121
50022794,might,784371482390
3093929,age,8681278278123
86133326,kind,4602657044201
37106550,may,9043652463681
31914705,instead,6902815007844
92379477,factor,7601439072851
52319023,line,379278161394
94198090,enough,3201219099032
34847686,window,4435167583937
12375279,century,4736378510017
6892906,ball,2438609331757
95988101,every,7824709135610
78976449,moment,8020466738934
53905118,face,8956319518765
49162878,learn,4674346339044
25620231,number,8751216838342
64927301,bank,8770330387969
14885062,worker,3478793370591
8457293,fight,2569529838713
34684829,foreign,238358182914
62468902,stop,975615876716
55521058,there,4968312909640
22068265,door,958662709924
23025918,body,193052823027
38911492,level,1441683924387
56942507,purpose,4387628636648
48075517,free,3014480014216
83327272,lead,953427069672
22171618,method,3518300253183
65185723,more,5218463368189
99499355,fast,9755939015659
85344154,everything,6083637001711
82467373,decade,6830405638674
74389979,old,5851673299532
82590192,day,4138842683441
26565942,sure,5534077587255
54265278,economy,658390783404
18097192,responsibility,2083908227665
91065796,last,8457569276690
2467725,represent,1424091129084
37429537,last,9502131840595
99781209,section,9514968781634
7264078,as,1216078578822
60845491,record,7889500123498
26540116,building,8857438321024
42472788,also,5546035571682
88137477,police,6094356671169
49939705,look,255069486244
6087095,school,1310903487579
62667194,parent,5821267420452
52402542,change,2851367113936
79088826,cause,8226559550310
48194040,station,9975563096632
62641143,adult,5184749620010
94172977,agree,5101113832571
28241237,present,6849059008522
50590559,campaign,2262518094977
96075224,imagine,2506957708671
98269295,a,7220363098279
92936338,right,8769871269889
1105808,together,8341297725418
2688684,grow,9776062786492
89258051,culture,7438244059986
72136293,house,8255839747252
67477453,defense,575726496580
24536856,would,4023889976407
770256,order,3437707600280
67582317,every,6208249135088
70183937,model,2645784143978
23539725,tonight,5187284448788
60572330,talk,4477831927917
80507209,customer,5491623507942
96648009,read,2626969223618
41024970,lose,3823324738261
94261691,ability,4312101426176
65347843,something,2426378175046
40855713,about,6843658759370
9095424,tree,8763916538080
96256618,already,7850202257157
18097192,set,7610508411652
18890603,stage,6795491042169
19635693,join,9890370604754
15359971,mouth,9796409447176
70401908,professional,2072539566563
10657731,data,9681091451259
42030090,upon,9406136223403
5835101,hotel,2259400713591
28731146,tree,3233175607366
5892618,no,873686915706
49225644,offer,3598940738047
31461470,even,5527244449889
11485014,relate,8198230279285
96544940,friend,6220737721264
62615706,red,9659096653690
42454984,change,3343794158823
4386744,laugh,6287504828442
74705866,cultural,2984172365554
80399595,travel,2364185388945
75249424,station,8208711143765
35658007,whether,1959487869622
1592791,pass,7566745076678
89053426,live,4295859313361
98846769,without,5596294139602
77370350,hot,4899722351986
50882147,trial,7168935960001
84847785,economic,7036180213501
79632913,defense,1337073630174
56025042,understand,4270230693696
52211519,phone,355142813241
3369810,finish,4886714415442
42158997,open,1400194353655
28170856,art,3243451035839
77816664,what,97313491279
28893603,himself,865135151963
57967296,fact,3449145042259
93776217,chance,1510311071954
4216142,be,2310324465610
17851823,arm,3720354645673
83836450,house,3528528346102
59752066,fund,3123949138062
12522257,analysis,8741396626604
40748963,all,7423812036974
37495349,business,1332315346387
61132457,special,4887879332008
35512934,financial,4439617458660
28701806,weight,356242511597
18445622,foreign,6857873279946
97346757,choice,1276855303746
54122717,cup,2706293092190
79521725,this,3129314399773
36065648,fire,454800815316
13650524,trip,3192913582263
81729511,really,7224931672605
54938061,chair,7930987978627
33558748,certain,1039879823778
99858479,agent,8329019443987
89265114,single,108489177534
1654997,sure,9962642600417
81463304,whose,6015418453212
43538215,technology,4305276109445
1836790,stuff,7360173544488
46746933,probably,2558699856705
61420902,moment,2422014467429
22408742,hair,4897424143496
26544473,reach,8757784127642
4739106,sit,8635060170817
69404264,account,3769224627104
21575654,interesting,6201199454331
68370318,meet,4582891937476
84268741,white,5388176603486
30233467,free,4457438417660
66712521,business,7385099727064
58184125,say,1044851426667
55714730,house,4178901180855
46716855,each,3716722113741
32327588,large,9388004452715
54300215,notice,1736059312337
22804857,senior,7241947064891
55236835,well,3420494255140
18916889,art,3525417970781
49541111,war,4306418572050
90537671,imagine,9070475845648
54535729,moment,1453923364640
69950040,ten,5486579494541
65543502,whose,38631960258
55732415,fear,7701343371410
34465688,nation,4214640591569
36574498,try,9787039077666
1985264,of,7606697019592
75867605,unit,8956305257878
35872815,reality,1977925476654
67491155,plan,3237935613248
83738252,fact,7718693844185
31659382,ability,3166920830988
68249622,whole,239458157155
48504593,school,6471945496664
95147527,describe,9642844425368
44925983,world,9163871040792
72529124,tonight,365478043272
63470106,both,1042372772755
45564193,student,8939266639886
52754653,call,1132231867099
42557769,social,1794336169302
28472370,young,2416058745129
74956332,none,1540887087487
93266674,month,7045582254751
59442080,seat,7440263285785
27616346,present,3250871026685
69209330,test,8189663980291
23491105,thing,1842135211092
29035155,among,4336285744577
14109895,site,5947116531622
6096484,story,1665560125537
78288844,wait,4384366597283
67707538,positive,4736378510017
41630579,writer,3769224627104
5495214,grow,2688862410990
64673900,case,6363505426809
16736084,each,9679580136221
17870840,enjoy,7098187522264
73436350,coach,8407844686829
95307352,group,2992254572588
46869343,various,6925155892802
97412190,if,7946454569811
2937197,anything,9922797735222
27273478,themselves,699003052909
54940106,myself,547238152783
97468439,cup,953427069672
33830809,market,1977925476654
90495680,though,1539386036371
60212293,begin,353586925331
31302694,situation,4675775355322
5988142,thousand,6979703700428
55873934,picture,9837672013920
39491543,less,9106038559375
20754469,large,2363994473835
70511732,star,6428355075523
95477539,born,4997990126963
83470821,sell,9541692604219
8528891,collection,4952951534031
97602540,police,233727633325
80658057,edge,1950145928525
8742717,mention,9944762465012
8793322,although,5251223652117
42896538,authority,1579021866788
51800327,life,8117608731558
72789434,so,7672666669637
35475762,public,7763716447832
6343921,learn,2694148629668
69367308,community,1809440991177
74199019,involve,2851567797106
16543824,drug,9691949696894
30999696,bill,7759582037301
74835377,big,449091513633
24391104,so,7721854993084
92290992,factor,5714236585763
34105789,study,447060155986
14624667,cut,8876432104079
74846033,author,7403089207716
95494539,movement,1230358425387
56068536,into,2961593149719
7044950,attorney,9563650330425
79403812,news,4134845899044
15693414,although,6526020908778
2801501,identify,9440310950878
32637456,campaign,3841773976418
17932438,deal,1743100773931
83942359,hundred,6870125430429
59848855,suggest,9806129174298
18709110,side,5313197772942
60233998,chance,6754952004714
53433090,camera,9725034547482
61226987,might,8963490245047
17988964,test,9566777178276
44217464,able,39480413686
91768685,better,3491397393724
2423105,remain,7824975577473
33491333,produce,8429654278993
98774260,skill,6583076956464
85576319,act,162098591811
66140200,easy,1838770407527
9394028,contain,2028981559232
69888479,option,3131038762733
60557141,act,4185696230430
7611256,long,1500669585879
19461203,already,773792380237
57345662,above,8877409255904
97555472,three,2237713488691
8505935,effort,6719600706564
16280348,suggest,8002930763485
76441545,fight,7947470195312
92356846,project,4973671581465
24324307,bring,2412933541184
85821857,score,166971654517
40244965,movement,3926703048655
73424220,during,8088314851005
41544926,born,2431710151973
12914868,send,338615880485
66137544,style,6537805087743
62399131,spend,3805132539904
81582059,night,3510967475894
90797373,most,9141270402052
61609467,by,8472783850062
39742245,weight,9476495300022
58657361,tree,5568167157533
81489558,bit,9525461272631
20153743,product,355245220007
