desde,hasta,id_actividad_ext,Legajo,dedicación
1993-03-22,2023-10-12,81966534,59806199,31
1971-02-28,1975-11-05,96228954,81860396,7
1973-12-29,2020-02-29,18590290,1633563,30
1973-03-02,2015-11-04,26361948,34580227,21
1993-12-09,2017-06-26,33494352,4176665,40
1973-09-28,2001-10-20,5731811,81321194,34
1985-05-07,1986-12-10,4026455,78521659,22
1979-08-17,2021-01-22,51958700,57196062,21
2019-11-23,2021-05-06,25016843,50680865,19
1988-05-03,2005-05-11,15931407,10352390,17
2005-08-15,2020-01-05,45146221,75118458,23
1972-11-29,1978-01-25,86994178,66955908,1
1982-09-28,2008-03-20,76168166,3212772,22
2024-06-28,2024-06-28,84685195,30884339,15
1977-09-26,2023-05-25,58920241,35382142,13
2020-12-07,2023-05-18,24792130,20709339,2
1995-09-06,2011-02-15,78714408,8378204,21
1970-08-25,1975-12-29,97107956,55255289,21
1977-06-07,1990-08-24,23785000,98356777,38
1977-07-16,1994-04-17,62145960,65481862,13
1989-04-25,1991-10-12,89533758,62901602,7
1985-11-11,2006-03-28,82634138,29889553,17
2021-03-11,2023-06-25,94559292,77708761,31
1990-07-31,2003-02-25,24317291,11966360,4
1980-10-19,1987-05-25,41718663,55603967,12
1987-10-30,2018-07-04,96202509,56046959,11
1988-01-15,1994-03-22,33113270,54231442,25
1999-06-21,2023-05-27,94117694,85165842,25
1994-08-28,2022-11-22,50096272,85284311,7
1985-08-06,1992-09-22,56480636,64712987,17
1999-02-09,2005-07-31,39346138,65191080,15
1985-08-21,2024-05-13,96048697,57615839,26
2010-01-01,2011-01-12,3744387,44817723,19
1998-09-04,2011-02-09,43305255,71610965,20
2014-08-29,2016-02-13,92752098,74056174,29
2013-01-07,2016-06-17,68696899,29613126,26
2009-02-04,2022-08-15,3774698,47862549,4
2009-01-31,2014-03-26,89960559,54665957,13
2005-08-11,2016-03-18,34266600,5921351,20
2001-02-17,2014-11-14,6941964,41161442,22
2019-06-09,2020-04-26,28904790,51125374,20
1985-01-03,1998-02-18,57602284,31605478,24
2021-02-21,2021-03-24,39803749,64836375,36
2009-03-12,2011-09-29,35253071,19179899,3
1999-09-16,2006-03-08,69472554,36800085,27
2009-06-23,2014-09-25,77051355,50868876,34
2012-10-13,2019-05-29,36122400,46610880,21
2008-03-09,2010-01-14,11046266,1777476,13
2001-11-29,2014-06-07,92429090,37794638,33
2023-04-29,2024-05-24,6923570,47017674,38
2005-01-28,2008-01-05,48216515,87307831,37
2001-03-10,2023-07-19,22494286,41777625,13
2015-05-24,2019-05-04,15373737,68581033,19
1973-06-07,1976-06-05,54148726,7383274,14
1980-08-17,1992-01-15,67888614,37181323,13
1971-09-08,1987-01-10,85847911,12288381,32
2003-07-07,2014-01-12,59620695,96730679,34
2002-04-03,2022-08-24,92463067,43252810,33
2002-09-09,2008-11-29,64790800,27871886,29
2015-02-07,2019-06-06,14099440,16865865,21
1999-09-07,2019-02-23,86010170,29827477,20
2015-05-24,2019-11-09,55560977,47157791,3
2014-12-07,2020-06-18,20361288,25237590,28
2008-09-16,2012-01-17,20658933,59271820,5
2017-02-26,2022-05-17,55868296,35067532,40
2017-07-25,2022-07-02,76006337,36818594,31
2018-12-07,2023-11-23,66289367,60083079,10
2002-02-01,2023-08-08,65955455,27458661,19
1997-08-20,2020-05-06,52765505,24978148,19
1973-03-02,2016-12-13,65936531,97059720,39
2022-02-08,2022-10-09,89874021,74578989,1
1975-06-02,2011-10-15,60138801,5401535,29
1980-09-28,2012-04-14,28797551,81860396,13
1973-12-09,2013-07-06,32659943,58660225,33
2017-11-21,2021-01-18,22738197,68362363,36
2009-09-08,2010-03-01,31644904,18427274,37
1986-04-20,1986-12-10,54608056,61397292,32
2011-05-06,2012-01-21,91221442,28291021,37
1997-06-22,2017-02-26,35303730,88784455,26
1986-05-28,1986-07-20,31680054,56927710,37
2020-05-06,2020-06-06,73297754,25946568,31
1990-06-11,1993-05-01,5943753,7117497,32
2018-06-04,2020-09-27,21808791,68977041,8
1983-04-25,1994-08-13,70675935,62659734,24
1975-02-26,1975-04-08,74274750,64025001,28
2024-04-29,2024-05-28,96251244,77923620,13
1984-06-23,2016-02-04,82115266,55325857,2
2002-10-13,2020-08-25,80439179,17155854,24
2002-06-04,2015-01-15,51104005,25252599,14
1996-04-20,2015-07-17,31439991,23176025,9
1991-05-06,2012-06-13,1426345,38281639,10
1984-01-14,1992-11-30,80499155,29164358,18
2016-07-03,2016-07-13,76081004,42430970,11
1992-07-13,2000-03-03,68291514,91041413,20
2014-06-16,2020-08-14,32678750,10089124,3
1971-08-24,1997-02-09,54291051,67617835,9
1998-04-14,1999-12-06,57943332,71007941,30
2021-11-13,2023-05-17,82955221,13410618,23
1991-11-17,2009-08-02,1264494,10453664,38
2006-03-20,2006-06-23,1876790,62765044,29
1976-02-08,2019-06-19,90801078,30713371,29
2005-11-16,2020-08-07,45233843,49864851,8
1989-05-09,1999-12-28,90287883,46075889,26
1992-01-19,2002-06-05,61353307,50076050,33
1988-08-12,1992-01-18,19796854,13193806,16
1980-04-28,1990-11-05,32028140,1668348,38
1989-10-23,2020-03-03,19581288,98134895,13
1976-04-18,1992-01-18,77415397,19023522,11
2014-10-06,2016-04-07,15882908,52789038,35
2001-01-17,2014-01-03,46075435,48265514,34
2016-11-20,2018-04-16,3099818,69014392,23
1971-11-28,1996-02-01,96848016,35833430,4
1976-01-23,1981-05-08,48425832,17040201,14
1998-01-30,2003-10-11,64134723,27602380,12
1972-01-08,1996-07-23,92602808,94915534,21
1980-09-25,2016-07-02,20721157,94217838,15
1986-08-28,1990-06-30,18093614,24577782,11
1987-07-25,2000-06-20,16850936,43116791,8
1970-02-10,1980-09-21,31866844,86007320,30
1997-08-02,2016-08-23,89934830,77754371,23
2018-12-12,2023-05-05,20106485,50253104,17
1971-07-06,1983-11-10,52884689,8451116,7
2023-07-26,2023-11-28,11446631,60407879,12
1981-10-10,2003-10-13,41143755,54185655,5
2021-07-11,2022-09-28,95796192,86912691,24
2011-05-02,2020-09-07,34791189,7771016,17
2007-12-21,2010-03-02,69674336,81322722,16
1997-07-19,2017-03-03,18365905,80505479,39
2021-04-09,2022-11-01,36588191,79368050,24
1992-01-23,2014-03-02,33878376,94964576,40
1991-02-14,1993-06-20,65261628,13052940,6
2006-06-14,2017-02-13,91655657,58708869,35
2008-05-19,2022-07-29,68511069,51447278,38
2003-02-28,2018-08-11,84431184,25759916,31
2005-08-29,2011-04-07,50774432,92364692,24
1981-03-24,1990-12-02,25948455,40825101,32
2019-02-15,2023-06-17,82463631,51172919,10
1971-12-12,1996-09-15,27577837,76007717,36
1979-10-21,1999-07-15,10247735,111577,31
1973-02-08,1990-07-13,72359500,4705883,38
2010-02-21,2020-08-18,27916703,21235697,7
1971-09-16,2012-07-30,83021395,88607790,26
1979-07-14,1994-10-30,91454380,84416285,22
2002-10-29,2022-01-04,49765739,26555321,23
1981-02-01,2007-08-16,78298403,75684468,22
1993-02-08,2003-03-15,9153960,74500901,6
1994-07-13,2016-05-01,63509544,70037046,33
2019-06-13,2019-11-04,59490033,62046364,16
1992-07-02,2000-07-16,63473926,83895842,10
1988-11-01,2007-12-08,64403652,46321125,21
1982-05-30,2009-02-09,6681987,16792633,32
1985-03-02,1987-10-16,32951296,63365890,4
1991-03-28,2022-01-17,3935921,99780838,6
2019-10-30,2020-05-11,53267924,18041817,17
1988-03-01,2023-06-29,6384622,43706138,29
2017-10-19,2020-10-21,99446461,15384005,16
2008-08-15,2010-11-22,74913227,49869733,40
1979-03-03,2011-05-21,52814403,19359236,21
1991-09-30,2023-12-01,57503039,79923728,35
2013-05-08,2024-05-14,3900122,75598669,5
2009-04-04,2018-07-08,9268586,68726081,28
1985-09-25,2002-04-27,80047776,2183672,38
1972-08-12,1999-07-16,9077667,85842319,27
1973-06-19,1978-11-05,87097414,8462944,7
1998-11-13,2020-01-23,16641270,48829193,39
1970-02-13,1988-07-15,96415475,64856373,28
1970-05-28,1985-01-14,40120639,80153843,31
1998-05-25,2008-09-12,45610979,55383852,3
1993-05-13,2012-04-17,53096743,39836345,8
2018-04-12,2019-05-02,37541938,46409192,20
1980-10-23,2021-07-07,92799037,56144536,26
2001-12-08,2015-12-06,80309488,57276148,35
1998-12-10,2010-08-05,30467881,43427099,10
1992-02-19,2012-12-22,35726199,16584906,35
2001-10-06,2010-01-03,97634007,23075539,22
2006-08-09,2014-01-28,73186610,22801583,9
2002-04-23,2014-11-27,76685417,50726693,5
2012-01-11,2012-08-10,2599468,64147012,19
2005-06-03,2013-11-02,59917109,59039996,34
2020-09-12,2023-01-23,34564213,23096099,5
2012-02-09,2023-11-29,71435993,89075875,40
2000-10-15,2023-12-26,88963272,39924781,32
1989-06-06,1997-09-16,69851024,46198662,3
1977-03-31,1999-11-04,61667480,64389511,18
1983-07-24,2014-07-12,74431997,59164039,10
2015-12-17,2021-09-02,37901305,58514736,10
2008-10-12,2009-04-12,88745457,94164541,19
1981-05-19,1989-11-05,88612863,5791722,29
2018-01-14,2021-07-05,7422122,84334860,19
2012-01-05,2022-06-07,35389684,70000328,19
1999-12-27,2005-01-07,86923285,40836404,3
1975-10-18,1978-12-14,19304030,56922923,32
2021-10-22,2022-08-03,31319110,63901536,35
1996-02-12,1997-09-27,53006577,83976294,8
1994-10-12,1995-07-13,65298316,65824865,25
2017-06-06,2023-04-20,99147608,44759165,3
2010-07-31,2020-11-22,89682260,68541672,15
1995-03-30,2012-08-12,4908801,53568304,8
1993-03-25,2003-08-04,30557234,74741388,17
2002-08-30,2004-04-24,2663221,97095485,22
2003-04-21,2013-03-14,92714445,51273872,31
1984-09-25,2004-09-17,21540825,88471059,22
1990-06-14,2001-06-18,4600375,88923921,34
2023-06-26,2023-12-30,78169519,4973889,36
1999-12-19,2002-04-21,17384944,62421458,7
1975-05-10,2015-01-30,11206431,70397871,11
2007-08-23,2007-10-17,27393550,19605554,12
1971-07-08,1979-04-16,50049726,82853463,33
2010-11-23,2015-01-10,76426688,43586353,12
1977-12-27,1980-09-09,70153500,46344511,27
1980-07-27,2005-09-10,27456438,90380528,37
1973-09-06,2021-09-13,40600443,67456597,7
1980-05-07,2020-11-26,1921608,51485271,40
1979-04-23,1984-06-30,21234654,71138466,1
2012-07-21,2015-07-09,46288331,61025519,36
1972-01-20,1996-05-22,47646916,51675385,23
1985-03-16,1995-05-12,92752098,20165061,28
1992-03-02,1993-10-19,95472711,22432075,37
1997-08-14,2020-01-25,94160040,20956174,8
1999-12-26,2005-04-20,14151444,20213200,2
1974-08-09,2019-11-12,72132991,7492354,7
2015-02-28,2020-01-11,47873646,47737769,22
1989-07-19,2021-04-01,15385861,50192818,38
1970-09-17,2008-10-14,83361500,27802508,7
2022-12-11,2023-08-18,38382989,62341338,40
2018-01-26,2023-02-07,74370926,62970272,23
1992-10-27,2006-01-13,76082673,39816371,39
2009-05-30,2024-07-01,78730912,41651655,11
1998-12-02,2008-12-07,71132581,55301156,2
1981-02-12,2015-04-12,36588191,92797684,34
2009-03-02,2013-02-25,74759222,37473954,30
1991-11-21,1992-09-04,87947989,25765546,24
2002-03-16,2017-10-14,38897618,17847304,39
2003-01-31,2012-02-16,35772833,91772206,16
1991-10-31,1997-01-19,70403634,66140758,16
2004-12-28,2023-02-26,26018083,47156516,32
1976-08-19,1995-12-11,45968796,39184952,11
1990-12-12,2010-12-12,25476936,34591185,19
2006-08-29,2014-05-12,47403758,52971001,32
2014-05-26,2016-09-07,27526355,20342334,14
2000-05-02,2011-02-16,30916214,91117014,14
2001-01-11,2008-07-02,37289176,83142138,22
2001-12-24,2002-04-07,66767336,20534401,33
2006-10-25,2007-01-21,13287037,44308200,34
2023-06-19,2024-01-11,73186610,95967979,37
1982-11-10,2000-02-01,93972933,83442889,6
1977-03-22,2020-08-23,7487839,37760664,5
1989-04-06,2015-02-19,64051728,86741505,35
1980-04-30,2007-03-24,41228238,9319514,14
1976-11-22,2001-05-25,41407473,26890312,6
2007-12-31,2017-12-11,23005887,67970259,40
2009-02-03,2013-02-17,74680772,85052419,6
1983-08-22,1988-02-29,78921687,86118800,3
2000-02-04,2012-12-28,68995449,33835941,10
2018-01-01,2023-03-26,35066684,1083062,7
1977-04-03,2009-04-16,63431661,20427011,30
2009-03-26,2018-11-24,71813247,83931754,38
2018-08-07,2021-10-04,30010795,50211415,24
1981-08-25,1988-08-28,52059723,88592109,18
1985-03-29,2020-06-01,59091627,91057936,18
1991-11-13,2015-09-26,96052695,89645486,39
2003-11-14,2010-10-07,22674038,1661949,7
1996-08-11,2014-08-07,24933186,33560439,28
1970-04-19,1993-12-25,3161390,67617981,34
2017-08-23,2021-01-17,42869102,4173378,17
1998-10-24,2021-08-16,34324475,23850582,14
1988-02-15,2023-12-30,59355928,642430,32
1997-11-07,2010-08-05,69771644,18034873,18
1997-11-24,2001-03-29,42013166,82952854,26
2011-11-30,2012-08-16,61205499,10810907,33
1984-02-08,2007-09-05,11282591,11921187,24
2019-02-14,2022-09-22,3715107,83718339,18
1983-12-10,2022-03-14,30215842,90942283,21
2014-10-28,2020-12-23,57040071,79440202,33
1981-05-10,1997-09-03,61637542,64947848,28
1979-09-15,1993-02-14,55263004,78932648,18
1990-01-02,2021-05-05,9424972,8219300,7
1981-11-08,1981-12-08,71473505,27502189,38
1974-06-06,1986-02-06,48401917,91791218,4
2003-09-12,2011-11-19,21808791,97905288,11
1998-08-25,2005-09-06,31353321,87993456,18
1972-10-25,2021-07-08,41419591,75667294,5
1979-08-22,2024-04-08,62527261,50784545,10
1990-06-29,2006-09-17,73006608,39064999,7
2023-07-26,2024-02-29,75094812,12568340,1
2018-03-02,2022-09-28,21997280,40293248,12
1989-10-06,2010-09-03,14790754,66695246,35
1976-12-25,1979-12-29,57089790,19003617,40
1992-09-29,2011-10-18,29802068,97095734,31
2009-03-30,2022-06-21,3874959,19565893,8
2006-01-08,2022-09-05,51680566,26755517,15
2012-01-30,2020-10-30,94614131,68782681,39
1998-10-29,2023-06-20,71973199,68262196,18
2010-07-04,2022-04-02,44482026,59597703,34
2000-09-21,2004-05-31,36951509,54261441,5
1980-08-04,1983-12-07,73465863,98925094,32
1995-03-24,2017-02-06,42136170,62069090,40
1998-07-27,2016-06-23,39806069,21201095,7
2019-12-20,2023-12-27,18654114,30272938,29
2023-06-21,2023-12-17,80984763,62692825,37
1986-06-10,1996-03-27,92338499,66947677,39
2014-01-31,2021-09-03,48103538,92209695,33
2002-07-04,2007-02-25,82421058,56363220,16
2005-09-19,2014-12-24,7973293,92131060,17
2005-08-12,2010-01-07,29282220,18235435,11
1981-09-22,1982-09-06,33450859,73065205,8
2009-10-24,2023-01-22,87283815,93516909,7
2009-07-01,2020-06-10,56352212,17319548,3
1999-05-01,2002-02-10,48450049,51461190,18
1976-02-28,2010-01-17,35074296,87574943,20
2023-06-23,2024-02-24,2948332,66477215,30
1980-02-07,2004-09-19,55947114,97753540,6
1981-06-17,1989-06-09,51307008,68730408,9
2008-02-29,2017-02-01,86851170,38559361,7
2004-11-07,2010-04-18,52641955,47922933,9
2010-01-19,2017-01-05,87273836,45335297,1
1993-11-02,1994-01-01,1008354,75549755,19
1992-02-13,2006-10-07,18229726,83206160,30
2021-08-14,2023-03-09,17539633,98957867,10
2009-02-26,2023-03-14,80415330,93274915,14
1986-08-04,2006-06-22,79448137,4875649,9
1982-11-15,2000-03-02,52504935,49128491,40
1972-12-28,1992-02-15,59714885,37861709,16
2000-02-12,2008-08-02,60812747,73470602,13
1997-05-21,2016-01-31,83088998,81048525,35
1974-07-07,1994-12-14,69533652,80582062,15
1974-06-07,1977-11-02,82092942,34689183,16
1973-06-11,1992-11-08,25009461,64295403,35
1993-11-12,1998-01-21,47336661,99025857,25
2000-10-12,2016-01-01,87746605,80510766,13
2017-10-17,2022-02-11,33223912,7412266,21
2008-06-23,2010-10-24,60043389,26045613,30
2022-01-24,2024-03-10,44802975,71731524,12
1985-04-13,2008-12-03,92787578,10473355,36
2012-08-28,2015-10-14,47691590,57204493,18
1993-12-09,2013-02-16,46344942,54355638,22
1979-11-01,1992-01-26,2637341,56173776,5
2003-01-31,2013-12-21,52895194,39248586,38
2020-04-10,2024-05-15,15931407,25636863,36
1973-01-25,2021-01-29,76793693,76688467,13
2015-08-01,2020-10-16,22183873,82283813,4
1995-02-21,2011-10-01,12672508,65291307,11
1979-02-22,1997-09-29,93989998,45008988,15
1986-03-07,1988-01-22,81432478,81354632,3
1997-12-29,2022-09-17,6818053,39560608,18
2019-02-07,2023-11-02,34559183,37432120,34
2010-10-27,2014-05-21,54839163,10356687,15
2009-04-06,2020-10-15,23397294,15320672,1
1985-08-01,1993-10-25,24405021,24964688,1
2023-04-26,2023-09-03,56025224,24072473,33
2004-11-24,2013-10-09,25621147,52472259,37
1976-01-09,2019-09-08,75163806,74737450,15
1979-10-13,2017-10-01,74940174,19432992,19
1999-09-04,2023-09-27,5075758,96146968,7
2008-09-26,2023-09-08,81127431,54090044,21
1982-01-27,1984-03-05,52212401,34964567,8
2009-04-03,2016-02-22,94920628,66291689,36
2012-11-26,2017-01-12,95693935,75247673,6
1989-04-18,2005-11-27,29990895,29647218,17
2007-07-15,2023-06-10,14717049,56669871,10
2001-05-01,2003-02-19,34030709,76118414,39
2011-09-07,2013-12-01,72394665,77387345,33
1982-10-16,1987-10-21,64383107,79362991,19
1984-06-21,1987-05-10,31659807,93387999,8
2008-07-06,2013-12-27,21112790,13573824,8
2012-06-18,2014-01-24,39055866,56260507,36
1983-05-01,2018-12-04,50332309,8624634,38
1976-04-06,1995-09-14,6650829,88572384,16
2020-09-14,2024-02-08,95007936,64217656,28
2022-11-10,2024-04-01,87968782,79988338,20
1988-03-27,2010-07-31,42460147,64802208,15
2003-06-24,2023-07-20,12700211,31011217,28
2018-05-09,2022-02-12,83454807,91184258,15
1988-02-20,2001-09-27,65531961,27899149,16
1982-02-11,1995-02-17,86876652,83888693,12
1995-12-18,2022-05-17,77069675,21168191,8
2011-06-18,2020-06-21,98069727,20102471,5
2018-08-16,2022-10-17,44181950,1120110,33
2006-05-01,2008-10-22,82606569,53706449,10
2021-11-25,2021-11-27,96582477,84620094,40
2006-04-12,2020-08-19,53157551,82181150,28
1978-09-12,2010-09-26,45605801,82416081,4
1984-11-13,2001-02-09,60363846,92469706,31
1975-06-03,2001-06-29,57741280,98437156,6
1979-03-03,1999-11-29,10065558,55531884,39
1986-08-06,2018-12-10,23895016,26087070,11
2001-06-30,2008-10-09,58853791,52296427,17
1998-02-20,2006-11-10,25608962,46442281,1
2002-12-03,2015-07-09,22586267,53365260,1
1975-10-14,1999-05-13,23885657,97148395,26
1999-04-12,2012-01-01,46486481,99116536,37
1993-07-16,1993-09-12,13603716,59384066,14
2012-08-08,2017-07-04,58822128,6016095,21
2015-12-22,2016-08-18,52166097,17901339,11
1987-02-01,1993-05-01,10008286,61018158,6
2004-10-31,2012-12-21,47138613,3455194,32
1971-02-27,1989-06-11,9602019,29569301,18
2000-06-03,2022-05-12,28974624,80095560,35
2020-05-14,2023-10-29,97251880,86678279,35
1996-02-11,2013-10-05,78749291,99885484,11
2019-07-31,2022-04-07,85751319,60842724,7
1999-06-13,2012-06-27,31743345,19482584,33
1974-04-18,2012-04-15,82832530,50011313,13
1994-09-14,2011-11-22,73875723,35649206,3
1991-02-13,2021-08-21,76331629,47815174,17
2020-01-16,2023-11-12,8580861,26164135,24
2011-09-10,2023-10-06,48756013,51388903,26
1998-10-01,2009-03-20,46766454,74295253,2
1975-08-12,1976-10-25,52957632,96416279,20
2018-06-27,2021-10-12,91932632,47907501,24
2011-08-09,2019-06-24,88369382,73644643,18
1997-09-21,2012-08-08,85541103,65955108,14
2003-02-01,2004-09-05,73185200,29229971,5
1986-05-31,1993-11-13,98971872,88118011,40
1974-05-03,1995-10-14,74171700,83227176,7
2012-10-03,2023-08-31,41867627,48368095,7
1996-03-15,2021-09-11,26688045,49040874,25
2001-08-25,2008-05-10,87640540,29129559,26
1986-08-02,2004-12-20,29461824,4884795,35
2020-08-13,2024-03-30,47383653,90449884,15
2009-04-26,2018-10-21,47595067,34239982,33
2009-07-28,2014-09-24,87538807,53081153,23
2006-05-18,2021-04-24,22845246,34038486,18
1978-03-03,2008-05-29,81073795,29278320,19
1973-06-03,2000-01-11,18013455,50626852,13
1990-06-15,1998-01-28,49639946,32202643,40
1978-04-09,1987-01-20,46706110,764255,36
2006-01-31,2015-06-18,51145692,23151747,3
1976-01-15,2015-06-29,31198101,90184134,13
2012-11-08,2017-06-12,24970739,14625697,15
1995-10-02,2009-06-18,57704745,1399883,28
1984-01-06,2019-09-25,65107337,77122089,17
2008-01-09,2017-11-14,54954212,92715859,11
1997-07-20,2017-09-20,60169205,33292781,23
2004-08-25,2012-03-03,55293390,42889206,29
2019-12-15,2024-04-25,82336643,47165495,35
1988-04-01,2000-02-13,34887936,67157202,9
1998-01-08,2003-12-16,78687839,59132205,22
1991-06-18,2013-01-01,63955333,39963259,39
2001-01-31,2004-08-17,11897688,97546892,38
1983-08-23,2016-08-06,78780582,97949597,25
1993-01-04,2015-11-29,38891288,86763835,13
2024-03-16,2024-03-24,27671180,56661342,26
1989-02-07,2016-11-14,99489985,92153531,24
1974-05-20,1986-03-17,79142572,10282917,24
1982-11-06,1991-07-05,51696835,33634644,14
1977-03-06,1999-02-27,10641298,75811125,21
2013-01-22,2020-07-18,30403575,1783229,31
2020-09-26,2020-12-21,65146692,82136922,24
2019-09-18,2019-09-25,81639650,26586643,27
1991-11-12,2011-03-31,83210447,15506011,3
2013-07-15,2023-06-12,739333,74188659,40
1982-01-27,2018-12-13,43103502,29997834,40
2008-11-12,2018-12-04,19042546,25800133,14
2022-01-19,2022-11-05,1453209,29624257,37
1999-09-14,2001-01-10,80637273,31856593,12
1999-01-21,2004-05-01,33819529,13826681,19
2000-12-15,2014-09-03,30418568,90614095,17
1976-09-20,1999-05-19,1925371,34152486,4
1971-05-06,2001-10-02,42205940,64093170,10
2012-09-14,2015-01-23,1283786,63713930,8
1974-07-19,1994-08-05,92221410,33071571,18
2016-05-26,2023-11-01,92663625,9049882,4
2023-11-18,2024-05-21,20788490,4940079,11
1973-11-03,1983-05-09,44356169,36195747,32
2006-10-01,2017-01-09,27768057,31256660,40
1984-11-03,2003-12-13,92059537,4016285,32
1997-07-28,2011-07-03,50699675,91257191,39
1982-05-25,1988-09-27,94090044,4441724,37
1975-01-04,2020-05-20,93671774,56414685,13
1994-05-11,2006-08-28,76658590,31498707,26
1994-01-29,2000-03-23,59714885,44515400,39
2005-10-30,2012-05-29,62767361,86640642,13
2019-04-11,2023-04-05,38436239,39684088,12
1989-04-28,2018-10-24,81694859,67589263,10
1970-01-16,2024-06-25,44151175,40072405,12
1987-11-04,1990-03-20,7858,79126447,7
2018-08-25,2024-02-03,673046,86508960,2
1974-03-30,1986-06-04,45233794,9941780,2
2011-10-14,2022-05-15,95662321,35312437,4
1973-04-20,1985-02-19,40315961,2681734,2
2014-11-20,2023-06-01,93311168,43937068,15
1997-12-29,2008-04-07,2552196,62591850,39
2009-09-01,2023-07-01,82122449,75526589,23
1988-03-16,2001-06-13,39899047,44256072,17
1989-10-18,2001-04-14,39500636,60231825,25
1984-12-15,2001-12-27,73140742,63804497,39
1977-04-11,2000-06-10,94426252,77434312,6
1972-03-28,1987-11-09,45733329,66465877,10
1974-02-09,2000-01-30,43876739,73017492,31
2008-11-07,2013-09-17,37767527,98330599,14
1976-09-04,1990-08-25,51652699,48386544,8
2003-01-15,2007-12-14,56106723,23740328,27
1981-08-11,2008-03-20,44723693,42065486,24
2017-11-16,2020-12-28,86146607,36913810,2
1979-06-10,2014-11-13,2398963,23294266,15
1994-03-22,2004-01-29,45441467,63520370,27
1980-08-20,1994-04-30,86034349,27470079,33
2006-08-15,2018-08-27,78923242,31921311,19
2017-05-04,2022-07-31,30492240,51991139,5
1985-06-18,2023-06-25,66202355,28505785,1
2022-06-05,2024-06-06,21946179,8670179,5
1990-01-27,2015-11-27,17043303,22494652,7
1991-06-26,2019-08-01,54783439,94474675,16
1970-12-22,2020-03-07,6746233,66897108,15
2010-03-17,2011-05-13,75436596,39119853,6
1983-01-02,2003-12-03,63339655,28466378,26
1998-10-14,2023-04-30,72510753,76474911,17
2007-12-06,2022-04-24,25097117,87223185,22
1974-10-05,2024-02-14,73327639,23571638,25
2002-12-09,2019-07-20,25510057,88180764,15
2003-12-18,2019-09-04,89571552,68024688,25
1983-11-18,2010-03-06,3144766,95978006,17
2001-01-10,2022-12-20,84610631,72272913,30
2021-07-01,2022-04-17,25608962,67549717,17
2020-10-12,2023-09-14,13311157,49356431,18
1995-07-30,2005-07-04,35358335,46272616,37
1979-01-27,1987-06-18,45104369,99241713,24
2016-03-16,2019-04-14,79375577,86232748,16
1988-12-08,2011-04-29,90198316,42762038,14
1993-07-24,2007-09-06,47017502,20665496,37
1975-09-02,1989-06-13,79711205,12405799,38
1985-06-03,2024-04-15,3576537,13119929,39
2001-04-17,2012-07-15,41058298,37649919,32
2015-09-11,2024-06-03,6587766,67322966,12
1991-08-21,2000-05-16,14373496,90246792,37
1998-09-27,2013-01-12,24260261,58752046,10
1974-04-28,1990-12-20,84102082,49177180,32
2001-06-28,2017-11-01,73148249,80143490,33
1979-03-06,1989-01-28,48852699,16504791,19
1972-08-18,2003-09-16,80575995,56327697,14
1976-03-02,1986-05-25,99536934,79785249,37
2016-01-01,2022-03-08,35527833,99935485,10
1990-05-19,2022-10-22,53407652,39733514,29
1997-09-29,2017-03-02,93255057,3339390,21
1977-03-02,2008-07-07,3776792,83178534,19
1999-12-31,2003-03-08,40718791,40260964,4
1979-09-16,1995-03-02,282896,59139512,14
2022-12-26,2024-01-04,37239338,56600673,28
2001-08-19,2009-06-27,96969098,98572629,39
1975-10-12,2008-01-24,11753748,35647442,22
2003-10-11,2013-03-27,98680630,24094484,29
2012-12-28,2013-04-26,8489613,19321669,32
2008-06-04,2009-01-18,47579869,14899687,18
2020-09-10,2021-04-09,29041405,24235994,18
2018-01-21,2020-01-03,46725795,10680376,31
2015-02-15,2024-03-25,123237,27293029,18
2011-09-21,2020-01-17,81766982,50983363,5
1979-04-03,1981-01-05,69760297,383773,16
2019-12-11,2021-05-08,58040653,51180483,37
1978-07-05,2009-08-14,62593994,49559536,24
1983-03-15,1983-09-17,90538268,45974313,32
1977-10-21,1991-08-29,82310706,27501837,23
2006-03-13,2009-01-16,33905055,44439135,8
2012-08-10,2018-01-04,48952869,33634720,38
2023-12-10,2024-06-01,22494286,13298337,8
2006-03-14,2019-01-23,74235732,20217062,29
1998-06-23,2023-03-10,51485286,73323549,32
1971-12-18,2021-04-24,40922672,85389507,15
1971-03-26,1998-01-21,11827310,20227978,23
1979-07-13,1989-05-04,33348605,81245249,4
1993-09-25,2022-04-20,88096164,24194253,2
1982-11-10,2019-03-26,61706171,84042904,27
1979-09-23,1986-01-30,52602061,61515783,28
1985-03-03,2004-07-10,43393123,20361309,33
1974-05-20,2009-10-19,32205146,10414906,33
1981-03-21,2013-07-13,36295518,23296380,3
2009-08-04,2021-02-11,29312894,30284518,31
2000-05-12,2010-02-05,88798563,98821168,14
1982-01-06,2000-05-29,92038185,23328597,24
2005-01-08,2024-04-27,6361,9610859,2
2006-02-05,2008-06-20,14491229,79911860,1
1986-08-30,2017-12-29,2494607,17460358,29
1995-04-14,1996-05-16,31678082,58051954,3
2020-07-25,2023-08-22,33671628,33993787,21
2001-08-18,2015-12-28,35714273,77401072,17
1989-01-09,2023-01-19,64273779,46409192,22
2010-07-17,2020-08-15,34328674,46343089,31
1975-06-13,2008-08-31,25281645,84244328,17
1999-05-07,2017-10-29,38537331,58212511,23
2000-04-13,2019-07-20,48991196,45466412,8
1979-11-15,1986-03-03,35917435,79106238,31
