idTitulo,Legajo,Desde,Hasta
36268,50132532,2012-06-19,2023-05-08
51004,11471808,1979-05-25,2016-04-19
51161,96382606,2010-03-30,2024-05-07
47039,29698817,1994-08-14,2019-02-24
20136,79455519,1982-01-25,1994-04-02
28885,60007004,1974-02-14,2015-07-31
50226,62480799,1977-03-29,2000-06-06
60841,87223393,1996-12-28,2016-11-21
53254,6180761,1993-01-27,2001-05-13
99244,84285795,1985-10-07,2015-05-24
30682,14368512,2003-01-14,2018-09-13
3927,93782732,2008-05-06,2019-07-11
27418,73749699,1988-05-03,2001-05-25
45772,61559845,2023-10-15,2024-02-02
96320,99342301,2010-08-07,2022-04-11
8422,82808574,1991-04-06,2022-11-05
76192,46302670,1996-11-13,1997-11-18
49412,75743433,2006-11-24,2007-04-16
76478,53927270,1983-03-29,1989-02-16
48124,40815865,2010-03-19,2013-12-23
64719,42493433,1992-03-17,2013-07-12
64128,7616668,1974-10-02,2013-04-16
10174,91748241,2017-10-09,2018-01-11
84358,58740341,1972-05-29,1985-10-30
92495,59370809,2012-08-24,2020-11-09
88979,61796443,2013-12-08,2015-11-02
52978,38476628,2016-10-11,2023-09-06
38142,46056132,2014-08-29,2024-06-05
6556,62300549,1991-10-29,2021-12-27
10626,30745433,2004-12-18,2024-06-16
52846,17641327,1988-06-28,2004-08-19
63847,38175250,2021-11-24,2022-07-04
72020,92155728,2012-05-05,2023-04-30
15601,97851480,1981-01-10,2023-07-23
87054,25151075,1973-12-06,2008-07-20
56872,77969151,1992-06-25,2024-01-01
17927,60610060,2001-12-14,2003-01-06
27178,79474271,2004-03-31,2018-03-25
8317,62260875,1980-07-14,2000-03-31
88979,99323509,1993-05-06,1995-07-29
32777,3703722,2008-11-19,2023-03-18
83792,53404110,1985-09-05,2019-09-28
98535,2160892,2021-01-15,2021-11-01
5126,68269559,2020-07-22,2024-03-19
52751,49240252,1970-10-24,2005-01-09
23963,75130800,1972-05-11,1983-07-23
8661,68352198,1986-03-22,2003-08-29
95387,28804986,2009-05-13,2023-02-04
18134,44630983,2007-07-27,2014-11-10
59691,32508493,2016-06-06,2018-06-23
77385,3844996,1992-08-03,1995-05-23
19303,44032110,1992-12-23,1997-10-10
33885,69815251,2003-06-15,2012-10-17
97952,83958957,2013-02-16,2015-12-16
59629,16452366,2001-04-14,2003-05-07
16486,77212970,1984-03-04,1985-11-15
51212,81690148,2006-06-25,2007-04-25
90764,93995552,2017-09-17,2023-06-09
43802,24562206,2016-01-21,2024-03-24
76879,290011,1994-11-23,2009-10-16
42650,59732442,1991-08-09,1995-11-02
41773,2673075,2000-11-17,2021-05-16
46493,52719819,2005-09-28,2021-03-13
57671,57487632,1996-07-06,2006-06-20
881,51455623,1991-02-13,2000-11-30
96150,91920097,1981-10-25,1994-04-27
81456,20632275,2014-04-01,2015-10-16
52478,9130212,1997-11-07,2012-02-05
65554,72237151,2010-04-01,2017-04-09
88789,18500934,2018-03-03,2021-12-03
60349,69370087,1995-10-31,2003-04-03
91373,42371603,1991-11-26,2011-01-19
29306,65550519,2016-01-02,2016-04-14
23148,47774376,2007-03-07,2020-12-15
49735,91541158,1976-10-31,1994-10-05
4887,29649905,2015-03-13,2015-09-01
15879,4216991,1991-05-26,2021-02-18
7460,21136881,2013-01-11,2015-09-23
21789,17068447,2022-08-11,2023-10-11
66123,23161216,2004-12-30,2009-11-21
31,89144169,2009-11-04,2022-07-22
84190,27327135,1988-02-21,2012-04-30
58254,34330112,2002-04-29,2016-01-30
87416,76732013,1974-08-23,1991-12-16
54141,45049386,2011-10-19,2015-04-07
87256,60562765,1984-02-29,2014-11-12
31201,76829509,1976-04-17,2012-07-25
86401,12205784,1996-05-02,2014-11-30
15862,2601662,2002-01-23,2018-06-16
53522,11242565,1990-03-13,2002-03-31
91301,10882120,1970-10-13,1972-12-14
44922,92741535,2023-05-01,2024-07-06
24994,10196663,2011-08-15,2021-07-25
82520,96783007,1971-02-28,2016-06-03
87151,70187890,2002-08-15,2004-06-30
424,50132532,1986-01-08,1992-02-22
57559,20306269,2007-07-04,2010-12-04
14381,23158762,1979-06-02,2001-04-24
36699,79195630,2002-10-09,2012-09-12
33726,23609308,1987-12-25,2005-07-24
8839,97934785,2014-01-25,2020-07-13
33400,11362367,1997-05-15,2008-04-30
24162,99494429,2022-08-30,2023-04-19
71396,85012583,2003-07-13,2018-04-21
76619,65045989,2017-06-29,2023-05-02
38707,4412737,1974-03-04,1991-08-27
85703,23063224,1998-05-11,2023-04-18
66601,67806619,2011-10-09,2022-12-13
66757,58263996,2000-04-02,2007-11-05
73612,10178826,1998-03-30,2002-05-21
4827,31943867,2020-09-13,2023-12-14
79742,68323142,1995-10-21,2001-03-28
23469,51641155,1986-08-10,2024-03-14
39888,23655301,1985-12-26,2000-07-11
41167,18807784,1996-12-24,1998-04-17
66315,20778023,2009-05-09,2019-08-03
69093,14984348,1989-03-09,1994-07-22
9732,81954419,2019-03-09,2021-09-14
32137,28201087,1972-02-08,2020-09-01
34442,8629672,1997-11-01,2014-03-21
91064,31721363,2019-08-10,2021-07-11
49345,86638849,1978-01-03,1999-03-13
85172,95134979,1983-07-15,1984-08-25
15547,43794007,1980-05-24,1992-10-04
94440,61934691,1996-03-06,2006-11-20
11783,87546883,1978-01-25,2015-04-09
6720,72828933,1999-12-24,2018-12-17
71808,36831953,2007-08-18,2012-10-10
78783,14922951,2008-03-02,2018-11-19
75416,25255250,1996-06-01,2016-11-27
97648,32464144,2023-06-17,2024-02-29
94487,40035169,2008-01-22,2021-05-19
26200,7300883,2003-03-16,2022-11-20
96288,15422209,1989-04-08,1998-07-24
74552,36889449,2000-02-18,2014-03-22
71408,47598628,2022-10-13,2022-11-17
68107,72228073,1989-11-09,2007-02-07
19062,19746298,1980-06-08,2012-02-06
17476,32990466,2014-03-26,2023-02-28
72495,92465788,1991-07-18,2005-11-18
97346,60672500,1984-10-24,2004-09-24
81435,71138466,1991-12-24,2000-06-05
87764,49747076,1974-07-26,2017-03-04
51215,96240769,1996-02-07,2003-01-27
47161,35834126,2008-01-05,2011-08-12
78845,92737396,2017-05-22,2017-11-01
45855,50686843,1985-04-21,1990-10-03
26789,18907344,1971-09-04,1991-05-09
16876,39445179,1998-01-27,2006-04-15
84960,72031404,2001-05-07,2010-02-26
98897,64221813,2022-03-05,2022-10-21
18932,6245909,1973-11-19,1984-07-25
92469,63953493,1987-06-27,2016-03-12
94189,66877235,2008-04-02,2020-12-18
17532,13227298,1976-12-20,1978-08-28
69483,55823855,1991-05-25,2022-06-28
96121,11223469,2022-09-10,2022-09-17
32201,59195218,1997-12-29,2024-03-26
36016,15177507,2024-07-01,2024-07-03
72186,79339120,1986-11-30,2005-10-06
27661,1135804,1994-11-30,1998-07-31
1479,9075531,2006-03-06,2008-04-05
86267,46676494,2015-02-25,2021-10-04
35037,24655653,1998-02-23,2006-11-03
23067,54684453,1993-08-15,1994-02-27
64865,93854596,1989-03-22,2007-08-31
99529,70824961,2022-09-06,2023-01-18
67108,17635759,1978-03-29,1995-07-06
1737,42656868,1990-11-18,2001-04-25
33648,41022021,1991-03-24,2003-01-27
30601,86333428,1992-10-17,2007-01-23
61968,40912752,2014-03-05,2015-01-09
85613,45999144,1986-10-02,1995-12-02
71968,51461877,1979-08-21,2018-07-29
30046,19205651,2014-02-05,2016-11-25
52743,46423720,2004-10-23,2020-04-28
79059,20486198,2016-11-29,2022-08-08
70110,40898884,1989-11-29,1999-12-13
9746,66878483,2002-03-08,2006-11-15
32528,41922836,1995-05-25,2012-11-26
76273,22881775,2016-06-21,2021-04-02
61423,52165506,1999-02-03,2023-07-19
43220,67634339,1977-09-18,1997-04-15
11182,15112836,1970-08-22,1998-07-22
71312,46675575,2008-06-03,2014-03-05
17470,44361120,1990-04-11,2023-07-02
54072,96034176,1997-06-23,2004-07-18
86589,68080910,1996-01-07,2004-01-02
1777,3388897,2014-06-21,2018-12-18
36196,66885006,2006-09-10,2011-02-23
20656,76616606,1977-10-24,2005-04-09
32700,83780630,2011-02-17,2014-03-07
20769,70345994,1971-11-17,1987-05-12
22797,75100570,2019-05-06,2021-04-19
44864,34718484,1979-07-20,1981-08-09
48889,30801462,1989-07-13,2003-01-19
76653,34173059,1975-01-02,2007-11-23
92205,65668507,2023-10-10,2024-04-27
57104,91830521,2001-10-06,2016-03-03
60247,15237118,1982-03-17,1985-08-26
45065,60772141,2003-09-03,2007-06-02
75513,94011821,2023-09-04,2023-10-15
58638,24884396,1994-06-16,2021-04-28
9408,39877650,1998-09-16,2017-10-04
50124,90415759,2002-05-19,2008-12-28
78878,2396111,1998-09-28,2016-05-25
69870,23390184,2019-12-11,2023-07-07
47177,97136695,1981-09-10,1993-10-10
93688,58249253,1987-09-03,2013-08-26
35179,75007339,1973-06-19,2017-06-28
76920,63387288,1972-08-27,1973-12-15
47651,16230661,1972-06-24,2015-03-16
52211,77832887,1985-04-27,2007-10-12
50846,32041275,1986-06-23,2011-08-11
21172,4868710,1985-07-13,1993-12-02
35465,55212278,2022-12-17,2024-02-01
4523,27501837,2016-09-05,2020-05-29
11150,19242393,1972-07-29,2016-02-25
60975,76481332,1990-06-27,2010-05-06
86605,47708254,1996-08-14,2022-07-20
15410,90877978,1989-03-07,2022-10-16
99993,47178095,1970-11-24,2013-01-24
65728,89380853,1976-10-09,2007-07-13
5859,68432397,2023-09-11,2024-06-09
88862,89644785,2021-08-09,2024-05-08
71267,40757597,2018-03-23,2020-03-20
60581,92661213,2007-05-16,2010-05-25
99508,64225935,1998-10-09,2007-08-29
78210,87688351,2023-03-04,2023-06-18
42389,69830298,1999-04-06,2019-07-11
5248,26323092,1974-04-13,1986-03-04
85729,42424119,1970-03-08,2012-07-01
55084,6744125,1987-12-17,1996-03-19
57393,26280924,1979-10-09,1989-09-02
2778,66199523,1984-02-05,2010-01-18
30987,48273378,2016-02-24,2023-10-30
66941,80755017,2005-12-27,2022-12-12
74039,34214549,1997-03-18,2001-07-20
9072,29320704,2015-04-30,2019-11-10
47393,6484991,2011-02-01,2017-05-27
53585,31866136,2011-01-08,2020-06-21
96178,75602263,1991-02-06,2006-04-29
41365,72951798,2009-01-11,2010-01-09
8144,22156937,1978-07-10,2013-11-30
10485,10679053,2013-07-06,2021-12-30
2136,42806397,2011-12-05,2016-05-25
1518,19059056,1999-12-11,2013-11-10
12805,3645630,2002-06-16,2007-08-12
24800,79830774,2006-11-02,2007-06-28
34940,86138888,2005-12-16,2009-08-24
63822,93686000,1983-02-17,1990-03-26
15462,68519175,2004-06-22,2015-08-03
40355,82573178,1990-08-28,1991-05-10
56565,56439542,1983-06-23,1997-11-20
46889,96432014,1982-02-12,2014-03-04
37850,79730969,2014-05-24,2024-01-06
88973,73475569,1976-08-13,2023-07-05
57340,4786099,2024-03-19,2024-04-10
4161,28992458,2008-09-21,2019-11-09
48560,64508280,2024-04-15,2024-06-21
69797,80872167,1988-01-20,2006-01-16
98524,64923691,2008-03-13,2017-01-13
39935,86899591,1975-11-02,1994-05-13
2032,90677473,2023-11-04,2024-03-14
94557,96825520,1998-08-10,2001-10-19
2023,34048117,2011-06-05,2024-02-28
68710,29495537,1986-09-19,1989-09-04
89465,47408173,1998-10-01,2013-11-27
13123,6544014,2002-12-27,2017-09-17
18891,16505870,2009-05-22,2011-03-15
49813,47984291,1982-12-24,2019-06-28
35759,58273668,2024-05-15,2024-06-14
37038,85286800,1974-12-31,1997-03-19
77927,70136196,1986-07-21,1991-03-16
93380,25829017,2024-02-01,2024-06-22
87972,16883956,2005-08-10,2022-07-29
90020,99858886,1977-09-07,1998-12-04
99924,59756082,1976-09-04,2001-11-08
71293,49632114,1985-01-12,1995-09-27
47512,65617137,1983-04-17,1986-11-23
85716,58300042,1987-12-06,1988-04-16
45236,33226081,2017-08-23,2017-11-13
32146,2573750,2014-06-28,2021-08-12
20396,16816063,1975-07-23,1986-08-30
93764,90191420,1993-12-31,2010-10-09
32907,4660439,2023-01-19,2024-01-20
84021,62692124,2007-07-22,2014-04-18
93181,35185065,1995-01-14,2005-05-29
29443,26612802,1972-10-16,2011-11-12
35807,85774028,1998-04-04,2023-04-30
37367,53534426,1990-08-08,2005-11-21
72507,27976111,1984-02-28,2010-03-27
87220,66855994,1979-05-24,1986-12-09
34533,1091426,2010-07-08,2021-01-22
33270,95938428,2008-10-13,2014-04-11
33882,34168987,2013-01-28,2016-11-30
40250,22399760,1979-02-15,1982-07-25
38573,78063372,2022-01-26,2023-08-31
51249,64350049,2021-11-14,2022-02-04
27790,45155655,1999-04-01,2016-06-15
64911,61018158,1998-08-25,2006-11-06
96212,98873233,1982-07-29,2006-12-12
69772,15065685,1977-03-02,1987-10-08
60572,75737178,1976-06-18,2018-11-03
16447,3300153,2015-08-22,2019-06-16
57002,60690836,2003-11-10,2023-12-21
27358,63393121,2017-12-16,2023-07-09
38728,14681806,1990-09-19,2007-09-10
91386,84072147,1986-12-31,2003-11-03
99065,28191645,2007-09-03,2015-09-05
46354,12891414,1986-10-31,2020-02-06
13123,44370135,2002-01-25,2020-07-01
18977,32999738,1987-04-24,2003-12-22
60051,77536760,2012-11-18,2021-05-25
20183,7700825,2007-07-14,2021-02-03
28070,71757209,2014-01-05,2016-01-22
21216,90179628,1972-02-21,1990-10-05
52982,99383485,2010-01-15,2015-07-18
59927,18067747,1992-03-30,2023-10-21
17303,66009707,2012-08-08,2014-08-09
29388,81290815,1996-06-21,2003-08-25
97220,23398231,2007-05-29,2019-07-08
43442,54741763,1979-09-17,1993-05-25
60502,89937880,1977-01-22,2002-05-12
71949,42060279,2016-12-17,2022-11-11
16053,78277496,1998-02-10,2015-09-30
58881,92065200,1996-06-23,2009-07-15
16270,54835240,1994-03-06,2007-08-03
66996,50296105,1993-10-01,1995-09-29
30067,9775996,1996-12-19,2023-12-28
59729,18936663,2016-04-06,2020-10-01
54763,82211827,1970-03-08,2004-10-07
79589,45101599,1997-03-08,2008-02-05
39279,85036203,1974-03-20,1978-07-17
67729,65090775,1971-08-16,1971-09-05
55773,80180308,2012-08-11,2014-04-02
35503,55705282,2004-08-02,2005-06-19
73621,9762081,1998-07-24,2002-10-11
47786,51316472,1979-12-31,1991-06-01
55277,17607001,2018-10-09,2020-10-07
7242,57048270,1970-09-13,2007-05-10
8161,6224221,1986-12-05,1988-06-06
13279,62664606,1985-12-14,1994-05-29
28486,41281952,1981-10-02,2008-08-19
91726,83841689,1988-07-06,2009-09-28
87972,68103870,2009-02-16,2013-10-27
61894,57345519,1974-05-25,1979-07-06
43698,64108153,2002-10-16,2018-02-21
4277,57342476,1982-12-21,2021-02-06
31820,42587049,2001-04-24,2004-10-10
58950,73443859,2011-11-29,2022-06-19
15331,31650794,2019-07-08,2023-06-06
61451,47205295,2016-07-23,2018-06-17
55609,72087427,2001-11-02,2003-10-04
79904,40462857,1973-11-12,2000-11-21
66488,44019026,2020-11-06,2024-06-04
23614,16496240,2004-08-19,2019-12-04
64801,437633,2007-04-20,2008-12-21
87118,46660598,2008-01-19,2009-09-01
72349,33937869,1982-05-05,1987-05-07
94054,65998249,1976-11-01,2006-04-11
99908,70049661,1993-04-02,2001-11-14
61708,29388010,2011-06-09,2019-10-13
26489,14089862,1971-04-27,2000-12-07
17895,13244517,1983-05-15,2014-11-16
43576,17498942,1994-10-23,2000-02-23
31492,66691811,1982-11-17,1990-06-26
12163,82563054,2009-03-21,2020-12-22
78416,6115123,1992-02-27,2008-11-06
2485,88419392,1992-11-20,1997-10-26
8093,25840697,2024-07-04,2024-07-05
85438,44404693,2018-07-19,2023-02-02
35924,23003352,1989-12-07,2021-02-09
63175,58110433,1995-07-25,1999-12-19
49230,52695983,2015-06-12,2019-04-11
37614,68784076,2006-06-21,2024-05-12
78152,89006887,1985-07-29,1994-11-04
17038,67093380,2004-02-16,2017-05-24
47913,9467330,2001-02-02,2013-05-18
60692,3367194,1979-03-13,2010-01-31
98860,16963433,2004-01-25,2020-09-27
90889,36293017,1984-02-04,2007-05-04
33001,47030577,2006-03-17,2016-08-07
91917,68645989,1972-01-08,1988-05-09
72988,64556816,2007-01-05,2010-04-12
43121,66331633,1984-02-01,2002-12-23
21868,59585668,2011-08-05,2017-07-06
4924,50987835,1971-11-15,1972-03-14
12933,58056680,1997-01-07,2009-08-27
33903,7147472,2019-12-23,2021-02-04
54028,92607824,2016-11-18,2017-05-02
32469,53291991,1981-01-05,2015-02-06
52535,23638234,1996-06-05,2009-12-11
47142,68368547,2024-05-30,2024-06-18
96472,96367838,2007-06-05,2014-05-13
23724,63388706,1973-01-12,1993-10-09
8144,376533,2008-11-12,2023-01-15
70298,97032411,2020-10-09,2022-03-10
50318,61097490,1977-07-07,2016-12-07
95305,26952200,2009-04-18,2019-06-11
59336,6442046,1984-09-27,1986-12-03
58255,61270990,2020-05-15,2023-12-17
45447,614697,1984-06-04,2008-08-10
57779,50829681,1981-08-14,2010-12-15
48697,40217314,1977-05-12,1991-08-04
94265,27261736,2014-12-13,2017-07-06
59644,14268683,2005-03-18,2019-07-01
30377,85132953,2001-06-10,2011-08-24
88275,55491762,1977-11-26,1992-03-04
27908,42576396,1983-11-29,2012-12-27
66345,56047380,1989-09-25,2013-12-23
31073,26292180,1974-11-19,1999-05-30
37218,57413124,1979-05-26,1990-01-08
88715,59047508,2005-04-30,2017-09-14
88528,17058510,2016-09-05,2020-02-26
50942,27109906,1997-01-08,2012-07-20
75154,49332027,1972-10-07,2008-06-12
30795,80408595,2022-12-15,2023-09-22
79159,42596935,2010-05-22,2022-07-30
56742,37638731,2019-05-29,2023-02-17
32636,2629039,2007-01-06,2010-09-07
26058,57851594,1990-01-04,2020-06-24
3355,51775368,1974-10-16,1979-01-12
84705,13094481,2023-03-28,2023-06-25
211,65328046,2005-02-01,2008-08-24
80137,6190818,2007-07-26,2014-09-04
88592,56823041,1999-03-14,2012-08-24
97780,18333216,1992-01-29,2021-07-25
61187,24843520,2020-04-14,2023-01-12
58425,19067580,2022-07-14,2023-04-18
61947,90824918,1986-06-20,2012-03-04
32477,237063,1998-03-02,2011-08-12
44348,23146746,2001-04-28,2016-10-21
45015,29805641,2019-11-21,2021-05-29
64873,58439783,2006-08-01,2013-11-15
3126,90397232,1980-06-09,1983-06-16
44781,75016944,1974-08-25,1990-06-18
7733,45769818,2018-03-04,2022-02-28
80694,36263605,1978-08-19,2002-06-25
19225,46886300,2014-12-04,2023-08-26
53970,78710079,1975-11-07,1983-03-24
26090,76461871,2017-12-05,2022-03-18
50269,40236143,1973-08-21,1990-12-04
55151,16862917,2008-09-13,2009-05-19
27790,89917445,2000-04-03,2001-03-13
32487,5447767,2019-01-19,2023-02-22
38990,63882531,2022-02-23,2022-11-05
21573,31374188,2018-08-22,2022-01-07
59720,19402431,2010-04-10,2018-05-15
64832,66174497,1999-10-24,2022-08-12
6916,67368682,1997-02-07,2009-12-20
60404,24589413,1985-07-01,1999-05-16
40412,31210137,2022-02-17,2024-01-10
38539,81798062,1975-08-31,1990-03-04
92663,86819019,2009-07-12,2024-03-03
77966,45614627,1988-06-19,2023-07-20
71997,15236494,2007-12-14,2022-01-25
42264,6271407,2012-04-12,2017-02-09
22551,263887,1986-10-06,2012-01-11
63822,42969342,1974-10-18,1997-02-13
97346,67118963,2011-12-06,2022-03-05
82060,98112417,1990-02-01,2017-09-16
62382,79707151,2018-08-01,2021-09-08
58184,3024745,1976-09-02,1995-12-31
69818,19521645,2005-09-17,2008-07-08
27080,86280735,2008-08-12,2013-12-29
56541,15289797,1977-01-12,1993-02-10
42979,28248304,1994-05-12,2019-07-09
10353,32937992,1981-05-08,2001-10-20
31393,95639309,1986-10-30,2013-10-17
62580,43039343,2007-10-05,2023-12-23
78100,68732305,1977-04-27,2010-10-13
69694,2704507,2023-10-15,2024-04-26
58268,40114608,1997-07-17,2001-11-13
64266,71229450,1991-01-05,1997-01-14
55277,47005108,2006-01-28,2008-09-09
5154,3579743,2015-04-07,2016-03-21
15118,23575855,1987-06-06,2010-04-05
57673,31091286,1980-06-12,2013-02-24
62326,38631694,1988-08-17,2021-10-21
41727,15831930,2003-10-22,2009-07-04
78838,81175445,2000-05-20,2016-01-09
58405,21235375,2010-11-28,2019-02-12
93214,65223001,2000-07-05,2008-07-19
16309,215813,1983-12-28,1992-12-29
40783,65075916,1999-10-03,2012-03-26
30058,71730831,2016-02-07,2018-11-11
266,29337439,2021-04-12,2022-12-16
25420,19566366,2018-12-09,2019-10-11
99665,98363753,2006-05-07,2011-12-27
76072,68620869,1983-05-30,2014-04-27
12318,8297832,1979-04-22,1996-03-09
2778,99476504,2001-06-03,2007-09-27
74183,89907028,1970-05-13,2007-01-03
25552,19716607,1975-06-25,1991-02-23
67771,33632916,1985-11-10,2022-03-19
97973,88973250,1995-07-10,2023-05-29
44637,90918530,1973-12-15,2022-11-16
9972,33443671,2018-05-25,2019-01-13
78762,75133442,1982-12-10,1989-05-06
98158,92962468,1986-10-19,2010-08-17
17093,66529573,1986-11-01,2002-09-03
43305,65186702,2005-03-04,2008-07-22
85048,89455316,2020-08-27,2022-04-02
76265,41851393,1993-03-05,2021-02-16
7508,6596721,2014-09-04,2024-03-04
34269,93120864,2018-04-12,2019-02-26
58908,58177160,2004-12-29,2021-03-31
87750,12423719,2019-10-07,2024-02-22
20187,10035327,2008-09-08,2015-10-12
461,62357259,2002-10-24,2023-01-30
77338,16190306,2007-04-25,2018-07-29
39201,22899561,1975-01-01,2006-11-18
30291,56544465,2002-04-23,2022-09-08
32905,92889063,1993-11-15,2008-02-03
26368,54400769,2011-09-21,2020-07-05
37598,71495301,1976-08-18,1994-05-18
4554,61360112,1974-10-17,1976-11-02
28507,39609875,2009-12-06,2023-12-03
97705,1931910,2020-09-05,2022-12-07
10328,82320178,1991-01-22,2004-09-24
53310,20375909,2008-03-22,2015-05-09
47310,65012886,1988-10-10,2007-02-22
16203,18286578,2008-08-30,2023-08-22
11992,13766136,2010-08-18,2013-03-10
18641,56866307,2016-02-08,2020-11-18
52330,99861505,1984-06-16,1986-10-04
68164,25373034,1994-01-02,2020-12-19
97183,31087124,2016-03-08,2017-04-07
64302,35102398,2024-04-15,2024-05-26
15186,21047546,1991-09-23,2007-12-08
28267,79969529,1986-06-04,1995-12-07
65349,887417,2004-04-28,2007-11-03
51207,56896453,2021-03-05,2024-01-30
42826,9183607,1993-08-18,2016-12-20
64820,63114653,1988-10-23,2013-05-31
15771,84168701,1999-10-03,2003-08-07
81819,64198869,1979-07-07,1993-11-05
7441,17177338,1995-08-03,2020-05-28
35022,77419755,1992-09-13,2000-07-28
18120,24893040,2006-06-25,2014-08-31
6499,21402523,1983-04-20,2010-02-23
14146,18297859,2017-11-01,2018-01-13
50469,73359640,2007-11-09,2019-07-23
9439,15789134,1983-05-25,2002-08-01
88862,36807782,2010-05-31,2015-09-13
40009,71923063,2012-09-03,2017-10-14
10123,62720032,1999-08-24,2021-05-06
57293,44736120,1983-08-12,2018-02-17
80458,85702486,2016-02-22,2022-01-14
56481,71980356,2013-06-14,2021-05-21
46532,14713383,2008-04-06,2020-12-16
29159,33648071,1971-02-03,1991-11-16
95563,46970994,2021-07-04,2022-05-13
46170,76112434,1984-06-19,1995-02-04
61244,84839073,1986-09-20,1989-08-05
58104,75691789,1995-12-20,2021-12-06
4165,35730263,1976-08-19,1981-08-23
47641,18112173,1982-12-03,1983-09-28
15641,16115761,1977-06-18,1980-09-29
6367,92916827,1998-10-22,2016-04-10
97346,89856162,2004-12-12,2014-04-14
55616,19898610,2000-12-30,2024-03-24
81839,68517969,1979-06-08,1980-07-10
91942,81458245,1974-04-30,2016-03-29
22394,75213071,1975-05-11,1994-12-30
51828,39941360,1981-04-08,2020-09-27
97667,55279439,1983-07-15,1988-10-31
84952,63900458,2007-07-08,2014-08-15
44926,24013422,2013-07-26,2022-11-11
74933,11374748,1978-08-26,2010-04-30
81172,90076813,2007-11-15,2017-04-25
22837,99266447,2007-03-03,2014-11-30
63724,49495845,1982-03-05,2012-09-20
11746,75932336,2010-08-03,2020-01-01
56211,83573863,1978-07-26,2008-01-07
49027,33958053,1992-06-09,2001-03-18
17168,43926948,2008-01-08,2016-04-25
46895,59720723,2019-03-12,2020-06-15
424,26098046,1974-02-14,2000-09-14
74265,54940930,1989-12-19,2009-06-07
18114,16721100,2021-04-18,2024-01-20
83182,95468727,1987-06-12,2009-05-10
52771,56264680,2023-06-04,2024-05-12
90619,59992115,1992-04-04,2004-12-23
77614,87163152,2001-03-09,2014-12-24
505,10816809,2019-08-20,2021-10-17
79562,28071047,1986-12-06,1987-02-18
33429,2808039,1996-04-06,2009-12-17
89985,61324616,2019-10-12,2024-03-30
89559,773946,1979-05-09,2011-07-10
70145,57038828,1988-01-19,2000-02-27
19840,48846453,1992-06-28,1996-08-12
88312,14052379,2019-06-20,2023-11-22
4909,67181992,2017-10-02,2023-01-29
63281,29845645,1987-06-10,2014-03-14
52908,18378697,2018-05-31,2024-06-07
93380,46986251,1999-08-04,2010-10-02
99531,31525741,2002-08-09,2006-06-17
98623,76124970,1982-08-19,2008-03-04
16917,95509733,2017-11-22,2021-01-30
93323,16908484,1998-04-07,2001-08-11
22484,49069151,2024-02-19,2024-02-19
31978,36211004,2001-01-21,2011-12-02
40455,94118522,1970-06-26,2019-12-02
88275,650370,2023-09-11,2024-03-06
81633,60605764,2000-06-24,2004-03-13
82511,8407856,1982-01-03,1994-02-13
13969,27623394,2001-03-14,2009-02-08
94565,13428834,2015-01-08,2019-01-12
84986,35614017,2012-02-21,2022-03-17
62991,80270492,1988-11-23,2023-10-04
65121,90831071,1971-06-04,2009-09-07
3021,18733627,1982-09-05,2001-09-16
48838,61563158,2014-01-24,2021-12-22
90769,30713371,1996-08-23,2007-01-20
67382,22264019,1990-08-16,1997-03-23
23514,50419611,1998-07-31,2022-04-25
55010,31337431,2022-08-02,2023-09-03
4657,74599380,1990-08-30,2014-02-14
11602,31089978,1992-07-08,2016-10-15
70489,26554835,1981-03-15,2017-09-29
40412,14372323,2009-04-10,2016-02-22
69796,57844823,1992-11-20,2022-03-05
17177,19402431,1971-09-10,1993-05-31
3661,46073343,2018-03-17,2020-08-27
2304,79071987,1999-11-03,2016-06-09
38363,25143085,2019-01-09,2019-09-30
68075,12665240,1996-12-02,2011-11-29
84225,29129559,1973-09-03,1977-05-18
90709,47139842,1987-08-03,2019-12-05
34533,36211004,1986-08-16,1999-01-12
9473,66130289,1973-05-22,2016-02-15
42291,20196627,1985-08-18,2010-09-03
23539,23941274,1980-01-23,1993-04-26
69229,68359787,2013-12-21,2020-03-29
41660,48033583,1984-12-26,1995-08-05
97232,7760167,2009-05-29,2020-09-18
27128,76527239,1976-10-03,1986-04-24
63765,56072011,1972-09-30,1992-01-11
15862,51273872,1989-12-17,2005-04-24
19046,62470781,1972-10-07,1973-06-23
62849,28966958,1984-02-20,1999-11-18
17940,40998190,1977-03-01,1979-08-27
24382,65822945,1971-10-06,1995-08-21
5296,96420380,1992-05-11,2023-11-25
77753,63900458,2004-07-27,2008-05-14
1813,59581346,2022-12-18,2023-05-31
6949,58981145,2004-10-08,2014-11-14
17200,42949254,1983-10-28,2022-08-26
77729,74411028,2006-08-29,2016-10-19
16327,25036903,2014-06-17,2023-11-10
34642,26241804,2016-05-14,2023-08-17
12796,77662100,2023-11-29,2024-06-24
66584,47582760,1974-08-28,1993-10-28
58573,25348589,1972-10-16,2010-09-18
15331,18885745,1976-11-23,2011-02-27
17359,12878135,1973-02-25,1976-06-28
89467,47546322,2002-11-18,2019-04-29
621,9738293,2001-08-30,2016-08-16
63869,9592079,1972-11-13,2015-06-14
15868,2579917,1981-06-14,2007-06-13
66625,59427350,2023-07-21,2023-08-30
29225,34494720,1991-04-15,1992-10-14
65762,4269790,2014-10-10,2015-08-18
26603,86280043,1981-03-22,2016-03-04
