idtitulo,nivel,nombre
36316,surface,property
14435,song,need
44117,space,city
29563,clearly,owner
80760,radio,population
63151,its,ahead
72731,unit,future
43348,chance,more
76862,chair,everything
31455,get,new
99152,effort,speech
89464,artist,note
2757,something,important
63511,parent,less
9838,weight,someone
2256,side,total
12254,reveal,list
74285,can,test
11679,particular,run
54020,threat,participant
88611,team,about
8196,rock,radio
5888,kitchen,in
72272,perhaps,factor
13750,activity,political
98034,blue,look
80150,popular,know
47627,nearly,reality
58725,arm,buy
94969,game,including
82473,place,up
68552,face,southern
61493,than,right
90100,per,their
94885,since,another
356,listen,that
23428,state,those
39323,simple,near
81756,room,indeed
36386,along,theory
62836,two,bag
10075,field,movie
44190,listen,interest
46493,authority,quickly
44718,environmental,outside
43019,prevent,decide
87846,summer,affect
20925,probably,serious
68448,your,wonder
34014,office,start
94090,necessary,maintain
54426,popular,represent
16925,country,interesting
34424,return,image
96611,catch,ground
38860,keep,left
34978,life,successful
96406,really,arrive
13470,number,per
5697,campaign,authority
12076,learn,candidate
8772,blood,catch
68008,particular,scene
44447,bad,recent
24473,media,beautiful
27207,lawyer,meeting
4019,example,along
82845,throughout,through
42595,development,coach
45285,she,response
73955,and,computer
73481,food,share
54602,local,throw
60188,bill,however
22187,good,father
71851,simply,people
56059,able,find
69457,nature,those
12947,plan,yes
10138,his,put
40983,billion,traditional
80375,success,stay
28094,unit,hear
33468,might,fight
96365,within,out
25030,Democrat,water
58908,back,pretty
76477,off,worry
4887,drive,personal
51374,size,like
56071,pass,glass
25017,car,later
22779,into,foreign
22955,cup,parent
32216,camera,apply
10786,single,stage
99177,police,idea
19335,bit,create
16589,market,she
59591,body,and
87277,past,since
72411,glass,number
59544,learn,decade
18654,note,day
50063,audience,reveal
99494,trial,include
62180,simply,risk
6594,tax,song
56799,possible,with
78783,form,identify
81261,mind,seem
22543,about,kind
23012,purpose,travel
99063,tell,whose
75046,day,table
38290,method,down
71541,enjoy,read
12629,hot,example
11015,simply,take
10341,style,our
47495,production,language
56710,Democrat,happy
78818,race,skin
30827,how,information
61576,approach,throw
35192,should,song
91211,Republican,member
92436,conference,least
59135,music,rate
60715,race,instead
35507,capital,senior
4543,price,family
48128,summer,we
73927,house,involve
90644,include,dog
47358,hard,anyone
79152,air,east
6638,blue,defense
5104,add,head
81073,bit,artist
33416,room,rather
422,tend,window
57050,probably,character
15812,order,hundred
32734,however,cell
5014,spend,fish
89775,past,hour
96720,tough,party
57996,indicate,official
37981,mention,which
60758,brother,unit
39138,type,skill
47828,southern,scientist
52482,race,others
534,whole,debate
56113,trip,home
43578,remain,vote
61315,hold,get
11108,last,smile
93214,me,write
55277,decade,time
89559,almost,explain
49693,professional,American
29692,step,security
12283,anything,find
84952,my,loss
39391,sing,community
40334,right,cold
31907,stuff,why
13970,beautiful,forget
60413,executive,visit
94851,future,theory
4502,head,million
17046,our,experience
16309,really,else
60649,turn,car
1371,style,region
22256,single,friend
11988,scientist,memory
42605,school,single
87360,it,specific
77313,important,investment
65945,source,he
50942,than,coach
10329,experience,night
94591,music,challenge
7660,join,defense
8620,themselves,alone
23028,lot,break
51423,individual,memory
25410,buy,town
77588,bad,less
77827,white,throughout
42830,traditional,add
96194,turn,wear
17042,local,young
3942,hand,fall
83035,value,watch
32677,message,we
10226,account,whether
91674,environmental,rate
84240,along,represent
8793,first,minute
25940,enough,PM
39229,bag,federal
18718,they,remain
73851,mouth,allow
90460,material,character
35985,billion,information
2306,food,worry
39705,citizen,it
89468,step,never
66896,fund,author
80234,find,officer
26296,piece,whose
55683,her,win
39672,into,growth
16442,see,want
39239,really,better
24924,long,run
20726,that,natural
60548,change,whether
9824,color,dream
74089,main,position
7962,laugh,tree
65497,prove,speech
87084,see,person
57371,issue,out
69712,area,once
41576,foot,stock
78574,peace,across
37393,poor,his
80325,great,land
7422,air,nation
22181,plan,only
21160,us,parent
14951,occur,seven
22847,art,foreign
90541,happen,ever
36326,support,choose
97402,deep,week
71387,until,prevent
93622,scientist,first
85738,after,sign
95340,executive,daughter
64231,on,environment
53602,pattern,set
13797,energy,employee
87340,feel,information
38109,customer,increase
48939,prevent,sister
50462,customer,standard
37093,half,cut
55176,today,rule
54052,policy,beautiful
87234,born,sing
74365,soon,school
3658,value,scientist
73609,they,race
17680,serve,challenge
16279,challenge,trade
96022,nearly,parent
67338,heart,television
2158,expert,concern
84326,nearly,call
42580,involve,business
2690,less,structure
25507,soon,through
453,outside,you
6009,white,education
35171,hundred,answer
22688,must,least
43667,arm,yard
70736,street,use
35583,hundred,positive
67370,image,build
12609,relationship,environment
41555,population,entire
3679,pretty,top
15694,have,already
33420,research,small
17567,ball,tax
61974,lose,man
81010,teacher,friend
8972,you,whole
92664,movie,moment
89356,American,parent
93261,do,majority
60581,mouth,production
27235,including,early
12716,toward,show
22531,reduce,debate
90790,traditional,bag
13969,day,hospital
20844,must,subject
88401,set,class
87087,air,employee
29722,response,cell
53897,public,knowledge
17967,response,cup
40009,story,its
13803,no,performance
80953,every,finish
37422,eye,allow
19181,hospital,one
83590,option,coach
82255,argue,marriage
48185,interview,nothing
87303,far,if
66918,measure,near
77346,stand,consumer
57616,should,soldier
29009,very,really
74995,common,price
35167,inside,available
12400,painting,great
37599,dinner,range
75166,professor,happy
90512,entire,article
74540,make,apply
86357,me,instead
51999,population,yeah
49672,six,act
62795,late,smile
83554,knowledge,third
19902,song,note
17677,enjoy,media
77017,leg,put
49045,others,begin
1644,their,bar
43602,perform,development
79968,growth,exactly
14506,maybe,sign
19430,generation,explain
9030,opportunity,miss
91440,look,everything
50643,wrong,recognize
59733,culture,American
91532,all,wife
74001,reflect,outside
78431,suddenly,top
72190,early,black
39604,dog,daughter
90798,prove,later
37493,we,tell
25096,end,many
24774,morning,despite
70412,watch,clearly
76468,between,talk
14813,better,cost
59723,place,police
58981,fund,space
58564,represent,safe
18430,treat,radio
60257,behind,administration
9655,himself,read
42120,someone,leave
88107,tell,understand
8632,Democrat,hope
99057,environmental,expect
31424,per,central
63567,threat,of
17177,nice,occur
89152,both,issue
95856,available,whole
53336,yes,collection
66498,body,thing
18122,own,write
36255,take,east
21149,summer,alone
25665,building,radio
31017,main,world
5497,as,feeling
62294,their,even
40823,edge,fine
43389,clear,investment
80813,court,likely
24950,federal,bank
44250,much,special
42317,environment,mother
21837,too,successful
81964,senior,bill
5712,wear,between
85055,that,six
3037,seek,argue
81654,rate,size
85924,tend,policy
14197,beyond,performance
24228,imagine,manager
52575,beyond,nature
60410,development,answer
82548,sound,understand
60385,situation,window
15329,speak,crime
96028,town,couple
38855,recent,rule
71039,animal,girl
49980,brother,since
10654,administration,bring
98769,our,individual
16675,second,may
19339,apply,little
47197,peace,current
16311,oil,piece
88807,white,war
15025,early,majority
31603,question,probably
33591,production,book
46050,factor,part
30050,last,rate
16866,financial,help
84713,though,professor
45494,teacher,TV
32726,may,arrive
15672,never,article
87368,toward,local
54197,worry,baby
80396,coach,song
30783,guess,recognize
56671,reason,contain
40882,travel,receive
83387,so,American
52810,officer,right
9012,mouth,wide
34854,which,sort
23620,financial,relate
84869,area,base
49552,sell,imagine
44904,suggest,room
9128,because,none
44028,our,be
23007,recognize,late
6766,nearly,time
63832,attention,billion
35563,city,force
1283,economy,result
80135,structure,senior
47797,few,set
8679,president,establish
56725,thank,show
94125,compare,purpose
59420,author,seven
49656,born,suggest
23791,capital,job
675,key,leave
60174,office,develop
6310,tree,ok
34621,its,ahead
40725,somebody,issue
68224,allow,main
85578,nice,information
8062,speech,town
51356,almost,feeling
22647,mission,send
27537,west,instead
11251,onto,up
73895,hard,lay
92007,capital,bit
42781,responsibility,red
75325,debate,if
19299,eye,student
73275,development,national
19272,lead,on
48821,let,garden
91406,ground,far
66003,without,young
89450,assume,enjoy
31370,heavy,yes
51344,form,impact
73341,offer,skin
80338,executive,year
53391,build,when
72189,thousand,whatever
14132,interesting,per
48640,voice,government
29769,short,knowledge
6179,teacher,range
50217,floor,free
30565,soon,new
55852,strong,year
31365,here,require
44796,try,second
193,free,ask
58164,art,behind
38741,often,me
79159,success,director
44613,herself,above
42995,himself,affect
67663,begin,imagine
42739,son,box
81435,Mrs,before
30730,source,particular
49057,tax,pass
17238,than,information
65009,join,heart
49181,party,customer
72193,she,eight
50436,main,pretty
66800,my,dark
58005,test,reduce
42451,anyone,either
32584,step,usually
75345,person,quality
16492,suggest,medical
6716,they,strong
26879,town,race
40611,community,day
3181,type,check
46535,offer,force
97084,ok,too
84169,able,everybody
88978,interest,himself
63153,hundred,husband
84739,piece,month
33845,participant,though
48490,contain,table
64801,better,director
67156,us,main
68644,share,station
94004,best,boy
15445,concern,agency
48129,method,parent
10432,decision,statement
1340,wide,above
6540,TV,parent
32621,every,second
69444,reflect,politics
36498,hair,me
39079,Mrs,seek
71928,across,education
27830,north,skin
31196,stop,but
78771,all,major
92010,become,case
44862,some,those
29000,these,skill
58125,phone,field
22167,wife,consumer
4368,know,sister
84611,sometimes,quality
63423,computer,thing
3145,seven,by
96063,little,enjoy
20439,with,culture
76637,oil,onto
76124,guess,dream
75860,from,message
81333,two,contain
36268,window,fish
79000,media,necessary
41147,field,might
8839,analysis,couple
405,wonder,involve
26922,one,wrong
68727,area,alone
91064,make,after
74265,white,himself
89662,sure,benefit
12102,sell,certainly
1770,market,response
64657,program,tonight
88061,itself,street
63937,front,born
78256,song,center
50402,participant,me
56627,may,allow
76058,western,whether
55203,effort,area
15461,particular,join
61307,happen,what
66518,turn,movement
89518,although,church
48722,quite,image
22523,rule,though
98070,away,ok
79589,behavior,information
9797,environment,hand
60051,when,easy
75578,prepare,perhaps
16199,computer,wait
4203,difference,garden
72507,board,discussion
44123,much,politics
41483,happy,country
57203,rule,position
88019,create,culture
60402,notice,occur
96555,should,simple
90584,near,thousand
22233,activity,song
41586,friend,subject
98696,explain,opportunity
23317,measure,piece
17236,mention,management
63664,finish,my
55801,sometimes,right
69342,score,stay
83033,after,suffer
70485,voice,where
68966,view,could
92011,move,teacher
79501,trip,sometimes
35834,mention,see
72014,yet,science
22214,after,letter
80964,throw,serve
62983,shake,five
57877,many,performance
52131,billion,difference
66297,each,executive
19106,professional,imagine
89244,plan,usually
52661,time,change
13269,tax,girl
21259,teach,life
33059,seek,late
71911,enjoy,indeed
93077,learn,mean
34485,middle,pattern
58694,happen,item
29634,yeah,parent
6175,quite,into
99374,power,pretty
10373,line,gas
63744,check,general
88820,memory,gas
91808,enough,win
19871,should,fill
59752,course,up
52266,choice,building
20104,get,respond
34701,particular,north
52552,fact,tonight
35377,of,industry
39433,say,story
82156,election,road
45738,month,drug
65999,actually,fine
29185,difficult,amount
61737,hotel,son
80572,material,drop
57501,heart,thing
4499,face,wrong
42796,coach,camera
86958,week,manage
81319,quite,else
77632,choose,happen
41685,southern,responsibility
2611,herself,simply
26381,north,century
2414,build,something
53371,return,western
45333,heavy,minute
78273,recently,official
80367,always,enter
44675,right,evening
86848,during,where
59276,move,environment
90659,current,religious
31804,building,land
14897,win,only
21188,policy,without
97585,become,again
42364,lot,or
93441,writer,claim
98893,make,never
43521,plant,movement
54141,for,total
2247,Mrs,per
93862,crime,world
65121,hundred,simply
50844,nor,help
73263,one,near
816,as,month
3493,difficult,future
80373,my,speech
96105,building,little
96179,political,factor
42049,picture,week
39914,low,month
6199,not,once
51659,everything,consider
64906,provide,total
40445,prevent,speak
6705,catch,choice
84407,right,whatever
49047,can,those
36477,yet,drop
12521,some,institution
28161,president,story
42030,relationship,center
32175,entire,push
47648,happen,decide
43271,to,recently
60750,health,history
80246,too,again
95781,design,war
54941,push,individual
48401,whose,nothing
64977,table,way
63851,town,raise
666,around,cover
79424,picture,decade
36493,outside,enjoy
34662,long,member
99868,after,lose
73968,make,however
77734,situation,soon
73354,himself,soldier
23778,record,miss
55270,class,few
37937,skin,small
39899,soon,after
48105,team,help
77013,easy,throw
24310,rock,task
68753,who,drug
67885,professor,reduce
66134,relate,choose
54118,thing,factor
63415,attention,sign
68696,last,design
51621,large,thousand
35286,the,whose
48670,challenge,commercial
54282,nation,direction
11260,very,however
21155,much,candidate
8510,person,help
79752,return,might
86109,morning,hold
53451,animal,interview
62181,miss,street
49198,audience,few
1998,still,suddenly
71940,truth,physical
85137,main,teacher
79590,cut,agreement
69986,source,PM
77580,situation,particularly
90472,head,thing
67035,age,business
96459,letter,thank
86527,professor,dark
42835,pay,west
5885,evidence,exist
2882,there,life
66515,determine,career
57393,walk,best
28031,television,mean
51860,hour,back
70470,mean,amount
33372,policy,same
11257,individual,author
13905,happy,through
25141,letter,rate
56687,carry,station
43723,sign,action
3233,majority,treatment
58241,decade,Congress
45172,during,even
54454,decide,short
22458,eat,me
89325,ground,room
6285,trouble,performance
7508,like,show
11341,skin,animal
49768,song,to
81841,check,floor
90072,personal,attack
57822,property,reach
98163,southern,much
92658,sort,table
14289,position,movement
65607,color,eight
21616,live,lay
79186,less,door
210,hair,bring
90571,big,tax
18541,appear,interesting
71664,among,serve
4023,day,daughter
48851,resource,leader
81931,available,job
70055,health,defense
64152,wind,nothing
92293,ahead,interview
38542,forward,way
59614,tend,late
881,change,including
59979,job,result
15931,language,improve
60350,strong,member
18224,social,treat
10283,speech,husband
79,rock,shoulder
46781,degree,pattern
5169,will,month
55030,specific,stand
60724,also,candidate
17926,can,learn
93958,view,own
36919,town,ever
26705,side,top
14319,finish,himself
65736,hundred,high
29074,send,lay
45464,drive,know
2416,southern,word
81056,always,board
76354,make,medical
42877,body,state
33754,continue,college
18237,everything,from
40471,where,its
23983,card,long
87324,business,he
96229,believe,room
14882,military,man
90020,exactly,shake
92083,show,toward
91932,imagine,rest
62427,smile,late
93737,product,I
84429,plant,close
80989,yes,moment
34645,enough,rich
85705,drive,pretty
32884,forward,people
86908,card,detail
55896,we,head
17563,religious,walk
43293,down,lead
25616,director,like
42164,him,manage
74218,likely,former
57807,trouble,else
52642,skin,Republican
69629,democratic,dinner
42640,reality,crime
90134,kind,sell
17698,century,issue
15648,civil,skin
93337,camera,always
22165,head,bar
43320,who,husband
38867,group,blue
33070,go,at
20479,their,learn
21663,speech,Mrs
1689,real,data
91553,street,its
43118,father,charge
19288,thank,region
73990,theory,top
5681,Congress,size
24253,owner,along
20480,single,behavior
56099,fast,learn
7727,anyone,else
68979,company,firm
30992,cut,character
55910,capital,morning
97357,individual,sort
17103,interest,four
80936,employee,past
32287,notice,rest
11585,commercial,institution
73777,child,kitchen
56702,certain,into
29982,sport,water
88828,end,least
45329,subject,single
20580,onto,writer
69681,teacher,newspaper
12659,stop,lay
12148,reality,toward
85558,reason,art
21531,prepare,technology
25428,really,health
31494,early,culture
91240,close,note
25911,information,tax
71799,laugh,important
53051,tell,shoulder
60030,now,program
18650,can,work
96271,power,different
58879,measure,garden
92519,receive,meet
44406,pick,attack
41056,factor,guy
63573,feel,nice
155,concern,on
90689,dinner,player
88069,item,phone
79795,beautiful,resource
57890,stop,receive
64118,community,kind
71502,administration,visit
7625,loss,hour
30134,customer,hard
26368,over,investment
66673,big,set
2126,yard,success
67671,during,example
96471,different,read
76206,church,move
62922,major,ahead
42450,shoulder,way
73138,though,especially
49996,easy,story
85781,about,indeed
30538,often,stage
47973,few,customer
42668,catch,short
72767,leg,say
62111,support,region
86374,go,sometimes
27760,our,share
29279,miss,gun
27372,well,bit
66680,continue,goal
71466,blood,attention
28698,condition,best
32201,property,left
94037,last,hold
14630,last,war
55481,laugh,however
37603,can,report
33726,order,off
58257,way,yet
37766,question,risk
40240,catch,phone
35207,policy,now
66879,food,maintain
95132,local,stage
48442,no,be
40583,mean,season
91726,alone,his
1365,test,different
24322,door,individual
42488,beyond,occur
20465,enjoy,study
12390,weight,last
59610,coach,future
29565,if,teacher
32413,across,reflect
74378,thus,relate
1716,truth,letter
55480,me,employee
25222,control,she
94377,beat,college
81485,eight,wait
2613,common,decision
91449,amount,which
41220,above,peace
10607,spend,issue
30840,his,factor
82404,kid,treatment
895,executive,strong
55414,employee,control
96052,run,skill
87855,force,authority
98926,rate,sense
19037,rest,teach
42690,you,food
33619,news,all
54894,put,challenge
10543,skill,adult
58663,begin,but
97435,simple,opportunity
25846,break,stop
86880,hair,yes
64707,both,why
43706,drive,probably
62447,past,that
33358,would,seem
58011,bad,top
25835,yet,perhaps
72693,itself,surface
85416,two,happy
25875,art,industry
43315,moment,police
96640,bed,sense
10412,security,far
428,point,produce
63882,action,clearly
71625,inside,address
83808,benefit,mother
39897,manage,seat
80458,writer,participant
44030,possible,late
86025,record,system
47538,sure,ability
88764,control,tell
29987,base,memory
97908,culture,stage
70375,store,image
89166,put,realize
36353,start,indicate
46753,meeting,institution
50162,herself,ahead
55754,as,boy
87573,thus,pull
2017,edge,likely
45151,most,truth
15234,generation,work
55697,also,realize
12759,economy,perform
71855,agent,any
48130,left,group
58573,check,become
94201,sing,what
12792,suddenly,point
33034,those,finish
57471,source,make
50989,either,modern
54728,bad,them
52597,street,challenge
23451,I,history
16203,couple,audience
26082,support,assume
1446,think,able
10008,decision,husband
77324,shake,majority
52358,finish,sea
43213,education,upon
11913,nation,explain
36297,culture,Congress
59534,type,ball
46744,position,hard
83791,peace,beyond
40333,among,nation
39110,number,field
74303,natural,water
66695,these,or
44077,energy,ever
91042,officer,large
88555,purpose,develop
83522,the,go
36271,image,paper
94253,cup,most
61225,risk,should
92099,under,management
42528,common,decision
55740,time,wear
63471,admit,international
82100,over,game
93996,task,wide
73380,example,poor
32248,skill,whole
2324,anyone,wait
3621,others,rock
12526,easy,own
99392,safe,suffer
15748,help,focus
32916,win,special
24374,great,table
45082,most,matter
36089,teacher,occur
51445,full,state
22154,pattern,study
47452,agreement,former
28682,voice,person
79904,order,station
10424,whatever,computer
48978,not,or
48716,yet,choice
81253,field,government
11135,there,reflect
95786,reflect,long
91009,several,dark
41521,imagine,rich
60173,decide,artist
6409,ready,natural
46700,former,whom
72146,teacher,case
29957,happen,girl
81286,talk,respond
27567,nice,out
11418,in,possible
88223,social,shoulder
47097,grow,career
73091,not,reduce
19072,listen,fine
49753,account,think
87907,coach,newspaper
74137,partner,miss
73979,interesting,speech
32494,pressure,else
39937,clear,finish
31434,social,gun
15431,within,rate
40893,black,perhaps
48708,small,notice
35545,marriage,rather
99437,under,number
6725,many,base
41803,better,continue
38150,learn,officer
5924,them,possible
27259,political,herself
53552,performance,nearly
79294,buy,election
59344,word,near
23554,region,price
728,foot,me
86196,down,four
48109,because,rather
48558,nor,analysis
46789,age,charge
24230,chance,responsibility
56767,treat,sister
46247,appear,small
44756,message,risk
80636,else,center
88311,leg,forward
78154,according,black
38383,style,him
44953,without,across
87681,check,reveal
26628,forward,voice
24382,now,increase
51885,perform,discuss
64283,idea,hit
30960,pull,occur
75651,cover,couple
9277,exactly,resource
16508,whom,money
28748,way,he
11420,physical,rather
65389,tough,growth
48297,student,prevent
53736,music,need
98277,price,section
43459,example,call
27218,race,collection
67183,along,positive
28957,financial,carry
44446,minute,maybe
42526,cup,here
40455,set,plant
34458,factor,ability
17089,outside,page
42979,attorney,population
95422,vote,begin
18236,career,above
36010,long,best
87528,former,paper
94613,suffer,can
89503,concern,author
63886,whole,him
91993,cause,establish
92390,figure,within
1125,act,head
75327,pull,prove
12448,us,able
82725,choice,middle
32775,other,western
2068,opportunity,degree
26580,happy,color
42466,pressure,oil
57252,nearly,quality
21557,trip,avoid
5271,than,respond
33626,TV,become
22940,account,scene
19736,central,from
62001,history,Mrs
19999,hope,edge
39269,beyond,wish
55653,maintain,goal
10211,company,together
96030,measure,high
7200,likely,herself
12323,continue,institution
66382,indicate,next
29273,eat,of
78413,especially,there
19438,turn,very
65621,finish,year
45152,break,hit
90561,today,effort
98122,land,nor
38570,necessary,month
99665,coach,send
88996,power,hundred
92367,somebody,future
98212,everyone,cell
88775,state,technology
50493,describe,space
23911,agreement,him
88289,policy,window
27490,ability,pretty
31103,different,order
99020,build,seven
55610,through,if
80101,would,imagine
18216,sound,real
93641,discover,range
69566,cup,hope
97890,wall,seem
67670,suggest,heart
19073,sit,nor
59704,campaign,yourself
97372,author,central
89143,maintain,eye
82739,than,front
75681,billion,direction
89420,season,whose
22505,type,price
35015,resource,seat
38378,thought,cup
87220,central,read
89605,finish,bad
80603,approach,form
13939,yard,beautiful
723,between,control
76391,ahead,far
57056,hear,court
62076,part,air
18348,could,theory
34188,anyone,happy
57931,thing,national
7361,year,about
19679,budget,opportunity
52223,ball,record
24709,expert,share
5706,window,describe
74863,left,still
4079,company,lose
73694,range,possible
87872,life,music
5003,country,do
75397,lose,so
26565,them,page
2985,standard,allow
23572,speak,follow
38481,course,first
92370,old,ask
58413,sell,concern
10849,theory,material
35391,tree,camera
14623,nearly,improve
22828,term,Mrs
20730,science,save
68345,PM,own
64101,born,cause
6328,try,sing
72948,exist,billion
92342,room,administration
78369,class,side
9646,today,boy
83057,save,want
45410,reveal,maybe
13529,movie,then
59460,politics,next
41781,sport,assume
14913,yard,public
62819,which,travel
86729,finally,series
41155,them,meet
1258,service,number
54448,age,admit
53244,five,age
989,apply,pull
7187,hotel,often
98921,loss,peace
91150,range,consider
33744,case,win
86525,small,color
72834,your,owner
55674,life,for
1321,set,artist
66881,perhaps,stay
71093,case,order
87499,smile,white
26430,difficult,protect
56772,goal,ahead
41746,reduce,rock
60122,continue,speech
37991,listen,direction
70557,somebody,or
6546,avoid,hope
73088,whatever,fight
64674,buy,air
90223,prevent,state
87897,certainly,certain
5253,consumer,stop
30129,wrong,election
3640,safe,daughter
97743,task,commercial
87807,quality,bring
20463,like,most
5636,while,hospital
33649,type,four
39801,network,boy
871,technology,notice
73449,everyone,maintain
3957,skill,less
50755,exactly,tell
29443,cold,family
50604,star,can
71028,step,low
50781,owner,open
98287,former,determine
21970,property,pattern
64313,type,west
16080,at,agency
63557,much,sit
24205,agree,wrong
13734,teach,class
64588,relate,land
77614,into,dream
83103,during,create
51643,against,material
25682,knowledge,effort
44022,piece,pattern
33513,buy,enter
54375,collection,difficult
99626,Mrs,blue
15132,some,position
68808,source,analysis
36573,artist,when
96479,sea,worker
4186,modern,easy
75735,here,gas
24629,identify,cup
54318,people,your
1984,offer,conference
26902,expect,catch
30267,coach,use
75049,doctor,environment
6731,film,person
76958,gun,power
20906,address,outside
39913,understand,trial
36539,claim,moment
61637,style,speech
26432,team,challenge
39001,least,bar
67301,responsibility,sing
38888,wall,fall
39867,smile,quickly
9862,recognize,as
88293,town,almost
5175,clearly,party
7356,as,firm
85633,already,stop
94363,church,drive
28467,sometimes,individual
85478,recognize,wear
1029,likely,bar
65834,experience,religious
83870,exist,spend
61045,difference,why
1961,beautiful,particularly
83946,forget,popular
39043,population,push
22738,particularly,beyond
92704,quality,raise
59012,music,stand
92737,network,here
15460,should,leader
30095,even,face
85299,some,teacher
71481,mind,point
54098,baby,concern
86054,listen,future
15182,direction,make
29904,a,book
57582,billion,result
25166,onto,food
51521,night,range
67106,culture,former
58073,including,yourself
39687,road,six
62498,ground,black
61915,trip,class
35061,group,though
40553,tax,company
14692,television,majority
16409,person,conference
63923,beautiful,experience
98712,bar,hundred
58750,every,radio
1969,grow,fine
4920,detail,quickly
78721,TV,article
10049,ask,each
13445,defense,protect
16540,still,fall
55730,share,where
55530,another,leader
55419,line,impact
47093,thank,water
90504,send,class
35759,treat,significant
27728,alone,good
82257,her,site
54038,meeting,project
29078,less,environmental
48595,challenge,information
41701,business,age
53473,official,item
21818,out,enough
33568,finish,film
46204,chair,hand
65648,similar,control
20989,or,school
83151,answer,return
56218,light,deep
10536,he,event
64940,sign,expert
63048,baby,hand
26118,center,any
76983,rock,miss
23856,avoid,front
43420,two,material
43999,along,bank
72323,very,be
46058,daughter,series
95356,should,issue
69540,center,do
38834,any,father
24173,base,teach
57344,recently,opportunity
41543,guess,while
72320,structure,everybody
24951,provide,radio
34944,expert,smile
29353,great,west
74074,court,voice
7778,shoulder,wear
88979,relate,best
34788,nature,section
44427,than,push
49663,less,treatment
15779,term,deal
27041,reduce,professor
27866,base,policy
67038,task,page
54909,might,prove
23930,task,pattern
3140,purpose,which
35950,majority,detail
88228,important,campaign
6926,central,because
53076,sign,statement
21485,large,high
92432,question,rest
93074,wish,member
67235,set,one
75064,tree,expert
54379,Democrat,water
24858,central,stay
90470,assume,poor
47489,step,particularly
84883,sure,church
38670,pass,science
60927,personal,good
91314,measure,art
22660,whose,hour
70227,against,forward
70913,son,above
37244,war,interest
51205,evidence,market
75985,center,discussion
22692,lead,director
48175,away,term
62410,everyone,social
43070,fund,tree
73818,attack,enter
20096,do,approach
56803,member,adult
52361,beautiful,necessary
89238,society,past
73385,life,sell
44375,level,discussion
81853,peace,behavior
94240,yourself,technology
85842,wind,unit
95697,serve,these
49583,wife,window
62295,course,property
87493,writer,through
94590,seat,artist
38267,minute,chance
959,federal,start
79124,small,well
60120,trouble,trip
38886,sense,should
92018,around,develop
7223,not,avoid
13569,name,light
18638,indicate,nation
424,exactly,plant
41966,energy,there
40514,painting,why
40353,term,quickly
79474,reveal,sea
98823,Democrat,subject
67575,share,coach
61712,scientist,style
76720,seven,lose
98623,without,customer
1216,sea,individual
15149,crime,answer
60367,phone,man
39683,beyond,pull
97959,modern,move
80828,turn,rich
6689,this,receive
33403,never,drug
54474,full,product
12320,argue,growth
55431,with,side
1829,small,brother
16097,home,yeah
37955,bank,store
57793,soon,boy
68035,time,such
63864,always,share
95200,condition,all
18816,blood,present
41631,represent,history
41997,rather,property
29573,debate,book
10287,team,hope
53719,response,game
40363,question,recent
83857,individual,to
85543,baby,result
33838,inside,media
82963,pattern,eye
14539,against,simply
10626,public,along
93419,must,billion
63890,enjoy,into
22322,respond,yeah
71275,vote,station
30063,in,image
56707,region,move
52168,back,resource
64477,sense,population
27201,great,family
44348,lay,appear
77600,treat,any
85009,avoid,off
94585,rule,sea
76517,hotel,alone
13171,save,attorney
68909,certain,ago
38252,finish,memory
40296,there,explain
62940,exist,accept
50545,purpose,lead
56220,change,dinner
76550,professor,training
72956,turn,society
87544,southern,network
47132,language,environmental
82953,medical,hospital
59277,computer,citizen
97532,always,agreement
57838,value,your
34526,letter,stay
6036,summer,positive
66650,enter,race
73245,here,realize
261,tend,finish
89103,machine,college
50099,race,perhaps
47450,reason,find
82121,physical,question
68765,oil,good
8490,car,discuss
82643,radio,table
20366,ahead,financial
12635,during,campaign
8139,wish,huge
31957,throw,offer
16044,particular,away
51687,strong,life
28351,opportunity,learn
34173,star,word
39258,later,choose
45986,skill,it
78799,six,situation
95155,same,hospital
85361,claim,smile
84463,interest,tonight
37950,themselves,song
22534,north,series
70982,enjoy,blue
61765,physical,short
33995,science,religious
82015,network,perhaps
2947,father,however
76074,response,participant
50846,such,nation
52648,follow,free
2668,picture,smile
45473,indeed,where
65863,hear,history
97647,red,provide
22857,traditional,throw
65814,including,some
65156,service,than
97281,open,over
83517,remain,structure
92314,by,watch
55286,least,early
45327,year,daughter
63180,employee,same
67551,project,particularly
30163,enjoy,nature
77250,everybody,kitchen
63530,phone,stay
73672,particularly,build
3205,gas,skin
68018,assume,purpose
84369,lay,together
37868,big,action
66522,the,how
13977,raise,boy
1502,list,prepare
67310,employee,end
1877,choose,cold
3134,must,tend
8802,kid,serious
12975,sell,conference
42316,world,crime
98482,style,part
92976,perform,group
50939,far,science
15621,do,school
3245,we,single
73992,produce,ahead
32533,start,blood
82843,full,perform
89240,magazine,through
85787,find,cut
73355,company,record
6675,third,security
97677,woman,shake
90670,then,seek
62150,heart,authority
96605,position,face
3933,interesting,enter
83466,win,decide
10946,dream,material
20470,great,level
6044,clear,pull
47913,story,themselves
58101,admit,TV
42853,real,sport
40152,car,performance
32298,indicate,center
93058,thought,approach
25701,board,create
2371,minute,purpose
93273,anything,man
21984,poor,thought
33016,free,dark
83653,physical,institution
54386,big,view
60687,growth,director
17576,learn,role
56565,help,force
