legajo,id_domicilio,tipo
83190802,88285366,Particular
20915027,17865870,Particular
26609071,72677194,Particular
25980174,72537021,Particular
88059565,54643867,Particular
26348439,31331048,Particular
90173826,60605621,Particular
3331705,26396729,Particular
36308616,55527618,Laboral
27737610,91242622,Laboral
71746357,43595135,Laboral
66017410,50670438,Particular
17230814,62686252,Particular
699714,99465118,Laboral
12232908,35395841,Laboral
24970348,33161030,Particular
19014281,63095828,Particular
93939646,97669793,Laboral
98767113,98408686,Particular
88494926,44646534,Laboral
84630898,26053375,Particular
87702460,54561725,Laboral
99690154,3766184,Particular
18594897,98081831,Particular
60450673,3581893,Particular
98520475,18804304,Particular
1419647,65295800,Laboral
78363733,74657950,Laboral
63330331,57350983,Laboral
56549375,38207214,Laboral
51376810,43190847,Particular
89151663,14475248,Particular
70434908,94420613,Particular
70319592,32499682,Laboral
52727928,83536926,Particular
72589860,84215911,Particular
24873116,77488188,Particular
28560442,63606468,Laboral
44552164,52223035,Particular
66881208,57179449,Laboral
64537212,6495392,Particular
79158727,74056263,Laboral
71140695,26622292,Particular
45040463,83913120,Laboral
57350541,12890935,Laboral
41503765,32370938,Laboral
86094711,45625659,Laboral
52247233,87824161,Particular
83167704,9232430,Laboral
5445711,93011709,Particular
42591145,53660184,Particular
81356498,15290572,Particular
16171349,8600211,Particular
66715520,74449414,Laboral
61994507,68589406,Particular
80437432,83888641,Laboral
4577772,69422229,Laboral
56306507,94086463,Laboral
84653333,66994797,Laboral
38081470,77205835,Laboral
79631737,62489337,Laboral
39368589,22990649,Particular
85924765,15771819,Particular
26747350,15090080,Laboral
87497726,97343060,Laboral
47868453,68306908,Particular
78796647,44416652,Laboral
70070869,86764688,Laboral
59586442,47480340,Laboral
24787240,74524782,Laboral
9436935,66024775,Laboral
95947960,90754631,Laboral
89866891,72527421,Laboral
53624967,11046294,Laboral
2020541,49145980,Laboral
25505362,80036191,Particular
35573414,49745533,Laboral
54685681,17495679,Particular
47546322,41408373,Particular
53097952,24655924,Particular
18556517,6374190,Particular
1187567,34543845,Laboral
24191477,74888082,Particular
1685130,11311630,Laboral
62504465,76123282,Laboral
26033144,11553703,Particular
32785336,31865228,Laboral
79955195,64125625,Particular
76692163,41494327,Laboral
23097387,29101010,Particular
46662029,11687059,Laboral
19396569,66637421,Laboral
50017978,53056604,Particular
52093282,29423165,Particular
50532668,60938038,Particular
43783650,11261224,Laboral
57143397,64620988,Laboral
12207199,88627417,Particular
68269559,71703330,Laboral
56005805,29017001,Particular
75126280,24132940,Laboral
91931070,1013578,Laboral
90423741,98356475,Laboral
28493306,48345554,Laboral
93454967,39008201,Particular
81832949,17274611,Particular
56373653,50030605,Laboral
7389475,77519025,Laboral
77738857,19053341,Laboral
63664660,31542288,Laboral
76840484,77712723,Laboral
83687845,28759190,Laboral
25923663,89586325,Particular
31008148,41724266,Laboral
40878141,43803687,Laboral
9253896,11572773,Particular
75656935,99436088,Particular
74987864,69309701,Particular
6363230,17821534,Particular
45261515,80194905,Particular
3338740,72782624,Particular
69198364,57939815,Laboral
1469048,70468890,Particular
88255209,23166069,Particular
28344588,96382571,Laboral
77689376,74584801,Laboral
50829681,83206316,Particular
93930788,37172258,Particular
57602678,16584258,Laboral
5648575,6289233,Particular
63339916,99342595,Laboral
85267821,82757358,Particular
8352025,68459627,Particular
62911490,34056423,Particular
43970476,81314505,Particular
37876783,68189453,Laboral
16318667,46969217,Laboral
43923548,91383711,Laboral
70080648,51040039,Particular
90258328,5220151,Laboral
20550487,45219780,Particular
44305198,60595073,Particular
59588504,2009342,Particular
83032528,88600502,Particular
70187890,71321742,Particular
63239200,86389202,Laboral
67539082,88806140,Particular
6362138,8876672,Particular
43636209,98289900,Laboral
39684145,29945870,Particular
91622039,60489967,Laboral
5635470,73790823,Particular
32499253,25377140,Particular
72926938,23599500,Laboral
82470776,59661143,Particular
70526847,2914429,Particular
19805027,40688250,Laboral
43265479,77437870,Laboral
76044087,67958327,Laboral
5513402,2093601,Particular
25457903,76712849,Particular
51957649,41356058,Laboral
57609752,97247807,Laboral
10555604,32558140,Particular
33559300,9897238,Particular
44003892,24073544,Laboral
37826283,76663219,Particular
43865503,63202383,Laboral
58872806,88999439,Laboral
50132532,36625870,Particular
40021841,29152540,Particular
57732783,19345840,Laboral
38632444,55529292,Laboral
47555681,29558390,Particular
14361449,64643204,Particular
83327582,63015619,Particular
25506352,54098198,Particular
38155222,20295062,Laboral
2170016,70098388,Particular
26755815,83148951,Laboral
23129014,95280084,Particular
17625336,44326814,Laboral
23595349,36200153,Particular
97464392,90392728,Laboral
48562030,70308060,Particular
77277825,85962700,Laboral
57815301,767147,Laboral
68956866,66277770,Laboral
33993787,53114782,Laboral
74616095,24890700,Particular
83233248,60760202,Particular
57299687,91749135,Laboral
60238525,59319397,Particular
4847441,10682024,Particular
56204886,2188180,Laboral
22254865,86365218,Laboral
22033308,1565973,Laboral
86602260,74397127,Laboral
98520169,70465547,Particular
69985379,86563709,Particular
5759288,55715861,Particular
38434105,57508523,Particular
43892326,34494973,Laboral
96375006,77661330,Particular
8852741,2343380,Laboral
41859197,94915175,Particular
11894491,73838344,Laboral
68286161,19397107,Particular
29456794,60613711,Laboral
31796885,90754631,Laboral
18093094,76980851,Laboral
70162656,22372009,Particular
76444603,80391540,Particular
14937563,43148471,Particular
12640059,76815266,Particular
50763784,13330143,Laboral
17171859,56737843,Laboral
21440026,96867559,Laboral
87550236,84445652,Particular
52296427,17876349,Laboral
44140100,85989483,Laboral
62518595,97809546,Laboral
99405829,28922341,Laboral
63523506,8563665,Laboral
52976015,68408008,Particular
78711977,46771834,Laboral
40501620,55605328,Particular
7497320,38004881,Particular
5737228,37357758,Laboral
86910398,96095507,Laboral
78580235,29832691,Particular
29539114,92849585,Particular
88267559,60393399,Particular
26573053,81276294,Particular
32413994,70743958,Laboral
55079486,61746144,Particular
19797468,64476343,Laboral
11773269,79709201,Particular
9859223,97356183,Laboral
78084955,57301862,Particular
18673577,84525099,Laboral
27118345,71037838,Particular
21006479,62063085,Particular
39395193,67368686,Particular
45761504,99047330,Particular
33216456,693328,Particular
76139679,80811979,Particular
39409871,22728702,Laboral
31362125,97190249,Particular
51311939,35089209,Particular
75345801,4007270,Laboral
87641861,54454243,Particular
99018585,36499478,Laboral
32693769,65794818,Laboral
59728909,87836146,Particular
85155757,90184738,Laboral
16501351,54132781,Laboral
79822663,8557291,Particular
919996,62083577,Particular
53920215,25622733,Particular
46002785,89431103,Particular
60824419,32025513,Laboral
65040954,37990555,Laboral
49799070,98067447,Laboral
91269774,53555749,Laboral
50791177,99124712,Laboral
49521205,62465589,Particular
40677542,92781463,Particular
23097705,46189384,Laboral
95771574,36092102,Laboral
35523040,24061902,Laboral
38703434,55048881,Particular
11925252,10178166,Laboral
12852900,38857413,Laboral
19253991,26629847,Particular
74274680,14699890,Laboral
8620744,46950208,Particular
60334644,68427728,Particular
54266916,91649910,Laboral
61559845,47331101,Particular
85535150,59642121,Laboral
69830608,78409943,Particular
87832156,38363208,Laboral
41963572,84113185,Particular
64279561,41452371,Laboral
78523083,80529895,Laboral
9758723,63965078,Particular
50604724,66132063,Particular
89551311,50621569,Laboral
95199635,39256228,Particular
50752720,27653628,Laboral
4581871,67195934,Particular
93508547,29084291,Laboral
6396258,66909515,Particular
95013068,51204664,Laboral
22240258,48648913,Laboral
10831997,31405913,Particular
67184181,147575,Laboral
85843436,37207917,Particular
48783179,7131578,Particular
50891828,4864191,Particular
39184952,79958180,Laboral
36879426,56335514,Laboral
71547474,42790280,Laboral
99024879,44970707,Particular
19587398,77619295,Particular
74213262,43453505,Particular
24517977,11724268,Laboral
15385735,65931316,Particular
46189713,13018224,Laboral
84805455,86173341,Particular
77397327,68519440,Laboral
79751652,17213235,Laboral
21146621,6399912,Laboral
75324514,49634976,Particular
65725339,30310156,Particular
30967615,88038440,Particular
65741639,75869137,Laboral
87773352,45517155,Laboral
10764705,75017605,Particular
88406451,4494859,Particular
31383501,3021859,Particular
9640786,57701681,Particular
8718054,94662202,Laboral
88833451,24679019,Laboral
18958477,46415117,Laboral
71784468,38404843,Laboral
3749820,26909210,Particular
96646349,66885864,Laboral
20352411,52817051,Particular
46161445,74140641,Laboral
78424118,73199701,Laboral
81003056,50697258,Laboral
29116407,26056478,Laboral
33350249,34085370,Laboral
6190818,24512146,Particular
98317494,33986774,Laboral
57145615,49102949,Laboral
58948256,75904994,Laboral
54162321,19324004,Particular
2902513,80049773,Laboral
51532249,50967565,Laboral
63668090,70440515,Laboral
60454404,21506914,Particular
81476214,41293736,Laboral
59580667,94374569,Laboral
51413934,74361105,Particular
92254398,3021801,Laboral
58094722,82455870,Laboral
53963280,48500252,Particular
2314082,81643720,Particular
99213881,59436833,Particular
80353426,99440399,Laboral
12845459,80851804,Laboral
51323189,82806666,Laboral
58471975,89370456,Particular
55539244,32283609,Laboral
99299495,34955756,Particular
45035771,75567893,Particular
50157495,96312868,Laboral
37864588,13659499,Laboral
77923368,24677357,Particular
19396569,51099015,Laboral
96519951,15477849,Laboral
74834706,97142621,Laboral
57693443,55909769,Particular
30588376,65134613,Laboral
70577208,88266236,Particular
2338415,18392690,Laboral
48592652,23049769,Particular
88310860,24655350,Laboral
57822681,49008902,Particular
49766049,43508337,Laboral
87389321,37210009,Laboral
97484543,82110818,Particular
50832167,2912701,Laboral
7700825,90246788,Particular
64404493,15869933,Particular
49451133,26541687,Particular
75026816,30538375,Laboral
83344112,53054862,Laboral
77117352,51675898,Laboral
27645331,48391523,Laboral
83646336,65409509,Laboral
89579613,79869362,Particular
71545859,67082919,Laboral
60133401,36092102,Laboral
5485163,40255640,Laboral
22372662,65667575,Particular
73403980,30255707,Particular
55770969,13036423,Laboral
98600125,70845265,Laboral
19203547,66728048,Particular
81776029,12591902,Particular
75751833,79162478,Laboral
91073347,29676136,Laboral
39574702,26116909,Particular
23223034,21010078,Particular
73569015,55708260,Particular
46539176,9048315,Laboral
92530052,44889413,Laboral
34409823,10305921,Laboral
39418133,43105272,Particular
63892759,79172850,Laboral
84190081,89826226,Laboral
47176916,24749742,Particular
13892321,28094844,Particular
96440035,71044449,Laboral
5664941,70481722,Laboral
22524641,76916377,Particular
87134651,88893383,Laboral
88131065,85303749,Particular
63757079,60376940,Particular
38581897,52425724,Particular
65035436,10821930,Laboral
73492018,48533426,Particular
71583228,82989753,Particular
23427714,21393656,Particular
34113106,30831673,Laboral
49739511,21596376,Laboral
53668898,17918208,Particular
48410895,68294522,Particular
3656234,17693946,Laboral
43469043,27771556,Particular
83296327,23562897,Laboral
77618713,66967648,Particular
98660491,77076851,Laboral
82715294,74029256,Laboral
3467385,56096757,Laboral
63816713,76181685,Laboral
52673683,43760755,Laboral
1055711,63364621,Laboral
15958280,13406063,Laboral
45555315,40406161,Particular
30884645,35402136,Particular
36278080,6682459,Particular
71240728,32714309,Particular
63752205,89696695,Laboral
99474336,23816280,Laboral
67743410,69600328,Laboral
37143075,90948082,Particular
23888595,14432306,Particular
46968690,56225877,Particular
52187298,59120833,Laboral
13616416,57686841,Laboral
79313925,27200535,Particular
96954562,21497502,Laboral
85499438,64199191,Laboral
55747180,56100340,Laboral
4081154,31332471,Particular
89762114,88756497,Particular
15851143,93606759,Laboral
5892674,71710710,Laboral
83203403,50560847,Laboral
7986779,11385387,Laboral
86936192,98351693,Particular
20352411,6833834,Laboral
41194956,83735640,Laboral
63126537,45667589,Laboral
14341479,2267915,Laboral
56788150,29862447,Laboral
76051016,81981850,Laboral
93582166,80010676,Laboral
58232252,55766429,Laboral
67400593,19986479,Laboral
44159990,31886911,Laboral
10281119,86524032,Laboral
62648401,13044067,Laboral
39836345,46195169,Particular
28108721,26592294,Particular
99622423,73648867,Laboral
30301257,2357441,Laboral
63089338,98563021,Particular
30746301,32579276,Laboral
41065476,11068169,Laboral
77895645,92296675,Laboral
99104587,63107196,Particular
19075527,74584801,Laboral
9149560,67582528,Laboral
59321911,2391449,Particular
62417845,73523627,Laboral
878657,2457436,Particular
67941165,15078966,Laboral
10238155,30973331,Laboral
48918735,67673437,Laboral
58430517,88494094,Particular
94118522,3351955,Particular
87894017,8367087,Laboral
27827971,15369990,Particular
51358745,41114543,Laboral
42045351,17830089,Laboral
64351675,35408116,Laboral
61925008,89387196,Particular
85394610,68653776,Particular
11864130,64795329,Particular
18891557,58483147,Laboral
54710143,38202147,Laboral
43390490,90136836,Particular
85369288,85705364,Laboral
95647329,65065096,Particular
75163539,20314224,Particular
48763445,53277327,Particular
50353012,53271206,Particular
30422271,8019134,Particular
76015317,71309359,Particular
58370574,28460258,Particular
64735079,99108723,Laboral
78058188,9979379,Laboral
16153911,72120996,Laboral
88158357,93790942,Particular
21145919,75512143,Laboral
27576107,73778193,Laboral
703613,28828838,Particular
57495609,51980410,Laboral
3503214,12985063,Laboral
15782293,10770865,Particular
42371564,11929053,Particular
37043711,76381122,Particular
72424418,28514524,Particular
32990466,62852510,Particular
31069807,9747903,Particular
54604574,24890700,Particular
95328677,1284225,Particular
63580509,88251377,Laboral
22680777,27509734,Particular
8417930,13121288,Particular
21799916,41822945,Particular
28147839,1922660,Particular
17539282,33576184,Particular
63285501,31018861,Laboral
81951734,19845587,Laboral
2019428,57939815,Laboral
47140073,32966955,Laboral
80677331,78982860,Particular
14359674,91173146,Particular
33893402,39583042,Laboral
18565684,67209505,Particular
72428652,48948477,Particular
71229948,429958,Laboral
8787569,38791750,Laboral
9163426,24451545,Laboral
74130661,80901234,Laboral
14542683,41408373,Particular
19606547,45735223,Particular
46681651,55265390,Particular
43195122,43792999,Particular
48334732,62587225,Particular
74003187,80064011,Particular
67610544,34820835,Particular
65981251,85942281,Particular
76395696,76245480,Particular
32954916,94518366,Laboral
87877580,49598035,Laboral
55580780,47686205,Laboral
25505258,46182581,Laboral
17040895,89696695,Particular
1962158,45501559,Particular
29669019,79197015,Laboral
10632074,54889592,Laboral
112204,51139602,Particular
45466412,11321680,Particular
40608868,16832311,Particular
22164429,18345329,Particular
67755101,22279782,Particular
65629443,66166452,Particular
22680250,92756852,Particular
8262980,41905156,Laboral
14979841,71457110,Laboral
99461406,64930303,Laboral
63388398,39914361,Laboral
16803153,44861287,Laboral
93738707,4490847,Laboral
41613041,57522787,Particular
42355493,40366777,Particular
92438275,99044603,Particular
70392472,60286566,Laboral
58213456,98226274,Particular
57745042,76319073,Laboral
79785249,45035835,Particular
19102507,30663504,Laboral
94170687,89817443,Particular
49491104,43571826,Particular
79489527,60654004,Laboral
45550433,22805793,Laboral
9234788,18251963,Laboral
83448602,66256833,Laboral
40186247,59661420,Laboral
38875944,78069572,Laboral
52518028,61018245,Particular
25857293,79185350,Laboral
37190704,9577130,Laboral
13187536,14506186,Particular
83073399,9654462,Laboral
2871368,22827308,Laboral
12352445,15245763,Laboral
7754764,74272499,Laboral
24683347,36881990,Particular
67281980,16632399,Laboral
12751376,24928037,Laboral
43391546,74532795,Laboral
96259621,35870432,Particular
86530690,37511998,Particular
58963340,46855424,Particular
56608920,22869028,Laboral
97980486,26739241,Laboral
80541659,90424039,Particular
37325083,56862970,Particular
73299990,64820766,Laboral
9021870,45616329,Laboral
54428349,67566434,Particular
94421694,60330286,Laboral
77835970,80424075,Particular
8653400,70836686,Laboral
89977320,62503865,Particular
42665837,60981508,Laboral
49004739,62901242,Particular
39443651,21001233,Laboral
81953251,91577894,Particular
63388706,8785658,Particular
64201069,83984946,Laboral
80796100,68873620,Particular
9781012,42693673,Particular
65075137,66602318,Particular
7326137,66282159,Particular
48916283,16974574,Laboral
98787937,34849867,Laboral
1616079,68868022,Particular
1777476,24422008,Laboral
56287547,3462032,Particular
63207848,90098658,Laboral
47266468,33965019,Particular
88561158,15116080,Laboral
62423305,56650381,Laboral
69830608,88027399,Laboral
84168516,40726527,Laboral
87076065,75239220,Laboral
96501837,30098226,Laboral
23937727,42950153,Laboral
16917381,53929751,Laboral
99876878,23697270,Laboral
71369665,37007477,Particular
61134598,85835489,Laboral
40778644,55214628,Laboral
13619713,74658689,Particular
19191225,35097488,Laboral
18679370,32834212,Laboral
21184553,64823457,Laboral
32444843,94167096,Particular
29107907,29582332,Particular
92173266,37653072,Particular
97089109,22699310,Particular
12516379,1284225,Particular
3075599,13018224,Particular
50747440,48456243,Particular
25044939,95903365,Laboral
40376045,37972368,Laboral
94226679,34933027,Laboral
32323251,45309970,Laboral
67352000,73167576,Laboral
26908553,73752766,Laboral
99529812,69055588,Laboral
62319713,19370800,Particular
5953816,49173913,Particular
60760447,89955220,Laboral
97296589,77109569,Particular
505235,79776199,Laboral
40018812,94661246,Particular
47082623,79924184,Particular
89201068,6204606,Particular
19782346,62914829,Particular
4780258,52557371,Laboral
18265689,69431794,Laboral
36151162,32489734,Particular
99885484,54847893,Particular
48097775,34234600,Particular
34012557,96276636,Laboral
21170759,84902181,Particular
97495295,45211760,Laboral
44983861,47560530,Particular
8086484,76249440,Laboral
8945080,74585579,Particular
78870766,55228174,Laboral
76572879,10570121,Particular
82346778,86430929,Particular
45532593,19971093,Laboral
16116407,80938634,Laboral
97180353,19091630,Laboral
16310270,6840733,Particular
96967166,15468474,Particular
58971790,54331905,Particular
39565450,47931812,Laboral
25432760,92520232,Laboral
61408798,92353379,Laboral
18519660,94917268,Particular
70201308,23984287,Particular
83863218,82967100,Laboral
6369309,65797246,Laboral
41676790,88816218,Particular
93964215,34454769,Laboral
61368165,95707486,Particular
42005804,85449421,Laboral
54157704,59468148,Laboral
90676244,14719238,Particular
87118476,67533981,Laboral
97464392,60791187,Laboral
84256770,45707866,Laboral
7231810,32132750,Particular
58334846,35339405,Particular
34995383,56903966,Particular
22740718,70572830,Particular
87080474,37887874,Laboral
81827113,93004826,Particular
41351343,21808628,Laboral
52576935,27931166,Laboral
60000619,42823506,Laboral
47241656,92883044,Particular
97707537,60405790,Particular
2523952,16574600,Particular
81905426,88797929,Laboral
84190864,3378124,Particular
11847388,42359980,Particular
66930371,54847893,Laboral
63147622,53186756,Particular
14383547,10842297,Laboral
14383547,30786901,Laboral
34435914,6299889,Particular
92764524,61355764,Particular
53659799,91761675,Particular
78131153,22908536,Laboral
76273711,71151627,Particular
46250622,28933913,Laboral
43975580,84304804,Particular
1071404,61566210,Particular
23620025,26234802,Particular
78622017,80718376,Particular
89481786,53765458,Particular
43284655,35802485,Particular
2970192,85774542,Laboral
19645124,68102071,Particular
99177709,6746702,Particular
55505498,61317999,Laboral
5438625,3617517,Laboral
43538612,78356696,Particular
10612755,11694862,Laboral
39314465,63762483,Laboral
15511281,65028299,Laboral
83781241,1084977,Particular
64471254,55965326,Laboral
37560317,42080563,Laboral
176264,9996610,Laboral
15585824,32863484,Laboral
17051884,23715737,Laboral
46066543,50383217,Particular
77117627,80473391,Laboral
64824105,5524839,Laboral
35206168,22904541,Particular
90856538,3214835,Particular
20954867,56862970,Laboral
18467321,83968812,Laboral
59230248,96905463,Particular
59010093,31622066,Particular
10331628,60792487,Particular
43459363,67473842,Laboral
33531917,21304248,Particular
8869110,16345368,Laboral
96521269,18204240,Particular
24234467,6728502,Particular
91155055,91113008,Particular
21557389,94905216,Laboral
92438275,33959099,Laboral
98356777,23067406,Laboral
73590887,69859672,Laboral
70520548,42244495,Particular
49495845,85751696,Laboral
37715945,85402370,Laboral
41291930,98698937,Particular
30316992,12382321,Laboral
34994982,70319512,Particular
90076856,67695252,Particular
29013496,54404270,Laboral
59081680,7623016,Laboral
67144621,69069109,Particular
67196060,44086096,Laboral
53667727,83298888,Laboral
25393329,39140073,Laboral
61062300,69112096,Laboral
99133665,22082433,Laboral
4410403,51441714,Particular
24340210,8827838,Particular
39959410,96481923,Particular
13167999,36993080,Particular
590817,18231725,Laboral
63028546,43148471,Laboral
61464275,30815554,Laboral
67092797,12368346,Laboral
49634834,86325939,Particular
84054195,82211344,Particular
6660746,22626585,Laboral
32099373,91103176,Particular
77972747,26598581,Laboral
9784118,38224113,Laboral
33739540,16175712,Particular
10928633,98675961,Particular
2259731,79279141,Laboral
76574689,72484348,Laboral
63580509,55986645,Laboral
19360986,82912341,Laboral
94060000,81052568,Laboral
88057515,1283468,Particular
5516592,98873197,Particular
33417987,77365723,Particular
24104210,28730837,Laboral
39610497,17378289,Particular
83958957,11944852,Particular
13684998,28785814,Particular
49277093,2908143,Laboral
34349692,93555495,Laboral
66057096,26323236,Laboral
61714659,97731872,Laboral
9802189,54565046,Particular
52561994,91021261,Laboral
1247868,87849409,Laboral
92131144,15516241,Particular
75917260,55799607,Particular
88046272,28162805,Particular
81918878,70764985,Particular
4763006,57718088,Laboral
38266125,10481758,Particular
67584866,38862774,Laboral
63636670,80396152,Particular
8462944,64581530,Particular
95319747,35998436,Particular
41797011,23993115,Laboral
31580213,58768617,Particular
33615656,23984287,Laboral
11546182,49196250,Laboral
97710704,11249933,Particular
93158493,84238860,Laboral
289467,94843957,Laboral
53619987,60886602,Particular
38249849,21647456,Laboral
48097775,513875,Laboral
20557936,83915931,Particular
79956240,42814597,Laboral
72532809,18108942,Laboral
13178783,79746445,Particular
38321097,79622207,Particular
82313332,31592037,Laboral
90554098,51642407,Laboral
19111586,75397614,Particular
98676342,3556365,Laboral
48799785,47917428,Laboral
21094158,23778035,Particular
57703489,59497421,Laboral
53887785,57302591,Laboral
98948719,51174318,Laboral
91013470,44355349,Particular
96394292,73411278,Particular
70446993,89031685,Particular
46244870,49426662,Laboral
49893082,44559478,Particular
53283019,44567400,Particular
9319514,4965944,Particular
95575281,65933104,Laboral
37534697,70840568,Laboral
51963980,6760778,Laboral
18106373,94237743,Particular
76747972,57718088,Particular
87493218,646406,Laboral
34790177,20300474,Laboral
66117565,35277095,Laboral
63529217,73723635,Particular
76039633,76588550,Laboral
65223719,68819334,Laboral
33469169,95484947,Laboral
30240430,80601969,Particular
94158436,31947601,Particular
32872542,6143307,Particular
84773700,90619220,Particular
49633794,15365745,Laboral
63055195,8445754,Laboral
93706086,59459283,Particular
6311980,72787479,Laboral
90277538,80827042,Particular
18922637,59538435,Particular
41663471,42757398,Laboral
95294886,13893033,Particular
57224579,23122108,Particular
79830237,23767589,Laboral
4581871,3724320,Particular
60733169,9786007,Particular
11082585,37170229,Particular
73643552,41787719,Laboral
63510998,6098969,Laboral
53305429,9661874,Particular
66663868,72527421,Laboral
31410586,76313038,Laboral
24522695,3449048,Particular
55356212,83692278,Laboral
82639700,50516884,Particular
45628970,24627940,Particular
8761625,93501345,Laboral
40363094,34707651,Laboral
6006004,58343586,Laboral
77856081,90272449,Particular
79194457,26701574,Particular
88605451,37777431,Particular
98662409,44585333,Laboral
58538627,34285303,Particular
28641018,84947322,Particular
15222684,65812754,Laboral
6621735,55135238,Laboral
28294706,47309229,Particular
32257177,67030393,Particular
92909939,3578289,Laboral
6905491,33161030,Particular
36485741,68261060,Particular
52075783,52941580,Particular
98438039,15166529,Particular
57128275,46189384,Laboral
6319791,31118632,Laboral
33847447,3814666,Particular
28013984,84425986,Laboral
11935637,87393025,Laboral
23020701,74958223,Particular
37037086,57731647,Particular
20442204,92608671,Laboral
41124075,83485378,Particular
10179100,74168843,Particular
88188921,30949427,Laboral
980704,68440274,Particular
64604062,12735964,Laboral
71184099,82127126,Particular
89579058,4514232,Particular
19251228,83749403,Particular
21775312,22936895,Laboral
18768930,80061987,Laboral
71010275,21160779,Laboral
11480247,99273437,Laboral
51157064,50531729,Laboral
66387005,20646026,Particular
82477454,32601163,Laboral
51521589,44068435,Laboral
6285853,52379244,Particular
90179967,22671970,Laboral
30571521,85260487,Particular
93874032,37740363,Laboral
12915951,11166561,Laboral
40992147,25204131,Particular
24791792,60350221,Particular
74342720,12821039,Particular
86289336,1252949,Particular
27641178,77757465,Laboral
90548871,63772492,Laboral
99462915,14688525,Laboral
39980189,48758371,Particular
30692247,6835987,Particular
84074497,20646932,Laboral
6877887,94664690,Particular
35831084,70510403,Laboral
29889553,18208862,Laboral
23096085,10587146,Particular
62228472,48531548,Particular
29241373,12400938,Particular
14664993,36204690,Laboral
39125015,64110902,Laboral
51964250,79994836,Laboral
93521870,68459627,Laboral
6093228,67908878,Particular
97369993,1703251,Particular
74818985,6970469,Laboral
28773119,57778057,Particular
73829959,61950175,Laboral
15276649,92487060,Particular
48463224,25975957,Particular
48939320,82377451,Laboral
97375523,83889260,Particular
5041103,29423165,Particular
98768688,16815736,Particular
34632130,79297210,Laboral
52611245,9336917,Laboral
45500473,96394411,Laboral
67261372,46776270,Laboral
35261900,84713681,Particular
47727934,50459691,Particular
37595295,37497076,Laboral
410781,32863484,Particular
84656583,17568550,Particular
18912262,67349236,Particular
71987279,93428421,Particular
88525399,72839011,Particular
88607790,85378642,Particular
57077486,40977681,Laboral
27164320,9016356,Laboral
98202371,87763991,Particular
48450553,11342078,Laboral
19566366,33540511,Particular
22521854,75596195,Laboral
92692944,69717118,Particular
47204815,94610901,Laboral
56436235,21806608,Particular
40522688,84956531,Laboral
72356831,23156100,Laboral
33798020,67103861,Particular
94347662,77688019,Particular
36913810,42068862,Laboral
38553796,37792218,Laboral
9561889,94237597,Particular
58571639,93050695,Particular
59519636,56458383,Laboral
36565680,43309327,Particular
73357506,49426662,Laboral
69089746,12397615,Laboral
8051584,57968332,Particular
41412855,2097643,Particular
65714901,68887245,Laboral
38479792,39741984,Particular
59202719,66478714,Laboral
34658191,92867332,Laboral
79686698,7377007,Laboral
98178430,78406003,Laboral
39181033,56522149,Particular
8064820,77651463,Particular
16059167,84428872,Laboral
88974162,33732084,Laboral
71711787,10782280,Laboral
25289096,67400370,Laboral
46725934,38966791,Laboral
61175665,31639945,Laboral
21170759,29073828,Particular
73650514,97343060,Laboral
67356976,33053568,Laboral
11458247,88224347,Laboral
82901129,40294243,Laboral
66406644,21506914,Laboral
17998008,78551295,Laboral
67782210,82447471,Laboral
94478042,24253493,Particular
96477028,22868998,Particular
2645203,41215682,Particular
46011639,18174845,Particular
93294090,52454599,Particular
94915248,67130940,Laboral
61397926,40420895,Particular
7584861,72198814,Laboral
98710114,7113743,Particular
66542000,54423,Particular
81730593,28566403,Laboral
4013992,68999501,Laboral
64076090,75097093,Laboral
28208060,39475199,Particular
81737044,99172579,Laboral
97891734,92006701,Laboral
33320561,90840742,Particular
11152709,3378124,Laboral
22603537,44065544,Laboral
45063003,89592351,Laboral
57701142,33117584,Particular
32323251,44235694,Laboral
6992084,23255831,Particular
433817,75199332,Particular
52196002,92990768,Laboral
79481746,27955184,Particular
50606299,30862603,Laboral
61464275,8387414,Laboral
64463601,70572830,Laboral
65491794,43295858,Laboral
13274083,49928419,Particular
46534562,93075218,Particular
49633794,23200548,Laboral
71119695,96339676,Laboral
24753314,24474865,Particular
61128512,3463009,Particular
19793627,52413261,Particular
63117607,23788002,Laboral
68425350,58306283,Particular
84510503,27000065,Laboral
698427,20425035,Laboral
48151704,10051101,Laboral
58165778,46616722,Laboral
3246189,22327366,Laboral
99175111,37099685,Particular
61807408,49700090,Particular
59565124,78041161,Laboral
46955097,45578717,Particular
7733562,24465884,Laboral
23827753,3084638,Laboral
84949876,54160006,Particular
21949974,57287927,Laboral
52038144,88151915,Particular
83935549,20883469,Laboral
10759071,29273959,Laboral
80141462,76712849,Particular
43810531,14256290,Particular
64890887,92456034,Particular
86806886,66737339,Particular
38158546,31714003,Particular
84991580,59637401,Particular
51967877,47356244,Particular
11101489,19402392,Particular
74552653,89747350,Particular
93626234,51717318,Laboral
60087604,13801104,Laboral
18120737,62668324,Laboral
4547382,50146316,Particular
83343948,32440980,Particular
94421694,5769375,Laboral
16975780,44841648,Particular
85895975,23483462,Laboral
5299885,87634908,Particular
85112492,96011,Particular
19794141,40971777,Particular
48090761,75231209,Particular
71415865,99419122,Laboral
48799242,51436755,Laboral
86538058,6963858,Particular
61379562,54625135,Laboral
8863372,91781020,Particular
99285716,68873620,Laboral
